latitude,longitude,price,room_type,address
35.68587,139.39428,8506.0,Entire home apt,"Japan, 〒191-0001 Tokyo, Hino, Sakaemachi, 2-chōme−３１−８"
35.791368746081226,139.79204721255772,12200.0,Entire home apt,"Japan, 〒121-0813 Tokyo, Adachi City, Takenotsuka, 1-chōme−25, 竹の塚 1-25-25 102"
35.680981,139.538055,23571.0,Private room,"2-chōme-2-8 Ōsawa, Mitaka, Tokyo 181-0015, Japan"
35.79166,139.79285,6266.0,Entire home apt,"Japan, 〒121-0813 Tokyo, Adachi City, Takenotsuka, 1-chōme−32−１１ オザリア竹ノ塚"
35.65174,139.72175,46714.0,Entire home apt,"Japan, 〒150-0012 Tokyo, Shibuya City, Hiroo, 5-chōme−4−７ サンパティーク2階"
35.73414,139.63305,10091.0,Entire home apt,"3-chōme-13-1 Kamisaginomiya, Nakano City, Tokyo 165-0031, Japan"
35.78156,139.63309,6000.0,Entire home apt,"Japan, 〒175-0094 Tokyo, Itabashi City, Narimasu, 4-chōme−4−２ ハイツかやま"
35.680981,139.538055,25571.0,Entire home apt,"2-chōme-2-8 Ōsawa, Mitaka, Tokyo 181-0015, Japan"
35.75619,139.48071,4214.0,Private room,"Japan, 〒189-0011 Tokyo, Higashimurayama, Ontachō, 3-chōme−１２−７"
35.77932,139.63338,6000.0,Entire home apt,"3-chōme-15-4 Narimasu, Itabashi City, Tokyo 175-0094, Japan"
35.7223,139.80049,10000.0,Entire home apt,"Japan, 〒111-0025 Tokyo, Taito City, Higashiasakusa, 1-chōme−17−８ ザチェリークレスト"
35.68548,139.39496,9963.0,Entire home apt,"Japan, 〒191-0001 Tokyo, Hino, Sakaemachi, 1-chōme−２２−９７"
35.61728,139.6679,6800.0,Entire home apt,"3-chōme-7-20 Yakumo, Meguro City, Tokyo 152-0023, Japan"
35.73055,139.68657,26217.0,Entire home apt,"4-chōme-23-18 Nagasaki, Toshima City, Tokyo 171-0051, Japan"
35.6989,139.69824,7700.0,Entire home apt,"Japan, 〒110-0012 Tokyo, Taito City, Ryūsen, 2-chōme−20−１５ 都築ビル 2階"
35.72804,139.79048,14000.0,Entire home apt,"Shirokanedai 3-Chōme Playground, 3-chōme-13-27 Shirokanedai, Minato City, Tokyo 108-0071, Japan"
35.63612,139.72575,27000.0,Entire home apt,"1-chōme-25-14-101 Hyakuninchō, Shinjuku City, Tokyo 169-0073, Japan"
35.67744,139.68058,13143.0,Entire home apt,"1-chōme-31-11 Nishihara, Shibuya City, Tokyo 151-0066, Japan"
35.76922,139.77947,20000.0,Entire home apt,"1754-2 Hazamamachi, Hachioji, Tokyo 193-0941, Japan"
35.63738,139.2863,17571.0,Entire home apt,"2-chōme-20-21 Okino, Adachi City, Tokyo 123-0844, Japan"
35.76117,139.71597,10600.0,Entire home apt,"Japan, 〒114-0034 Tokyo, Kita City, Kamijūjō, 3-chōme−11−２ ドリームハウス２"
35.62302,139.70141,8014.0,Private room,"Japan, 〒152-0002 Tokyo, Meguro City, Megurohonchō, 3-chōme−12−１９ ダイアパレス目黒本町"
35.73816,139.85174,14614.0,Entire home apt,"5-chōme-20-5 Mukōjima, Sumida City, Tokyo 131-0033, Japan"
35.71848,139.81109,12857.0,Entire home apt,"8-chōme-9-1 Tateishi, Katsushika City, Tokyo 124-0012, Japan"
35.67923,139.67571,8286.0,Entire home apt,"2-chōme-44-1 Hatagaya, Shibuya City, Tokyo 151-0072, Japan"
35.71893,139.81294,12857.0,Entire home apt,"Japan, 〒131-0032 Tokyo, Sumida City, Higashimukōjima, 1-chōme−26−１０ 三浦医院"
35.72951,139.79137,27000.0,Entire home apt,"Minowa Station, ５丁目-１９-6 根岸 台東区 東京都 110-0003, Japan"
35.72,139.81074,12857.0,Entire home apt,"5-chōme-12-4 Mukōjima, Sumida City, Tokyo 131-0033, Japan"
35.68068,139.6753,10000.0,Entire home apt,"Japan, 〒151-0072 Tokyo, Shibuya City, Hatagaya, 3-chōme−12−８ シャーメゾン幡ヶ谷"
35.67986,139.81736,12429.0,Entire home apt,"Japan, 〒151-0072 Tokyo, Shibuya City, Hatagaya, 3-chōme−19−19番2 ファミリーマート幡ヶ谷三丁目店"
35.67933,139.67511,8571.0,Entire home apt,"1-1 Umibe, Koto City, Tokyo 135-0012, Japan"
35.70402,139.5977,14714.0,Entire home apt,"Japan, 〒167-0042 Tokyo, Suginami City, Nishiogikita, 3-chōme−5−６ 三周ハイツ"
35.75788,139.72153,5000.0,Private room,"2-chōme-5-13 Kamijūjō, Kita City, Tokyo 114-0034, Japan"
35.73673,139.88586,6500.0,Private room,"2-chōme-21-16 Kitakoiwa, Edogawa City, Tokyo 133-0051, Japan"
35.70159,139.70653,19573.0,Entire home apt,"2-chōme-13-16 Ōkubo, Shinjuku City, Tokyo 169-0072, Japan"
35.73496,139.63132,10091.0,Entire home apt,"Fujimidai Sta., 3-chōme-17 Kamisaginomiya, Nakano City, Tokyo 165-0031, Japan"
35.68162,139.81859,6500.0,Entire home apt,"19-16 Umibe, Koto City, Tokyo 135-0012, Japan"
35.72413,139.77771,5500.0,Private room,"2-chōme-13-1 Negishi, Taito City, Tokyo 110-0003, Japan"
35.70565,139.65262,7800.0,Entire home apt,"2-chōme-2-4 Kōenjikita, Suginami City, Tokyo 166-0002, Japan"
35.69872,139.70276,5980.0,Shared room,"1-chōme-12-11 Ōkubo, Shinjuku City, Tokyo 169-0072, Japan"
35.68288,139.81552,5450.0,Private room,"Japan, 〒135-0011 Tokyo, Koto City, Ōgibashi, 2-chōme−4−４ Y2ビル"
35.72129,139.76323,34800.0,Entire home apt,"Japan, 〒113-0031 Tokyo, Bunkyo City, Nezu, 2-chōme−34−１５ 藍染保育園"
35.66339,139.68741,9846.0,Entire home apt,"Japan, 〒151-0063 Tokyo, Shibuya City, Tomigaya, 2-chōme−14−６ 伸和ビル"
35.67681,139.67929,12286.0,Entire home apt,"1-chōme-25-4 Nishihara, Shibuya City, Tokyo 151-0066, Japan"
35.73404,139.63128,10091.0,Entire home apt,"3-chōme-9-4 Kamisaginomiya, Nakano City, Tokyo 165-0031, Japan"
35.66339,139.68741,9264.0,Entire home apt,"Japan, 〒151-0063 Tokyo, Shibuya City, Tomigaya, 2-chōme−14−６ 伸和ビル"
35.76456,139.67015,7537.0,Private room,"2-chōme-19-8 Kamiitabashi, Itabashi City, Tokyo 174-0076, Japan"
35.73445,139.63139,10091.0,Entire home apt,"Kamisagi Children's Playground, 3-chōme-9 Kamisaginomiya, Nakano City, Tokyo 165-0031, Japan"
35.73588,139.63159,10091.0,Entire home apt,"1-chōme-47-1 Nukui, Nerima City, Tokyo 176-0021, Japan"
35.76288,139.66803,7880.0,Private room,"1 Chome-40 Nishiki, Nerima City, Tokyo 179-0082, Japan"
35.76455,139.66829,8251.0,Private room,"1-chōme-21-3 Kitamachi, Nerima City, Tokyo 179-0081, Japan"
35.69346,139.70823,10000.0,Entire home apt,"5-chōme-10-14 Shinjuku, Shinjuku City, Tokyo 160-0022, Japan"
35.68804,139.72024,23168.0,Entire home apt,"3-chōme-9 Yotsuya, Shinjuku City, Tokyo 160-0004, Japan"
35.70055,139.60022,10688.0,Entire home apt,"Japan, 〒167-0053 Tokyo, Suginami City, Nishiogiminami, 2-chōme−17−１４ スティーブズ"
35.70208,139.84227,4300.0,Entire home apt,"3-chōme-3-1 Hirai, Edogawa City, Tokyo 132-0035, Japan"
35.65681,139.75271,25000.0,Entire home apt,"2-chōme-3-7 Shibakōen, Minato City, Tokyo 105-0011, Japan"
35.70459,139.63712,11000.0,Entire home apt,"2-chōme-16-2 Asagayaminami, Suginami City, Tokyo 166-0004, Japan"
35.70656,139.63583,9500.0,Entire home apt,"Japan, 〒166-0001 Tokyo, Suginami City, Asagayakita, 2-chōme−15−１８ 第一横川ビル1階"
35.70522,139.65431,7800.0,Entire home apt,"4-chōme-40-2 Kōenjiminami, Suginami City, Tokyo 166-0003, Japan"
35.73334,139.70837,28000.0,Entire home apt,"2-chōme-39-5 Ikebukuro, Toshima City, Tokyo 171-0014, Japan"
35.7359,139.63151,10091.0,Entire home apt,"Japan, 〒176-0021 Tokyo, Nerima City, Nukui, 1-chōme−47−９ フラットかなえ"
35.72358,139.85843,25000.0,Entire home apt,"5-chōme-21-7 Higashishinkoiwa, Katsushika City, Tokyo 124-0023, Japan"
35.7348,139.63141,10091.0,Entire home apt,"Japan, 〒135-0011 Tokyo, Koto City, Ōgibashi, 2-chōme−4−４ Y2ビル"
35.68288,139.81552,2873.0,Shared room,"Japan, 〒165-0031 Tokyo, Nakano City, Kamisaginomiya, 3-chōme−9−１９ 中野区立かみさぎ児童館"
35.70035,139.6967,16429.0,Entire home apt,"205 1-chōme-21-8 Hyakuninchō, Shinjuku City, Tokyo 169-0073, Japan"
35.65612,139.73437,24214.0,Entire home apt,"2-chōme-4-15 Azabujūban, Minato City, Tokyo 106-0045, Japan"
35.66432,139.65839,9500.0,Private room,"Japan, 〒156-0042 Tokyo, Setagaya City, Hanegi, 1-chōme−21−１８ カレッジスクエア東松原"
35.55741,139.45917,10000.0,Entire home apt,"Japan, 〒135-0011 Tokyo, Koto City, Ōgibashi, 2-chōme−4−４ Y2ビル"
35.68288,139.81552,2828.0,Shared room,"1-chōme-1-26 Tamagawagakuen, Machida, Tokyo 194-0041, Japan"
35.56976,139.69158,5000.0,Entire home apt,"Japan, 〒146-0083 Tokyo, Ota City, Chidori, 2-chōme−27−１０ Ｍａｉｓｏｎ ｄｅ ＳＨＵ"
35.66263,139.40793,4429.0,Entire home apt,"Japan, 〒113-0031 Tokyo, Bunkyo City, Nezu, 2-chōme−22−３ ＨｏｐｉショップＳｕｎ＆Ｒａｉｎ"
35.71934,139.76508,5300.0,Private room,"Japan, 〒191-0041 Tokyo, Hino, Minamidaira, 1-chōme−３６−１ ベストライフ日野"
35.70157,139.84156,4700.0,Entire home apt,"3-chōme-1-10 Hirai, Edogawa City, Tokyo 132-0035, Japan"
35.76544,139.44477,15000.0,Entire home apt,"Japan, 〒189-0026 Tokyo, Higashimurayama, Tamakochō, 3-chōme−８−２５"
35.68521,139.39257,6400.0,Entire home apt,"Japan, 〒191-0001 Tokyo, Hino, Sakaemachi, 2-chōme−２８−１７ アムールオオカサ"
35.74408,139.72525,9171.0,Entire home apt,"6-chōme-14-3 Takinogawa, Kita City, Tokyo 114-0023, Japan"
35.70511,139.79276,29829.0,Entire home apt,"3-chōme-21-5 Kuramae, Taito City, Tokyo 111-0051, Japan"
35.56134,139.46284,4980.0,Entire home apt,"7-chōme-1-25 Tamagawagakuen, Machida, Tokyo 194-0041, Japan"
35.68285,139.81551,6107.0,Private room,"Japan, 〒135-0011 Tokyo, Koto City, Ōgibashi, 2-chōme−4−４ Y2ビル"
35.68288,139.81552,5391.0,Private room,"Japan, 〒135-0011 Tokyo, Koto City, Ōgibashi, 2-chōme−4−４ Y2ビル"
35.7646,139.66835,8251.0,Private room,"1-chōme-21-3 Kitamachi, Nerima City, Tokyo 179-0081, Japan"
35.68288,139.81552,1655.0,Shared room,"Japan, 〒135-0011 Tokyo, Koto City, Ōgibashi, 2-chōme−4−４ Y2ビル"
35.76776,139.86466,5213.0,Private room,"4-chōme-8-12 Kanamachi, Katsushika City, Tokyo 125-0042, Japan"
35.68288,139.81552,2650.0,Shared room,"Japan, 〒189-0026 Tokyo, Higashimurayama, Tamakochō, 4-chōme−２６−８"
35.76676,139.44505,28833.0,Entire home apt,"Japan, 〒135-0011 Tokyo, Koto City, Ōgibashi, 2-chōme−4−４ Y2ビル"
35.67394,139.51309,14514.0,Entire home apt,"Japan, 〒183-0004 Tokyo, Fuchu, Momijigaoka, 3-chōme−２０−１０ テコミュ・ユー"
35.75913,139.68681,4929.0,Entire home apt,"2-chōme-2-12 Minamitokiwadai, Itabashi City, Tokyo 174-0072, Japan"
35.68163,139.65261,97800.0,Private room,"4-chōme-17-37 Izumi, Suginami City, Tokyo 168-0063, Japan"
35.75788,139.72151,3500.0,Private room,"2-chōme-5-13 Kamijūjō, Kita City, Tokyo 114-0034, Japan"
35.75786,139.72151,4800.0,Private room,"Japan, 〒114-0034 Tokyo, Kita City, Kamijūjō, 2-chōme−5−９ イートンハウス"
35.70366,139.62997,4200.0,Private room,"3-chōme-17-8 Asagayaminami, Suginami City, Tokyo 166-0004, Japan"
35.71865,139.81069,12857.0,Entire home apt,"6-chōme-18-11 Nishiarai, Adachi City, Tokyo 123-0841, Japan"
35.78152,139.77846,14000.0,Private room,"Japan, 〒131-0033 Tokyo, Sumida City, Mukōjima, 5-chōme−15−１０ バームハイツ隅田公園"
35.73006,139.73093,15071.0,Entire home apt,"1-chōme-51-5 Minamiōtsuka, Toshima City, Tokyo 170-0005, Japan"
35.70028,139.70525,13289.0,Entire home apt,"Japan, 〒169-0072 Tokyo, Shinjuku City, Ōkubo, 1-chōme−7, 日韓マンション"
35.67951,139.64878,19857.0,Entire home apt,"Japan, 〒168-0063 Tokyo, Suginami City, Izumi, 3-chōme−50−３ グリーンパレス"
35.72389,139.70795,25286.0,Entire home apt,"Japan, 〒171-0031 Tokyo, Toshima City, Mejiro, 2-chōme−28−１１ 滝ビル"
35.70015,139.69946,16212.0,Entire home apt,"Japan, 〒169-0073 Tokyo, Shinjuku City, Hyakuninchō, 1-chōme−11−３０ 成田マンション"
35.66106,139.66859,13429.0,Entire home apt,"2-chōme-11-17 Kitazawa, Setagaya City, Tokyo 155-0031, Japan"
35.76111,139.71576,10971.0,Entire home apt,"Japan, 〒114-0034 Tokyo, Kita City, Kamijūjō, 3-chōme−11−２ ドリームハウス２"
35.70309,139.70166,49015.0,Entire home apt,"2-chōme-2-32 Hyakuninchō, Shinjuku City, Tokyo 169-0073, Japan"
35.55057,139.45385,5767.0,Private room,"1426-17 Minamiōya, Machida, Tokyo 194-0031, Japan"
35.68842,139.77816,4924.0,Shared room,"Japan, 〒103-0024 Tokyo, Chuo City, Nihonbashikobunachō, 12−７ 日本橋ＭＭビル"
35.5872,139.48277,3643.0,Private room,"4-chōme-9-28 Nōgaya, Machida, Tokyo 195-0053, Japan"
35.68903,139.77667,5156.0,Shared room,"Japan, 〒103-0023 Tokyo, Chuo City, Nihonbashihonchō, 3-chōme−6−５ スカイコート三越前壱番館"
35.71773,139.74374,4000.0,Private room,"Japan, 〒112-0002 Tokyo, Bunkyo City, Koishikawa, 5-chōme−41−３ 第一増田ビル"
35.68699,139.77643,4582.0,Shared room,"Japan, 〒103-0023 Tokyo, Chuo City, Nihonbashihonchō, 1-chōme−5−９ 日本橋ライフサイエンスビルディング 10 １階"
35.70366,139.62997,4000.0,Private room,"3-chōme-17-8 Asagayaminami, Suginami City, Tokyo 166-0004, Japan"
35.65191,139.66968,9980.0,Private room,"4-chōme-16-9 Daizawa, Setagaya City, Tokyo 155-0032, Japan"
35.72671,139.782,2886.0,Entire home apt,"4 Chome-7 Higashinippori, Arakawa City, Tokyo 116-0014, Japan"
35.61486,139.726,7286.0,Entire home apt,"2-chōme-1-10 Nishishinagawa, Shinagawa City, Tokyo 141-0033, Japan"
35.72672,139.78201,2871.0,Entire home apt,"4 Chome-7 Higashinippori, Arakawa City, Tokyo 116-0014, Japan"
35.7242,139.77766,5000.0,Private room,"2-chōme-13-2 Negishi, Taito City, Tokyo 110-0003, Japan"
35.75915,139.68365,5196.0,Private room,"2-chōme-24-16 Minamitokiwadai, Itabashi City, Tokyo 174-0072, Japan"
35.7155,139.79083,14286.0,Entire home apt,"3-chōme-20-5 Nishiasakusa, Taito City, Tokyo 111-0035, Japan"
35.71818,139.81237,12857.0,Entire home apt,"5-chōme-38-3 Mukōjima, Sumida City, Tokyo 131-0033, Japan"
35.76123,139.68315,5423.0,Private room,"3-chōme-19-2 Tokiwadai, Itabashi City, Tokyo 174-0071, Japan"
35.72576,139.50954,5100.0,Entire home apt,"2-chōme-137 Suzukichō, Kodaira, Tokyo 187-0011, Japan"
35.70366,139.62999,4000.0,Private room,"3-chōme-17-番８号 Asagayaminami, Suginami City, Tokyo 166-0004, Japan"
35.73624,139.63247,10091.0,Entire home apt,"4 Chome-3 Hiroo, Shibuya City, Tokyo 150-0012, Japan"
35.65191,139.7205,35000.0,Entire home apt,"1-chōme-29-22 Nukui, Nerima City, Tokyo 176-0021, Japan"
35.63905,139.43626,9310.0,Private room,"1360-12 Ochikawa, Tama, Tokyo 206-0015, Japan"
35.66913,139.65991,25949.0,Entire home apt,"Japan, 〒156-0041 Tokyo, Setagaya City, Ōhara, 2-chōme−8−７ 水越ハウス"
35.74763107299805,139.70321655273438,10014.0,Entire home apt,"Japan, 〒173-0023 Tokyo, Itabashi City, Ōyamachō, 1−７ 一力寿司"
35.763,139.66878,6000.0,Private room,"1-chōme-7-6 Kitamachi, Nerima City, Tokyo 179-0081, Japan"
35.59621,139.70935,6041.0,Entire home apt,"Japan, 〒143-0027 Tokyo, Ota City, Nakamagome, 2-chōme−16−７ ブルーム馬込"
35.6652,139.71831,13800.0,Entire home apt,"4-chōme-12-10 Minamiaoyama, Minato City, Tokyo 107-0062, Japan"
35.74768829345703,139.70339965820312,9657.0,Entire home apt,"38-10 Ōyamakanaichō, Itabashi City, Tokyo 173-0024, Japan"
35.70365,139.62997,4000.0,Private room,"3-chōme-17-8 Asagayaminami, Suginami City, Tokyo 166-0004, Japan"
35.70944,139.80191,13000.0,Entire home apt,"Japan, 〒130-0001 Tokyo, Sumida City, Azumabashi, 1-chōme−22−１３ 大塚ビル"
35.70365,139.62999,3500.0,Private room,"3-chōme-17-8 Asagayaminami, Suginami City, Tokyo 166-0004, Japan"
35.69142,139.68524,17579.0,Entire home apt,"5-chōme-23-7 Nishishinjuku, Shinjuku City, Tokyo 160-0023, Japan"
35.73541,139.85059,13371.0,Entire home apt,"4-chōme-35-6 Higashitateishi, Katsushika City, Tokyo 124-0013, Japan"
35.59877,139.73915,10091.0,Entire home apt,"2-chōme-24-1 Higashiōi, Shinagawa City, Tokyo 140-0011, Japan"
35.71019,139.64929,4600.0,Shared room,"3-chōme-1-5 Yamatochō, Nakano City, Tokyo 165-0034, Japan"
35.59877,139.73915,13387.0,Entire home apt,"2-chōme-24-1 Higashiōi, Shinagawa City, Tokyo 140-0011, Japan"
35.67692,139.68061,13000.0,Entire home apt,"1-chōme-37-9 Nishihara, Shibuya City, Tokyo 151-0066, Japan"
35.7333,139.85079,12514.0,Entire home apt,"4-chōme-15-9 Higashitateishi, Katsushika City, Tokyo 124-0013, Japan"
35.69144,139.66396,9029.0,Entire home apt,"Japan, 〒171-0022 Tokyo, Toshima City, Minamiikebukuro, 2-chōme−16−１２ 藤井ビル"
35.727,139.71273,23086.0,Entire home apt,"1-chōme-34-5 Wada, Suginami City, Tokyo 166-0012, Japan"
35.64451,139.70892,8071.0,Entire home apt,"2-chōme-8-3 Ebisuminami, Shibuya City, Tokyo 150-0022, Japan"
35.70399,139.59775,14500.0,Entire home apt,"Japan, 〒167-0042 Tokyo, Suginami City, Nishiogikita, 3-chōme−5−６ 三周ハイツ"
35.6772,139.67896,13429.0,Entire home apt,"1-chōme-27-6 Nishihara, Shibuya City, Tokyo 151-0066, Japan"
35.7102,139.64928,9857.0,Private room,"3-chōme-1-5 Yamatochō, Nakano City, Tokyo 165-0034, Japan"
35.69024,139.68741,40000.0,Entire home apt,"4-chōme-13-2 Nishishinjuku, Shinjuku City, Tokyo 160-0023, Japan"
35.6673,139.71916,8000.0,Private room,"4-chōme-1-番6号 Minamiaoyama, Minato City, Tokyo 107-0062, Japan"
35.72517,139.76402,22943.0,Entire home apt,"Japan, 〒141-0033 Tokyo, Shinagawa City, Nishishinagawa, 3-chōme−13−１７ 牛丸コーポ"
35.61533,139.72495,7986.0,Entire home apt,"5-chōme-10-6 Narihira, Sumida City, Tokyo 130-0002, Japan"
35.70806,139.8169,13943.0,Entire home apt,"Japan, 〒113-0022 Tokyo, Bunkyo City, Sendagi, 3-chōme−37−１１ 金吉ビル"
35.74061,139.71046,5767.0,Private room,"Japan, 〒170-0011 Tokyo, Toshima City, Ikebukurohonchō, 2-chōme−10−１ 豊島学院高等学校"
