id,latitude,longitude,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,comments
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,We enjoyed our stay at K  Ns house They met us there at check in and were accomodating with the time The house was spotless which was nice given that the neighbourhood was a bit grittier than we had been used to Still very interesting to see  Good lay out of the house with our 4 year old son
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,離車站大約走路五分鐘左右就到車站附近有許多店家都很方便br房東人也很好很熱情很關心房客只是上下樓梯比較窄所以搬運行李上樓要注意br房東也有送我們蘋果汁很熱情的房東最後一天我們總共有11件行李房東也很讚的幫我們把行李送到青砥車站讓我們剩下不少力氣 
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Apartment was cosy but beautiful Absolutely spotlessly clean and in a great outoftheway area with easy train access and plenty to do locally Bedrooms lovely and stylish although it could do with some curtains in the downstairs bedroom brIts not right in central Tokyo but trust me thats a good thing Access to the city is super quick and easy if you use Google Maps and get a Pasmo card brHosts were exceptional and went above and beyond our expectations It was halfway between an Airbnb and a hotel with fresh towels being brought round every day brMr T even came round on our second day to say hello and give us some delicious apple juice There was also great tea and coffee in the house brThe apartment had both unlimited WiFi with decent speeds and a separate pocket WiFi which you can take around the city with you which is amazing Has a 7GB limit presumably per month We used about 05GB over our four nights brNo train noise inside the apartment whatsoever even though its fairly close to a trackbrNo traffic although the occasional moped going past at various times and single glazing means you can hear passers by although its not problematicbrVending machine right outside with hot and cold coffees so great in the morning if youre the one who got up latebrGreat info provided by the hosts and when Mr T dropped round he gave us a handy map of stuff to do in the local area brOn checkout Mr T turned up and insisted on giving us a lift to the station which was really nice of him brOh it has two toilets which was great and the shower is extremely nice brIf youre looking for a residential area Airbnb then I would absolutely recommended this one It was a really really enjoyable first experience of Japan for us
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Highly recommend this property to all the travelers
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,You will not regret to spend your time in Tokyo and rest in Pine House that will giving you Japanese semi modern style The Host MrT is very humble and very kind He pick up us on station and giving fresh apple juice as welcome drink and give recommendation about food nice place on nearest place arround house I can promise you that you will spend good time if you stay in Pine House 
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,My husband and I thoroughly enjoyed our stay at Pine House   The place was exactly as advertised clean and easy to find thanks to the very thorough directions from the hosts  Hosts were exceedingly gracious and accommodating  We recommend
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Great location  hospitality Would certaiinly book again when next time in Tokyo
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,The town is very quaint Mr T picked us up and dropped us off at the station which really is a help when you have luggage I would 100 stay again Access to Tokyo is easy once you know the station names
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,The Pine House is a great accommodation Very roomy for Japan The location is very close to the train station and local places to eat It is in a very quiet neighborhood which is great for getting a good nights sleep Both rooms are very spacious and it is great to have 2 toilets The only thing that was amiss is the fact that the house internet was not working due to a previous guest that used a illegal download service This cancelled the internet service for the room as the Japanese take illegal downloading very serious It will also cost you a 1000 usd fine I am happy there was also a pocket wifi to use which we did use and everything was fine
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Super clean and incredibly quiet in a neighborhood approx 30 minutes into the center of Tokyo with a close train station Very helpful host
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,If you want to discover Tokyo in couple in family or with friends you are in the right place  The house is perfect with space and perfectly clean Its also decorated in a japanese way which is really nice for us Last but not least the host have offered us a quality of service that Ive never seen in a Air b and B Arigato 
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,The hosts were friendly and accommodatingthey communicated well with us  They offered to pick us up and drop us off and their instructions were very clear and helpful  The neighbourhood was pleasant and very quiet
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Koji y su familia son fantásticos Nos han tratado súper bien hablan castellano se ofrecieron para recogernos y llevarnos a la estación la verdad que nos hemos sentido muy a gusto La casa además esta lo bastante cerca del centro de Tokyo en metro y lo suficientemente lejos como para hacer vida de barrio Una visita de 10
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Pine House is a great little hideaway in the back streets of Tateishi We were chauffeured from Aoto station by Mr T and transported to Pine House The neighbourhood around the station is quiet but well serviced by traditional restaurants and bars and a nice change from the chaos of the tourist spots of Tokyo The house can easily accommodate up to four people and is well serviced and has pretty much everything you need for a night in or a breakfast before heading out There is a terrific supermarket under Aoto station Highly recommended
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,The first of our airbnbs for this apac trip and we were extremely pleased with this selection They set the bar high and some of the others we stayed at didnt measure up KN were super fantastic hosts
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Highly recommended非常推荐br每天都会更换洗澡的浴巾并帮忙扔掉垃圾而且这个区域很安全我们忘记锁门也没有遗失物品br如果有需要房东先生会在check out的那天送到青砥站很热心也很耐心
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,K  Ns place is awesome Highly recommended as it is very close to the train station and amenities brThe host cleaned up the place everyday while we were out and warm bed lights were always welcoming us when we come back at night It is truly a home away from home brAlso the free pick up service  Aoto Station has made our trip to and from the airport much easier brThank you so much for the thoughfulness Will certainly come back in our future visit to Tokyo
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,This was the perfect place for our family of four Mr T met us at the train station and drove us to the apartment which was so wonderful after the long flight The apartment is in a safe lovely neighborhood that is right near the river I enjoyed running on the river walk and doing yoga in the park in the mornings It is only a 35 min walk from the train station It was easy to get around brThere are 4 beds Two bedrooms Very comfortable and plenty of room Two great bathrooms and one shower All modern and sparkling I also appreciated the washer and dryer They worked even faster than the US machines which is not a surprise as all technology here is just simply better brThe kitchen has everything you need It was stocked with tea and coffee And KN brought nice gifts both when we arrived and when we left brI would definitely recommend
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,An outstanding place to stay Starting off with arriving at the station to avoid any transfers the host offered us a ride from the local train station to the Airbnb where we were personally checkedin We loved meeting our hosts and Mr T who were all very friendly and helpful throughout our stay which included exchanging towels taking out our garbage and addressing any of our concerns They provided very clear instructions directions and local recommendations that our family enjoyed during our visit A very clean house with a traditional feel and the neighborhood was very quiet The location was also conveniently nearby convenience stores and the train station less than a 5 min walk To Tokyo Ginza Tsukiji Market and Tokyo DisneylandSea the train ride was about or within 45 minutes as many lines brought us directly to our locations Great service location and place we hope to visit Tokyo and stay here again
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Nice little home The cleanliness was second to none Located in a quiet neighborhood and a conveniently short walk to the metro Mr Ts hospitality made our stay feel welcoming He would show up every day only to drop off fresh towels and make sure the toiletries are stocked and trash bagsrecycling are empty Would stay again and highly recommend this to anyone
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,We stayed a week in K  Ns place and loved it Cozy convenient and peaceful K  N are great hosts who helped with getting us to and from the train station offered helpful suggestions on traveling around Tokyo and were always available for questions We loved staying at the Pine House
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,房间很干净很有日本的味道感谢房东的招待
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Very quiet neighborhood many shops and near stations They clean the house everyday and change the towels Its so refreshing we love coming home to a clean place Id recommend this place to anyone traveling to Tokyo
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,The Tateishi station is very near to the accommodation and there are some nice shops and  restaurants next to the station Very convenient location and very nice place to stay in Tokyo The host will change towels and the dustbin every day Kawano San is very helpful and I felt very warmly welcomed Thank you very much
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Great place away from the main city Stayed here with my wife and two boys Fantastic local tips and very close to the supermarket combini and station
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,We had a great time in Tokyo The place was perfect for 4 people Everything you need for a few days is there and the place was very clean High speed internet in the appartment portable WiFi hotspot to take with you clean up and new towels everyday 5 stars for thatbrThe area has enough food shops and small restaurants but is very quiet at night It is only a few minutes walk to the Kesei Tateishi station which gives access to most areas in Tokyo in 1535 minutes Our host gives great service He picked us up at the Aoto station by car which is accessible by a direct train from Narita airportbrI highly recommended this place for anyone who wants to explore Tokyo
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,We had an amazing stay in Pine House The place was very neat and the service was very well We really appreciated the transfer from and to Aoto Station The location was a bit out of the city but it was a nice experience to stay in a local neighborhood far away from Tokyos craziness And besides that trains run very often so access to the city is not that bad
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,The appartement is just as described Very well equipped the wodden design looks luxurious but still cosy  everything is very clean The surrounding is charming and quiet but still close to lots of sightseeing spots Perfect place to relax after a day in Tokyo
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Very good
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Was a great place to stay while visiting Tokyo It is a 2545 min from most places in the heart of the city but it was nice to come back to a super quiet and real neighborhood  Slept great and very nice place Just a few min walk from the train to go anywhere you needed and lots of restaurants and grocery stores within 5 min walk from the house They picked us up and dropped us off from station with our bags so was super nice and no work
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,We had a great stay The host was lovely and spoke good English Everything was smooth and easy New towels each day The place is nice This is well positioned just next to the station and easy to access We loved this place it is easy to go in and out of centre  We had 4 days so the place was perfect And we loved having our own place and something bigger If you have only one day I would suggest staying more central as you do spend some time travelling into the center It was not an issue for us as it was easy and we found it was nice to discover a real neighbourhood First night we went into a small restaurant and spend the evening laughing with some locals don t get that anywhere else I definitely recommend if you are staying 4 days like us for one day only stay more central
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Mr Landlord a very enthusiastic person came to the station to pick us up and also sent a large bottle of good drinks The only regret is that there is less communication because of language barriers
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Highly recommend this place Very thoughtful host We had a very comfortable stay
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,The house is lovely very clean comfortable great for a family The host Mr T is very helpful and welcoming he communicates straightaway  The house is in a quiet town but with easy access to Tokyo and the airports The town has a lot of great restaurants bars supermarkets and family marts Highly recommended
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,The town has a certain nostalgic touch walking distance to the station market restaurants and SEGA arcade Also walking distance to the waterfront where you can walk around the river The house is comfortable and clean it is being cleaned and towels are changed everyday
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,I cannot recommend or rate KNs place highly enough They were incredible hosts and extremely hospitable throughout our entire trip Mr T picked us up from the train station and presented us with a delicious bottle of apple juice that we consumed instantly The home was cleaned and towels replaced daily The neighborhood is lovely and quaint with lots of restaurants and convenient stores and grocery stores Everything you could possibly need is within a 10 minute walk Central Tokyo is easily a 4560 minute train ride away but it was so nice to come back to a quiet neighborhood after a long and exhausting day in the city Please consider staying here if you want to experience local charm and easy access to the rest of the city
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Excellent professional and efficient hosts Great area  out of the craziness of Tokyo House was clean well looked after and all needs provided for
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Location is a bit out of the city but good value and a nice quiet place to stay Hosts were very accommodating with providing transport to and from the local train stationbrUnit as described and clean and tidy Close to transport and shops
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,This was the most hospitable Airbnb experience Ive ever had The host offered transportation to the Airbnb upon arrival as well as to the station on check out We ended up arriving quite a bit before our check in time but they were so accommodating and allowed us to hang out while they finished cleaning brThe house was spacious and super clean and even though we were only there for a few days the host came by daily to take out trash and change out the used towels Unfortunately we were here during the supertyphoon Hagibis but the host came by the day of in the pouring rain to check all the windows change out towels and bring us extra water brAlthough the location is a little ways outside of the main city it was nice to stay in a quiet neighborhood with the city still being very accessible Would definitely recommend
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Mister T came to pick up and drop off us at the station tins really noce from him We have had an Apple juice it was really good There are two bedrooms you can choose wich one you want a normal bed or a futon The area is really quiet you have a station at 5mins and a supermarket just on feint of the station brReally good place to be when you come in Tokyo
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Pasamos un buen tiempo en Casa de PinobrHay much restaurantes y tiendas cerca de la casabrKN fue muy responsable y servicial desde el momento en que preguntamos sobre la propiedad hasta el momento del check out Todos los días SrKoyi venía a proporcionarnos cosas para nuestro viaje del día Muy facil para viajar al lugar turista con el trenbrLa ayuda que el anfitrión nos proporcionó fue excelentebrKN muchas gracias por su hospitalidad durante nuestra estadía brLo recomiendo bastante y estaría encantado de regresar a la casa de pino
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,the house was cozy and clean Near enough to walk to 3 different train stations and with plenty of night life and dining only minutes away
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,The hosts hospitality is amazing They offered us a pickup and drop off at the station If its your first time in Japan or in Tokyo theyll tell you everything you need to know and where to go The house was immaculate in every detail My husband enjoyed jogging along the river every morning A very quiet neighbourhood Good for family
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Second time staying with them Really incredible host  place got many thing to eat And really easy to access 
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,SÚPER RECOMENDABLE Anfitriones muy cálidos y amables
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,老板热情车站接送进屋当天送了瓶当地的饮料很好喝周边很方便下次还会选择这边入住
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Mr T is very kind to bring a bottle of apple juice as a welcome gift and has offered to drive us to the nearest station upon departure
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,K  Ns place was great for our family of 4 It was close to Sky Tree and has awesome supermarkets and restaurants nearby Its just 5 mins walk to Tateishi station but far enough away not the hear the warning bells from the crossing when trains approach We did find that many of our trains trips to see the attractions we wanted to go to took us the the western side of Toyko so with four people the train fares were around 4000 yen per day which you should factor in Cannot fault the house itself though Perfect hosts and a really nice property
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,An incredible place to stay with a website guide provided that shows the nearby shops food places bars activities train line and many more Better than what I expected
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Absolutely FabulousbrFar beyond expectations and if AirBnB ever have a grade higher than SuperHost it should be with KNbrI will highly recommend KNs apartment They told me there are seven we stayed in Pine and they take such good care of the hospitality quality and happiness of their guests brMobile WiFi device is super useful and its literally only 5mins from Tateishi Station shops and some great local restaurantsbrWe will definitely be booking here for all our future trips to Tokyo
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,房东一家都太好了吧首先房子非常干净舒服东西特别特别齐全甚至有移动WIFI其次房子很大很干净每天有清洁人员更换厨房垃圾桶最后就是房东一家回复信息很及时对人也非常热情送果汁不说第一次见面就确认了我们的行程离开那天很早开车来载我们去车站真的非常感谢去日本很多次也住了很多家民宿了这家是我迄今为止最满意最喜欢的如果是一家人住性价比简直超高
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,The Pine House is a cozy stay with a great location Close enough to main Tokyo but far enough that youre sleeping peacefully  very easy access to public transport The owners are very lovely and accommodating and the train station transfer with our bags were much appreciated The pocket wifi was also a great help  we recommend bringing a portable charger to charge it if youre doing a big day trip so you can use it to help you find your way home All in all my two friends and I had a fantastic stay here and recommend the Pine House to anyone wanting to see what Japan has to offer Thanks again K and N
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,住起來超級舒服的
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Mr T is an amazing host and the Pine House is a beautiful apartment in a wonderful location I would highly recommend staying here if your ever  traveling to the Tokyo area Mr T is very helpful and easy to communicate with
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,駅から近くて定期的に利用させてもらってますbrキッチンが使いやすく料理しやすかったですbr木材の香りがして快適でした
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,I had a great time in Tokyo The place was perfect for what I was wanting  Everything you might need for a comfortable stay  is there and the place was very clean  Highspeed internet in the apartment and a portable WiFi hotspot to take with you when you go out sightseeing the cleanliness and new towels got to give 5 stars for thatbrThe area has a lot of food shops convenience stores and small restaurants and bars but is also very quiet at night   The building is only a few minutes walk to the KeseiTateishi Station which gives access to most areas in Tokyo in 1535 minutes The host gives great personal service He picked me up at Aoto station by car  Aoto Station was accessible by a direct train from Narita airport so there was no need to change trains  That was a big reliefbrI highly recommended this place for anyone looking for a clean comfortable stay in Tokyo
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,The rooms were clean and comfortable and the apartment provided for all of the daily necessities microwave shower washing machine etc I had no trouble finding the place and Koji even picked me up at Aoto station when I arrived and provided me with directions to the local station and then directions from the house to the station It was a very easy neighborhood to navigate I really enjoyed my stay Koji was a gracious host and introduced me to a great local ramen restaurant where I think we had some of the best ramen in my life The area around Tateishi Station has a completely different feel from central Tokyo and I really enjoyed staying in this quiet historical neighborhood It was nice I could get away from the noise of the city and rest after a long day of walking and exploring central Tokyo while still only being four train stops away from Tokyo SkyTree Absolutely recommend
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,Thank you K Family for being such a Super Host   I had a wonderful time during my stay at this apartment it was clean and lovely and perfect for my needs  It was a great homey location as it wasnt so touristy I really  enjoyed the neighborhood Everything is easily accessible food lots of local restaurant around supermarket convenience store and train station Thank You MrK for your quick responses Thank You MrT for being such a great Host for always checking on your guests and for all your recommendation  This apartment is good place for family with ample space for big luggage  I will definitely be back and recommend this place to everyone Thank You once again
1298200,35.73987,139.85176,4.93,4.95,4.96,4.97,4.97,4.75,4.89,The family is extremely helpful generous and friendly They live nearby so are available immediately for any needs that ma arise The house is clean and very cozy Having two toilets is a definite plus  It is in a very quiet neighborhood Its only a few minutes walk to the train station from where it connects well to Asakusa Oshiage Sky Tree and other areas in the northeastern part of Tokyo Highly recommendable
