id,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,kr_comments
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Oshiage Holiday Apartment에서의 숙박은 훌륭했습니다. Yoshimi와 Marek은 우리 4명이 이용하기에는 조금 빡빡할 수 있다고 미리 경고했지만 우리에게 딱 맞는다는 것을 알았습니다. 지금까지 본 아파트 중 가장 효율적인 아파트입니다. 동네는 멋지고 조용하지만 대중교통 이용이 편리하고 아사쿠사 지역에서 도보 거리에 있습니다. 안타깝게도 도쿄 스카이트리는 숙박 기간 동안 아직 개장하지 않았지만 개장하고 나면 이 아파트가 더욱 매력적이 될 것입니다. 모든 것에 감사드립니다.
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,우리는 이곳에서 3박을 묵었습니다 인터넷에 문제가 생겼을 때 요시미가 직접 새 시스템을 구매하여 문제를 해결했습니다. 아파트는 매우 조용하고 기차역과 새 스카이트리 건물도 가깝습니다. 이 선택을 추천합니다. 솔직하게 말하면 3명보다 2명이 더 많은데 저희는 3명이 묵고 괜찮았어요 몬트리올에서 온 Philippe
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,지하철에서 멀지 않은 조용한 동네에 머물기 좋은 숙소 주요 슈퍼마켓을 포함해 도보 거리에 편리한 상점이 많습니다. 필요한 모든 것이 갖춰져 있어 쇼핑하고 음식을 요리할 수 있어서 좋았습니다. 도쿄의 지하철 시스템도 이 장소는 지도를 알아낸 후 모든 것이 기차를 타고 갈 수 있는 거리에 있었기 때문에 훌륭했습니다. 이 곳을 탐색할 수 있을 만큼 운이 좋은 누구에게나 이 장소를 도전적으로 추천하고 싶습니다.
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,대중교통과 비교적 가까운 훌륭한 아파트 아파트는 아름답게 꾸며져 있고 넓습니다. 욕실은 관광으로 하루를 보낸 후 몸을 담글 수 있어 즐거웠고 근처 슈퍼마켓은 놀라운 경험이었습니다. 돌아올 때 꼭 이곳에 다시 묵을 것입니다.
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,내 친구 Kara와 나는 2012년 4월에 Yoshimi와 Mareks 휴가 아파트에 묵었습니다. Google 지도에서 길을 적어두고 여러 사람에게 도움을 요청했지만 아파트를 찾기가 꽤 어려웠습니다. 결국 상점의 누군가가 아파트를 찾을 수 있었습니다. 지도에 표시하고 실제로 그곳까지 걸어가서 어디인지 알 수 있었습니다. 문 열쇠를 찾는 방법에 대한 설명도 구체적이지 않아서 오랫동안 둘러본 후 찾았습니다. 우리는 또한 요시미와 마렉에게 전화를 걸었습니다. 열쇠를 찾을 수 없어 도움이 필요할 경우를 대비해 그들이 우리에게 제공한 전화번호는 우리가 머무는 동안 언제든지 이 전화를 받지 않거나 응답하지 않았습니다. 이 외에도 아파트는 매우 좋았습니다. 깨끗했고 관광 폴더에 명확한 지침이 있었습니다 유용한 정보가 많고 Wi-Fi가 제공됩니다. 스카이 트리와 너무 가까워 키티와 카라를 볼 수 있어서 즐거운 시간을 보냈고 무엇보다도 마음에 들었습니다.
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,요시미 마렉의 숙소에 5일 동안 머물렀는데 모든 것이 완벽하게 진행되었습니다. 숙소는 깨끗했고 필요한 모든 것이 갖춰져 있었습니다. 실제로 호스트를 만난 적은 없지만 이메일로 연락을 주고받았고 ​​잘 작동했습니다. 질문이 있을 때 정말 빨리 답변해 주셨고 열정적이었습니다. 도움을 드리고자 이 숙소를 꼭 추천하고 호스트인 Yoshimi와 Marek을 추천하겠습니다. 감사합니다
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,아파트는 우리가 매우 즐겼던 전형적인 일본 동네에 있습니다. 구글 지도에서 제공하는 오시아게역 B3 출구의 도보 안내를 따르면 쉽게 찾을 수 있었습니다. 열쇠는 설명에 나온 위치에 정확히 있었습니다. 아파트는 매우 깨끗하고 일본식 느낌이 납니다. 다다미 냄새가 좋았습니다. 이불이 생각보다 편했는데 바누아투 게스트하우스의 침대에 익숙해서 그랬을지도 모르겠습니다. 모든 가전제품과 WiFi가 완벽하게 작동했습니다. 호스트를 만나지는 못했지만 모든 것이 갖춰져 있었습니다. 생존 가이드에 우리가 필요로 할 수 있는 정보가 매우 명확하게 정리되어 있습니다. 이 아파트를 적극 추천하며 다음 번 도쿄 방문 시 다시 머물도록 노력하겠습니다.
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,"오시아게에서의 숙박은 훌륭했습니다. 아파트를 찾는 데 많은 어려움이 있었지만 다행히 마렉이 우리에게 전화번호를 남기고 우리를 데리러 오기까지 했습니다. 그 외에도 아파트는 최대 4명에게 필요한 것이었습니다. 이불을 깔고 자는 것이 좋았습니다. 정말 좋은 일이군요 아파트는 깨끗하고 모든 것이 가능합니다 세탁기 건조기 오븐 냉장고 샤워기 비누와 샴푸 에어컨 인터넷그리고 아파트의 위치가 좋은 것 같아요 대도시 도쿄에서는 꽤 멀지만 작은 레스토랑, 역 및 스카이트리에서 몇 미터 거리에 2개의 Lawson이 있는 아파트 근처에서 모든 것을 찾을 수 있습니다. 간단히 말해서 Oshiage Holiday Apartment는 도쿄에서 숙박을 위해 큰 돈을 지불하고 싶지 않은 사람들에게 매우 좋은 선택입니다. 지하철에서 방향을 잡아야 하는데 굴러간다는 것입니다. 이 동네는 늦은 밤에도 매우 안전하므로 최대한 활용할 수 있습니다."
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,"아파트에서 즐거운 시간을 보냈습니다. 넓고 편안하며 원하는 모든 물품이 갖춰져 있습니다. 욕실과 빛이 가득한 거실이 마음에 들었습니다. 아파트는 지하에서 도보로 10분 거리에 있으며, 동네를 둘러보면서 다음 중 한 곳을 발견하게 되었습니다. 모퉁이 돌면 최고의 케이크 가게가 있습니다. 적극 추천합니다"
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,우리 둘은 이 아파트에 머물렀고 아주 즐거운 시간을 보냈습니다. 숙소는 매우 깨끗했고 사랑스러운 전통 스타일의 거실이 있었습니다. 우리 둘이 머물 수 있는 공간이 충분했습니다. 위치 측면에서 우리는 매우 행복했습니다. 스카이 트리 타워는 아파트에서 도보로 단 10분 거리에 있습니다. 교통 연결이 훌륭하고 도시의 탁 트인 전망을 위해 꼭대기까지 여행할 가치가 있습니다. 스카이 트리 단지에 있는 레스토랑과 상점도 훌륭합니다. Yoshimi와 Marek은 항상 내 메시지에 신속하게 응답했지만 우리는 그들을 만나지 못했습니다. 도착 시 읽을 수 있는 자세한 정보 팩이 있어서 잘 작동했습니다. 마지막 날에 마렉을 만났고 그가 정말 친절하다는 것을 알았습니다. 꼭 다시 이곳에 머물고 싶습니다.
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,요시미와 마렉 아파트는 머물기 좋은 멋진 숙소였습니다. 기차역과의 거리가 적당했고 매우 조용한 지역에 자리잡고 있어 현지인들을 확실히 독특한 경험으로 관찰할 수 있습니다. 숙소는 훌륭하고 깨끗했으며 숙박하는 데 필요한 모든 것이 갖춰져 있었습니다. 주 저희는 4명에게 적합하고 아늑합니다. 체크인과 체크아웃은 유연하고 매우 쉬웠습니다.
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,저와 제 가족은 18102410부터 이 오시아게 홀리데이 아파트에 머물렀고 정말 즐거운 시간을 보냈습니다. 이 아파트는 호텔 방에 비해 이동할 수 있는 공간을 제공했습니다. 아파트에 많은 편의 시설이 갖춰져 있어 매우 행복하고 감동했습니다. 세탁기 등 필요한 모든 조리 도구가 갖춰진 주방 아파트는 도쿄의 최신 랜드마크인 스카이트리가 있는 오시아게역까지 도보로 단 9분 거리에 있습니다. 늦은 밤 배고픔을 달래줄 편리한 상점이 많이 있습니다. 도쿄를 여행하며 긴 하루를 보냈습니다. 저희 가족은 호텔 방 대신 이 사랑스러운 아파트를 적극 추천합니다. 이 숙소는 가족 여행이나 신혼 여행의 사랑스러운 커플에게 매우 적합합니다. 호스트는 매우 관대하여 우리가 늦게 체크아웃할 수 있도록 허용했습니다. 자정 출발 비행기가 있었습니다. 그들은 매우 친절하고 협조적이었습니다. 주로 이 아파트를 선택한 올바른 결정 덕분에 우리는 여행을 엄청나게 즐겼습니다. 나와 내 형제가 도쿄를 돌아다니는 동안 엄마와 아빠는 편히 쉬실 수 있었습니다. 모든 것에 대해 진심으로 감사드립니다. 모두 도쿄 오시아게 홀리데이 아파트에 있는 도쿄 목적지 1위로 여행을 가고 싶어하는 모든 친구와 가족들에게 당신의 사랑스러운 아파트를 추천합니다.
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Yoshimi Marek Markowski의 아파트에서의 숙박은 환상적이었습니다. 남편과 저는 2012년 10월에 일주일 동안 그곳에 머물렀습니다. 매우 즐거운 숙박을 위해 필요한 모든 것이 갖춰진 아늑하고 시설이 잘 갖춰진 편안한 아파트였습니다. 저녁에 도착해서 아파트를 이용하기가 어려웠습니다. 가는 방법에 대한 지침에 나와 있는 노란색 건물을 볼 수 없었기 때문에 길을 찾기가 약간 헷갈렸지만 매우 친절한 여성이 우리가 도착했을 때 요시미가 집에 있었기 때문에 찾을 수 없도록 문을 열어주었습니다. 상자 열쇠 상자 열쇠는 옆 창문에 붙어 있는 자물쇠입니다. 우편함이나 작은 사물함을 찾고 있었나 봐요. 요시미 마렉이 우리에게 남겨준 생존 가이드는 완벽했습니다. 아파트 내 가전제품 사용법을 설명해 줬어요. 모든 지침은 일본어로 제공되지만 도쿄에 대한 매우 귀중한 정보도 포함되어 있습니다. 오시아게 지하철역에서 도보로 약 15분 거리에 있으며 아파트 근처에 식료품점과 레스토랑이 거의 없어 더욱 편리했습니다. 요시미 마렉스 아파트를 적극 추천합니다. 도쿄의 훌륭한 숙박 옵션
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,우리 가족은 2012년 11월에 Yoshimi Marek Markowski의 아파트에 7일 동안 머물렀고 그곳에서 즐거운 시간을 보냈습니다. 아파트는 나리타 공항 겐세이 선에서 기차로 단 한 번만 타면 40분 거리에 있는 오시아게 역에서 도보로 1015분 거리에 있습니다. 잘 꾸며져 있고 매우 깨끗하고 꽤 넓습니다. 우리가 가본 다른 일본 숙소와 비교해 보세요. 가전제품은 우리가 필요로 하는 것 이상으로 일본어로 되어 있고 버튼이 너무 많습니다. 하지만 영어로 된 간단한 사용자 가이드가 제공되므로 너무 걱정하지 마세요. 위치는 아파트가 조용한 동네에 있어서 교통 소음이 전혀 들리지 않습니다. 소음 슈퍼마켓까지 도보 거리 백화점 도시락 가게 문에서 도보로 2분 거리에 맛있는 일본식 팬케이크 오코노미야키와 몬자야키를 파는 작은 전통 카페가 있었습니다. 요시미와 마렉은 훌륭한 호스트였습니다. 집에서 편안하게 지낼 수 있게 해준 곳입니다. 이곳을 적극 추천합니다. 아파트이며 다음에 도쿄를 방문할 때 다시 거기에 머물려고 노력할 것입니다
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,"오시아게 홀리데이 아파트에서 즐거운 경험을 했습니다. 집은 아늑하고 편안합니다. 즐거운 숙박을 보장하기 위한 모든 시설이 갖춰져 있습니다. 요시미 마렉은 길을 잃었을 때 매우 도움이 되었고, 세탁기를 작동하는 데 문제가 있을 때 쉽게 접근할 수 있었습니다. 위치는 정말 훌륭했습니다. 스카이트리와 가깝습니다. 나리타 공항은 이동이 매우 쉽습니다. 전반적인 경험이 훌륭합니다. 앞으로도 Oshiage Holiday Apartment에 머물고 싶습니다."
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,"일본 신혼여행의 마지막 여행으로 오시아게 홀리데이 아파트에 묵었습니다. 하루 종일 관광을 마치고 돌아올 수 있는 조용하고 프라이빗한 아파트가 있어서 너무 좋았습니다. 요시미와 마렉은 만나지 못했지만, 숙소와 적응이 원활했고 머무는 동안 메시지에 응답했습니다. 가장 가까운 지하철역은 도보로 약 10분 거리에 있는 신 스카이트리에 있으며 거기에 다양한 레스토랑이 있습니다."
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,"저희 가족은 11월 22일부터 29일까지 아파트에 머물렀습니다. 아파트는 작지만 필요한 모든 것이 갖춰져 있었고 아파트도 매우 깨끗했습니다. 위치도 완벽하여 지하철까지 도보로 10분밖에 걸리지 않았고, 멋진 숙박을 했습니다. 스카이트리 타워는 지하철 바로 옆에 있습니다. 요시미와 마렉은 당신의 아파트에 머물게 해주셔서 감사합니다. 훌륭하고 즐거운 숙박입니다. 당신의 아파트를 친구에게 추천하겠습니다."
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,"우리 가족은 12월 첫째 주에 오시아게 아파트에 머물렀고 첫 일본 여행이었습니다. 밤 늦게 공항에 도착했는데 다행히 오시아게로 가는 막차를 탈 수 있었습니다. 기차역에서 아파트까지 가는 길을 찾는 데 많은 어려움을 겪었습니다. 왜냐하면 Marek이 우리에게 경로에 대해 매우 자세하고 명확하게 설명했고 친절하게 열쇠함 사진을 줬기 때문에 모든 것이 정말 잘 진행됐기 때문입니다. 우리가 처음 아파트에 들어갔을 때 우리는 아파트의 청결도와 크기에 유쾌하게 놀랐습니다. 실제로 꽤 넓기 때문에 머무는 동안 필요한 모든 것이 거기에 있고 아파트는 매우 잘 갖춰져 있습니다. 주인이 준비한 매뉴얼은 우리가 기기를 사용할 때 정말 편리했고, 아파트 내 장비오시아게 아파트는 오시아게 스카이트리 기차역과 인근 스카이트리 타워 및 아사쿠사에서 가깝기 때문에 누구에게나 오시아게 아파트를 적극 추천합니다. 또한 외국인이 실제 일본 가정 생활을 경험할 수 있는 분위기를 제공합니다. 진심으로 감사의 말씀을 전하고 싶습니다. 사랑스러운 아파트를 우리와 공유해준 요시미 마렉 두 사람에게 감사드립니다. Terima kasih Agigato Gonzaimas"
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,가족 휴가를 위한 도쿄에서의 매우 즐거운 숙박이었습니다. 숙박을 위해 아파트를 사용할 수 있도록 허락해 주신 Marek님과 Yoshimi님께 감사드립니다. 아파트는 훌륭하고 괜찮으며 숙박에 필요한 모든 시설이 완비되어 있습니다. 위치는 도쿄 스카이트리에서 도보로 10분 거리에 완벽합니다. 훌륭한 상점이 있는 도시의 새로운 랜드마크 우리가 가장 즐거웠던 것 중 하나는 스카이트리 몰에 있는 슈퍼마켓에서 온갖 종류의 회를 사서 우리 아파트에서 즐기는 것이었습니다. 마렉은 매우 도움이 되었고 우리가 묻는 모든 질문에 신속하게 응답했습니다. 우리는 꼭 이 숙소에 머물 것입니다. 나중에 다시 도쿄를 방문할 기회가 있다면 같은 곳
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,"아파트는 매우 좋은 위치에 있었습니다. 오시아게 역에는 현재 스카이트리와 도쿄 소라마치가 있으며 매우 흥미로운 활동 장소입니다. 상점, 레스토랑이 많고 훌륭한 상자 초밥을 파는 아주 멋진 식료품점이 있습니다. 역까지 도보로 매우 짧고 쉽습니다. 스카이트리가 항상 보이기 때문에 공항에서 아파트까지 가는 것이 매우 쉬웠습니다. 낮에는 아파트에도 매우 멋지고 편안한 조명이 있었습니다. 히터와 기타 편의시설도 매우 좋았습니다. 호스트는 매우 유용한 정보 패킷을 제공하여 도움이 되었습니다. 우리 여행 중"
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,아파트는 설명과 똑같고 깨끗하고 조용하고 오시아게 지하철 역 도쿄 스카이트리와 도쿄 시내의 관광지에 편리하게 갈 수 있었습니다. 저희는 성인 2명과 10대 어린이 2명으로 구성된 가족 4명이고 아파트에 시설이 완비되어 있어 편안했습니다. 우리는 즐거운 시간을 보냈고 필요한 모든 것을 쉽게 찾을 수 있었습니다. 상점은 오시아게 역이나 좋은 푸드 코트와 슈퍼마켓 식료품점이 있는 근처 히키후네에 편리하게 위치해 있습니다.
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,아기와 함께 도쿄에 머물기에 완벽한 장소
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,아파트에 머물면서 행복했습니다. 가족에게 좋았고 모든 것이 집처럼 느껴졌습니다. 꼭 다시 묵을 것입니다
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,우리는 2명이 편안하게 지낼 수 있는 아파트에서 즐거운 시간을 보냈지만 더 많은 사람이 지내기에는 약간 비좁았습니다. 하지만 공간 제약이 일본의 전형적인 현상이라는 점을 인식해야 한다고 생각합니다. 아파트는 AC Wi-Fi 온수 샤워와 요시미에 필요한 모든 편의 시설을 갖춘 현대적입니다. 그리고 마렉은 모든 가전제품 사용에 대한 지침을 남기기 위해 많은 노력을 기울였습니다. 이 동네에는 주거용 작은 상점과 베이커리가 잘 섞여 있고 아사쿠사까지 도보로 갈 수 있는 거리에 있습니다. MRT는 도보로 10분 거리에 있고 나리타까지 연결이 편리합니다. 오시아게에 다시 숙박하는 것을 주저하지 않을 것입니다.
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,"당신이 독립적이거나 모험을 즐기는 여행자이고 에어비앤비 사용자라면 그럴 것이라고 생각합니다. Oshiage Holiday Apartment는 매우 기쁩니다. 우리는 2013년 2월에 아이들과 함께 그곳에 머물렀고 전형적인 도쿄 아파트라고 생각되는 곳을 접할 수 있어서 좋았습니다. 발견한 점은 주방 공간, 침실과 욕실이 얼마나 효율적으로 설정되어 있는지입니다. 다양한 가전제품과 절차를 이해하려면 숙소 매뉴얼을 읽어야 하지만 일단 관리하기가 쉽다는 점입니다. 우리는 또한 작은 거리와 상점이 즐비한 동네도 마음에 들었습니다. 도쿄 스카이트리에서 도보 15분 오후 10시가 지나면 매우 조용하므로 자전거가 지나가거나 동네 경비원이 딸깍거리는 소리를 내는 것 외에는 소음이 별로 들리지 않습니다. 시간을 내어 주변을 산책하면서 명소의 소리와 맛을 감상하세요. 스카이트리 몰의 상점과 레스토랑에 굴복하기 전에 동네의 모습을 살펴보세요."
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,"Marek Yashimis의 숙소는 우리 가족에게 딱 맞았습니다. 그곳에서 일주일 동안 아침부터 밤까지 도쿄를 탐험했기 때문에 그곳에서 많은 시간을 보내지 못했습니다. TV를 한 번도 사용한 적이 없는 것 같지만 우리가 할 때 TV는 정말 좋습니다. 도쿄에 도착했을 때 나리타에서 TCAT까지 리무진 버스를 탔는데 25세 이하 할인 혜택이 있어서 1인당 약 2900엔이었고 TCAT에서 아파트까지 택시를 타면 약 2500엔이 들었습니다. 기차를 타는 것이 아마도 더 쉽고 저렴했을 것입니다. 하지만 짐이 많아서 계단으로 붐비고 오래 걷는 등의 일을 하고 싶지 않았습니다. 불행하게도 택시 운전사가 아파트를 찾을 수 없었습니다. 하지만 우리가 도보로 쉽게 찾을 수 있을 정도로 가까이 데려다 주었습니다. 숙소를 찾는 데 어려움이 없었습니다. 마렉 야시미의 지시에 따라 아파트 열쇠 세면도구 비누 샴푸 커피 차 요리 용품이 친절하게 제공되었습니다. 재활용 규칙이 우리에게 약간 혼란스러웠고 올바르게 처리했으면 좋겠습니다. 주방 공간에 세탁기가 있고 세제가 친절하게 제공되었습니다. 욕실에 빨래를 널고 에어컨을 켜서 옷을 말릴 수 있습니다. 주방이 좋습니다. 냉장고가 있습니다. 냉동고 전자레인지는 사용하지 않았습니다. 토스터 오븐을 사용하지 않았습니다. 스토브를 사용하지 않았습니다. 생선 그릴이 있었습니다. 전기 주전자를 많이 사용했고, 커피메이커는 사용하지 않았습니다. 그리고 예, 냄비와 프라이팬은 물론 접시와 수저도 있습니다. 아파트에서 오시아게스카이트리 역까지 도보로 꽤 쉽게 갈 수 있습니다. 하지만 하루 종일 역에서 아파트로 돌아오는 길은 항상 세 배는 더 길어 보였습니다. 혼란스럽지만 도움이 필요할 때 매표소나 창구에 들러 도움을 요청했습니다. 어느 날 밤 너무 피곤해서 역에서 아파트까지 택시를 탔습니다. 운전자의 GPS가 있어도 길을 조금 잃었습니다. 하지만 우리는 아파트에 무사히 도착했습니다. 우리가 떠난 날 우리 중 한 명이 나머지 가족과 가방을 찾으러 아파트로 가기 위해 택시를 타려고 했습니다. 그러나 택시 기사는 그 골목으로 갈 수 없다고 했습니다. 노란색 건물 옆 길에서 기다릴 거라고 다행히 걸어서는 그렇게 멀지 않았습니다. 저렴한 비용으로 실제 도쿄 아파트에 머물고 싶은 사람에게 이 숙소를 추천합니다. 위치 자체는 다음과 같은 관광지에서 충분히 멀리 떨어져 있습니다. 더 저렴한 레스토랑이나 근처의 테이크아웃 장소와 슈퍼마켓에서 음식을 쉽게 찾을 수 있는 긴자 당신의 사랑스러운 숙소에 머물게 해주셔서 감사합니다. 언젠가 다시 돌아오길 바랍니다"
197677,4.78,4.74,4.92,4.84,4.83,4.53,4.79,"저희는 성인 2명, 어린이 2명의 가족입니다. 오시아게역에서 주인을 뵙고 아파트까지 함께 걸어가는 모습이 매우 즐거웠습니다. 조용하고 편리했습니다."
