id,latitude,longitude,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,comments,kr_comments
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Our stay at the Oshiage Holiday Apartment was excellent  Yoshimi and Marek forewarned us that it may be a little tight for four of us but we found that it fit us just fine  Its the most efficient apartment weve ever seen  The neighborhood is nice and quiet but the transit access is great and it is within walking distance of the Asakusa area  Unfortunately the Tokyo Skytree hadnt opened yet during our stay but once it does that will make this apartment even more appealingThanks for everything,Oshiage Holiday Apartment에서의 숙박은 훌륭했습니다. Yoshimi와 Marek은 우리 4명이 이용하기에는 조금 빡빡할 수 있다고 미리 경고했지만 우리에게 딱 맞는다는 것을 알았습니다. 지금까지 본 아파트 중 가장 효율적인 아파트입니다. 동네는 멋지고 조용하지만 대중교통 이용이 편리하고 아사쿠사 지역에서 도보 거리에 있습니다. 안타깝게도 도쿄 스카이트리는 숙박 기간 동안 아직 개장하지 않았지만 개장하고 나면 이 아파트가 더욱 매력적이 될 것입니다. 모든 것에 감사드립니다.
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,We stay three nights at this place Everything when well When we had a problem with the internet Yoshimi directly buy a new system to fix itThe appartment is very quiet and near a train station as well as the new Skytree buildingI recommand this choice To be honnest it is more for two than three peoples but we stay at three and it was ok tooPhilippe from Montreal,우리는 이곳에서 3박을 묵었습니다 인터넷에 문제가 생겼을 때 요시미가 직접 새 시스템을 구매하여 문제를 해결했습니다. 아파트는 매우 조용하고 기차역과 새 스카이트리 건물도 가깝습니다. 이 선택을 추천합니다. 솔직하게 말하면 3명보다 2명이 더 많은데 저희는 3명이 묵고 괜찮았어요 몬트리올에서 온 Philippe
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Great place to stay  quiet neighborhood and not far from the subway Allot of convenient shops walking distance including a major supermarket   It was great being able to shop and cook our food as the place had everything you need to do so The subway system in Tokyo also made this place great as everything was just a train ride away once you figure out the map I would defiantly recommend this place to anyone who is lucky enough to be browsing this  ,지하철에서 멀지 않은 조용한 동네에 머물기 좋은 숙소 주요 슈퍼마켓을 포함해 도보 거리에 편리한 상점이 많습니다. 필요한 모든 것이 갖춰져 있어 쇼핑하고 음식을 요리할 수 있어서 좋았습니다. 도쿄의 지하철 시스템도 이 장소는 지도를 알아낸 후 모든 것이 기차를 타고 갈 수 있는 거리에 있었기 때문에 훌륭했습니다. 이 곳을 탐색할 수 있을 만큼 운이 좋은 누구에게나 이 장소를 도전적으로 추천하고 싶습니다.
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Great appartment reasonably close to transportation The appartment is beautifully presented and spacious The bathroom was a joy to soak in after a day of sightseeing and the nearby supermarket was an amazing experience When we return will certainly stay here again,대중교통과 비교적 가까운 훌륭한 아파트 아파트는 아름답게 꾸며져 있고 넓습니다. 욕실은 관광으로 하루를 보낸 후 몸을 담글 수 있어 즐거웠고 근처 슈퍼마켓은 놀라운 경험이었습니다. 돌아올 때 꼭 이곳에 다시 묵을 것입니다.
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,My friend Kara and I stayed in Yoshimi and Mareks holiday apartment in April 2012 The apartement was quite difficult to find even though we had written down directions from google maps and asked several people for help In the end someone from a store was able to find the place on a map and actually walked us to it so we knew where it was The instructions about finding the key for the door were also not specific enough so we looked around for a long time before we found them We also called Yoshimi and Marek on the phone number they had provided us with incase we needed assistance because we could not find the key and they did not answer or return this call at any time during our stay Apart from this the apartment was very nice It was clean had clear instructions a tourist folder with lots of useful information and wifi We enjoyed our stay and liked it mostly because it was so close to the Sky Tree which was great to seeKittie and Kara,내 친구 Kara와 나는 2012년 4월에 Yoshimi와 Mareks 휴가 아파트에 묵었습니다. Google 지도에서 길을 적어두고 여러 사람에게 도움을 요청했지만 아파트를 찾기가 꽤 어려웠습니다. 결국 상점의 누군가가 아파트를 찾을 수 있었습니다. 지도에 표시하고 실제로 그곳까지 걸어가서 어디인지 알 수 있었습니다. 문 열쇠를 찾는 방법에 대한 설명도 구체적이지 않아서 오랫동안 둘러본 후 찾았습니다. 우리는 또한 요시미와 마렉에게 전화를 걸었습니다. 열쇠를 찾을 수 없어 도움이 필요할 경우를 대비해 그들이 우리에게 제공한 전화번호는 우리가 머무는 동안 언제든지 이 전화를 받지 않거나 응답하지 않았습니다. 이 외에도 아파트는 매우 좋았습니다. 깨끗했고 관광 폴더에 명확한 지침이 있었습니다 유용한 정보가 많고 Wi-Fi가 제공됩니다. 스카이 트리와 너무 가까워 키티와 카라를 볼 수 있어서 즐거운 시간을 보냈고 무엇보다도 마음에 들었습니다.
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,We stayed at Yoshimi  Mareks place for five days and everything work out perfectly The place was clean and had everything we needed We never actually met our hosts but we had contact over email and that worked fine they answered really quick when we had questions and were keen to help out Would definately recommend this place and Yoshimi and Marek as hosts Thanks,요시미 마렉의 숙소에 5일 동안 머물렀는데 모든 것이 완벽하게 진행되었습니다. 숙소는 깨끗했고 필요한 모든 것이 갖춰져 있었습니다. 실제로 호스트를 만난 적은 없지만 이메일로 연락을 주고받았고 ​​잘 작동했습니다. 질문이 있을 때 정말 빨리 답변해 주셨고 열정적이었습니다. 도움을 드리고자 이 숙소를 꼭 추천하고 호스트인 Yoshimi와 Marek을 추천하겠습니다. 감사합니다
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,The apartment is in a typical japanese neighborhood which we enjoyed greatly It was easy to find by following the walking instructions from Oshiage station  Exit B3 given by google maps The key was exactly where the description said it was The apartment is very clean and feels japanese We enjoyed the smell of the tatami mats The futon was more comfortable than we expected but maybe that was because we were used to the beds in Vanuatu guest houses All the appliances as well as the WiFi worked flawlessly We did not meet our hosts but we had all the information we could possibly need organized very clearly in the survival guide We highly recommend this apartment and will try to stay there again on our next visit to Tokyo,아파트는 우리가 매우 즐겼던 전형적인 일본 동네에 있습니다. 구글 지도에서 제공하는 오시아게역 B3 출구의 도보 안내를 따르면 쉽게 찾을 수 있었습니다. 열쇠는 설명에 나온 위치에 정확히 있었습니다. 아파트는 매우 깨끗하고 일본식 느낌이 납니다. 다다미 냄새가 좋았습니다. 이불이 생각보다 편했는데 바누아투 게스트하우스의 침대에 익숙해서 그랬을지도 모르겠습니다. 모든 가전제품과 WiFi가 완벽하게 작동했습니다. 호스트를 만나지는 못했지만 모든 것이 갖춰져 있었습니다. 생존 가이드에 우리가 필요로 할 수 있는 정보가 매우 명확하게 정리되어 있습니다. 이 아파트를 적극 추천하며 다음 번 도쿄 방문 시 다시 머물도록 노력하겠습니다.
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Notre séjours à Oshiage a été excellent Beaucoup de difficultés pour trouver lappartement mais heureusement Marek nous a laissé son numéro de téléphone et est même venue nous chercherA part ça lappartement est juste ce quil faut pour 4 personnes maximum Dormir sur les futons fut une révélation quel bien fou ça fait Lappartement est propre est tout est mis à disposition machine à laver séchelinge four réfrigérateur douche avec savon et shampoing climatiseur internetDe plus je trouve que lappartement est bien situé ok il est assez éloigné de Tokyo la grande ville mais on trouve de tout à proximité de lappart avec 2 Lawson à quelques mètres des petits resto la gare et son SkyTreeEn bref le Oshiage Holiday Apartment est un très bon choix pour ceux qui ne veulent pas payer une fortune pour se loger à Tokyo  Le truc cest quil faut prendre ses marques dans le métro et ça roule Le quartier est très sûr même tard le soir donc on peut en profiter au maximum,"오시아게에서의 숙박은 훌륭했습니다. 아파트를 찾는 데 많은 어려움이 있었지만 다행히 마렉이 우리에게 전화번호를 남기고 우리를 데리러 오기까지 했습니다. 그 외에도 아파트는 최대 4명에게 필요한 것이었습니다. 이불을 깔고 자는 것이 좋았습니다. 정말 좋은 일이군요 아파트는 깨끗하고 모든 것이 가능합니다 세탁기 건조기 오븐 냉장고 샤워기 비누와 샴푸 에어컨 인터넷그리고 아파트의 위치가 좋은 것 같아요 대도시 도쿄에서는 꽤 멀지만 작은 레스토랑, 역 및 스카이트리에서 몇 미터 거리에 2개의 Lawson이 있는 아파트 근처에서 모든 것을 찾을 수 있습니다. 간단히 말해서 Oshiage Holiday Apartment는 도쿄에서 숙박을 위해 큰 돈을 지불하고 싶지 않은 사람들에게 매우 좋은 선택입니다. 지하철에서 방향을 잡아야 하는데 굴러간다는 것입니다. 이 동네는 늦은 밤에도 매우 안전하므로 최대한 활용할 수 있습니다."
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,We had a great time in the apartment it is spacious comfortable and has all the commodities one could wish for loved the bathroom and the living room filled with lightThe apartment is a ten minute walk from the underground and exploring the neighbourhood led us to find one of the best cake shops just around the corner Highly recommended ,"아파트에서 즐거운 시간을 보냈습니다. 넓고 편안하며 원하는 모든 물품이 갖춰져 있습니다. 욕실과 빛이 가득한 거실이 마음에 들었습니다. 아파트는 지하에서 도보로 10분 거리에 있으며, 동네를 둘러보면서 다음 중 한 곳을 발견하게 되었습니다. 모퉁이 돌면 최고의 케이크 가게가 있습니다. 적극 추천합니다"
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Two of us stayed in this apartment and thoroughly enjoyed our stay  The place was very clean and had a lovely traditionalstyle living room  There was enough room for the two of usLocationwise we were very happy  The Sky Tree tower is just a 10 minute walk from the apartment which is excellent for transport links and well worth taking a trip to the top for panoramic views of the city  The resturants and shops in the Sky Tree complex are excellent too  Yoshimi and Marek were always swift at replying to my messages  While we didnt meet them on arrival there was a detailed info pack for us to read on arrival which worked well  We got to meet Marek on the final day and found him to be really friendlyI would certainly choose to stay here again ,우리 둘은 이 아파트에 머물렀고 아주 즐거운 시간을 보냈습니다. 숙소는 매우 깨끗했고 사랑스러운 전통 스타일의 거실이 있었습니다. 우리 둘이 머물 수 있는 공간이 충분했습니다. 위치 측면에서 우리는 매우 행복했습니다. 스카이 트리 타워는 아파트에서 도보로 단 10분 거리에 있습니다. 교통 연결이 훌륭하고 도시의 탁 트인 전망을 위해 꼭대기까지 여행할 가치가 있습니다. 스카이 트리 단지에 있는 레스토랑과 상점도 훌륭합니다. Yoshimi와 Marek은 항상 내 메시지에 신속하게 응답했지만 우리는 그들을 만나지 못했습니다. 도착 시 읽을 수 있는 자세한 정보 팩이 있어서 잘 작동했습니다. 마지막 날에 마렉을 만났고 그가 정말 친절하다는 것을 알았습니다. 꼭 다시 이곳에 머물고 싶습니다.
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Yoshimi and Marek apartment was a wonderful place to stay The distance from the train station was reasonable and it settles in a very quiet area where we can observe the locals definitely a unique experience Their place were nice and clean and had everything we needed to stay a week We fit 4 people nice and cozy Check in and check out were flexible and very easy ,요시미와 마렉 아파트는 머물기 좋은 멋진 숙소였습니다. 기차역과의 거리가 적당했고 매우 조용한 지역에 자리잡고 있어 현지인들을 확실히 독특한 경험으로 관찰할 수 있습니다. 숙소는 훌륭하고 깨끗했으며 숙박하는 데 필요한 모든 것이 갖춰져 있었습니다. 주 저희는 4명에게 적합하고 아늑합니다. 체크인과 체크아웃은 유연하고 매우 쉬웠습니다.
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Me and my family stayed at this Oshiage Holiday Apartment from 18102410 and we enjoyed our stay tremendously The apartment allowed us space to move around as compared to a hotel room We were extremely happy and impressed with the apartment as it came along with a lot of amenities such as a washing machinea kitchen equipped with all necessary cooking utensils The apartment is just a mere 9 minutes walk to Oshiage Station which houses the newest landmark in Tokyo which is the Skytree There are a lot of convenient shops for your late night hunger pangs after a long day out touring Tokyomy family and I would highly recommend this lovely apartment instead of a hotel room This place is highlySuitable for traveling families or perhaps just a lovely couple on a honeymoon The hosts was very generous to have allowed us to check out late as we had a midnight departure flight They were very friendly and accommodating We enjoyed our trip immensely mainly due to our right decision in choosing this apartmentmom and dad could stay in to rest whilst me and my brother went out to roam TokyoThank you very much for everything We will all definitely recommend your lovely apartment to all our friends and families whom wishes to travel to Tokyo Destination number 1 in Tokyo  Oshiage Holiday Apartment ,저와 제 가족은 18102410부터 이 오시아게 홀리데이 아파트에 머물렀고 정말 즐거운 시간을 보냈습니다. 이 아파트는 호텔 방에 비해 이동할 수 있는 공간을 제공했습니다. 아파트에 많은 편의 시설이 갖춰져 있어 매우 행복하고 감동했습니다. 세탁기 등 필요한 모든 조리 도구가 갖춰진 주방 아파트는 도쿄의 최신 랜드마크인 스카이트리가 있는 오시아게역까지 도보로 단 9분 거리에 있습니다. 늦은 밤 배고픔을 달래줄 편리한 상점이 많이 있습니다. 도쿄를 여행하며 긴 하루를 보냈습니다. 저희 가족은 호텔 방 대신 이 사랑스러운 아파트를 적극 추천합니다. 이 숙소는 가족 여행이나 신혼 여행의 사랑스러운 커플에게 매우 적합합니다. 호스트는 매우 관대하여 우리가 늦게 체크아웃할 수 있도록 허용했습니다. 자정 출발 비행기가 있었습니다. 그들은 매우 친절하고 협조적이었습니다. 주로 이 아파트를 선택한 올바른 결정 덕분에 우리는 여행을 엄청나게 즐겼습니다. 나와 내 형제가 도쿄를 돌아다니는 동안 엄마와 아빠는 편히 쉬실 수 있었습니다. 모든 것에 대해 진심으로 감사드립니다. 모두 도쿄 오시아게 홀리데이 아파트에 있는 도쿄 목적지 1위로 여행을 가고 싶어하는 모든 친구와 가족들에게 당신의 사랑스러운 아파트를 추천합니다.
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Our stay at Yoshimi  Marek Markowskis apartment was fantastic My husband and I stayed there for a week in October 2012It was a cozy very well equiped comfortable appartment that had everything we needed to have a very enjoyable stayWe arrived in the evening which made the appartment hard to find as we couldnt see the yellow building given in instructions on how to get there The directions were a bit confusing but a very nice lady helped us find it Yoshimi was home when we arrived so she opened the door for us as we could not find the box key The box key is a lock attached to the side window I guess we were looking for a mailbox or a small locker so we couldnt find it The survival guide Yoshimi  Marek left for us was flawless It explained how to use the appliances in the apartment which have all instructions in Japanese  but it also included very valuable information about Tokyo The walk from Oshiage subway station is about 15 minutes and there are grocery stores and few restaurants close to the appartment which made it even more convenient We highly recommend Yoshimi  Mareks apartment as a great accommodation option in Tokyo,Yoshimi Marek Markowski의 아파트에서의 숙박은 환상적이었습니다. 남편과 저는 2012년 10월에 일주일 동안 그곳에 머물렀습니다. 매우 즐거운 숙박을 위해 필요한 모든 것이 갖춰진 아늑하고 시설이 잘 갖춰진 편안한 아파트였습니다. 저녁에 도착해서 아파트를 이용하기가 어려웠습니다. 가는 방법에 대한 지침에 나와 있는 노란색 건물을 볼 수 없었기 때문에 길을 찾기가 약간 헷갈렸지만 매우 친절한 여성이 우리가 도착했을 때 요시미가 집에 있었기 때문에 찾을 수 없도록 문을 열어주었습니다. 상자 열쇠 상자 열쇠는 옆 창문에 붙어 있는 자물쇠입니다. 우편함이나 작은 사물함을 찾고 있었나 봐요. 요시미 마렉이 우리에게 남겨준 생존 가이드는 완벽했습니다. 아파트 내 가전제품 사용법을 설명해 줬어요. 모든 지침은 일본어로 제공되지만 도쿄에 대한 매우 귀중한 정보도 포함되어 있습니다. 오시아게 지하철역에서 도보로 약 15분 거리에 있으며 아파트 근처에 식료품점과 레스토랑이 거의 없어 더욱 편리했습니다. 요시미 마렉스 아파트를 적극 추천합니다. 도쿄의 훌륭한 숙박 옵션
197677,35.71707,139.82608,4.78,4.74,4.92,4.84,4.83,4.53,4.79,Our family stayed for 7 days in November 2012 at Yoshimi  Marek Markowskis apartment and enjoyed our time there The apartment is 1015 minutes on foot from Oshiage station which only one train ride of 40 minutes from Narita airport Kensei Line Its well appointed super clean and quite spacey compare to other Japanese accomodations we have been to The appliances are beyond our needs all in japanese and have so many buttons But not too worry as a simple user guide in English was providedAs for the location the apartment is in a quiet neighbourhood cant hear any traffic noise Only walk distance to supermarkets department stores bento shops There was a small traditional cafe 2 minutes on foot from the door selling delicious japanese style pancake okonomiyaki and monjayaki Yoshimi and Marek were marvellous hosts they made our stay comfortable and feel at home We highly recommend this apartment and will try to stay there again on our next visit to Tokyo ,우리 가족은 2012년 11월에 Yoshimi Marek Markowski의 아파트에 7일 동안 머물렀고 그곳에서 즐거운 시간을 보냈습니다. 아파트는 나리타 공항 겐세이 선에서 기차로 단 한 번만 타면 40분 거리에 있는 오시아게 역에서 도보로 1015분 거리에 있습니다. 잘 꾸며져 있고 매우 깨끗하고 꽤 넓습니다. 우리가 가본 다른 일본 숙소와 비교해 보세요. 가전제품은 우리가 필요로 하는 것 이상으로 일본어로 되어 있고 버튼이 너무 많습니다. 하지만 영어로 된 간단한 사용자 가이드가 제공되므로 너무 걱정하지 마세요. 위치는 아파트가 조용한 동네에 있어서 교통 소음이 전혀 들리지 않습니다. 소음 슈퍼마켓까지 도보 거리 백화점 도시락 가게 문에서 도보로 2분 거리에 맛있는 일본식 팬케이크 오코노미야키와 몬자야키를 파는 작은 전통 카페가 있었습니다. 요시미와 마렉은 훌륭한 호스트였습니다. 집에서 편안하게 지낼 수 있게 해준 곳입니다. 이곳을 적극 추천합니다. 아파트이며 다음에 도쿄를 방문할 때 다시 거기에 머물려고 노력할 것입니다
