,district,date,address,content
536,Shinagawa Ku,平成20年8月17日,東京都大田区東海一丁目3-6,"AMB大田ディストリビューションセンター内1階
変死体"
542,Shinagawa Ku,平成23年6月21日,東京都品川区勝島一丁目4-11,自殺
543,Shinagawa Ku,不明,外国外国品川区勝島一丁目9番11号,転落死
544,Shinagawa Ku,不明,東京都品川区八潮５丁目６-３７,"品川八潮パークタウン潮路南第一ハイツ37号棟909号室
特別募集住宅"
545,Shinagawa Ku,夏の夜,東京都品川区八潮五丁目8,男性彼女にフラれ酒をのみエレベーターがある横の窓から飛び降り死亡、ちなみに前に俺は、7階に住んでました、俺がテレビを見てたら何か落ちるのが見えました！下をみたら‥ぐちゃぐちゃな人がいましたトラウマです
551,Shinagawa Ku,不明,東京都品川区東大井一丁目13-12 クレールメゾン品川 12F部屋番不明,告知事項が御座います
552,Shinagawa Ku,不明,東京都品川区東大井一丁目13-12,"206号室 告知事項アリ
売主 ㈱サタスインテグレイト"
554,Shinagawa Ku,2016年3月,東京都品川区勝島一丁目4-20 ブランズシティ品川勝島,16階 告知事項あり(睡眠薬による自殺)
555,Shinagawa Ku,2010年頃,東京都品川区八潮５丁目３-１１,団地13階の外階段から男性飛降り。死亡。
560,Shinagawa Ku,2019年秋,東京都品川区東大井一丁目11-25,"クレストタワー品川シーサイド １３階南向き
中古物件サイトに記載有り

【告知事項】
当該住戸のバルコニー部分より転落事故あり・2019年秋"
565,Shinagawa Ku,平成22年4月26日,東京都品川区北品川二丁目7-23,火災による死亡
566,Shinagawa Ku,令和4年2月18日,東京都品川区北品川二丁目2-15品川荘2階L,死体発見
567,Shinagawa Ku,2018年,東京都品川区東品川一丁目28-11,心理的瑕疵物件
568,Shinagawa Ku,平成23年10月25日,東京都品川区北品川二丁目21-2,人骨発見
569,Shinagawa Ku,不明,東京都品川区東品川一丁目35-10,自殺
570,Shinagawa Ku,2016年8月,東京都品川区北品川二丁目2,腐乱死体発見
572,Koto Ku,平成24年11月12日,東京都品川区東品川二丁目5-6,"天王洲ビュータワー西側
飛び降り自殺"
573,Koto Ku,平成21年12月22日,東京都江東区新木場一丁目18-6 新木場センタービル,敷地内 死体発見
574,Koto Ku,平成20年10月18日,東京都江東区新木場一丁目6-24新木場ファーストリング,業務上過失致死
577,Chiyoda Ku,平成20年10月18日,東京都江東区新木場一丁目6-24新木場ファーストリング,業務上過失致死
590,Chiyoda Ku,2015年,東京都文京区湯島三丁目39-3,スーツ姿のサラリーマン男性が飛び降り自殺。週末のお昼すぎの時間。救急車で運ばれて病院で死亡。
594,Chiyoda Ku,平成30年12月24日,東京都台東区上野六丁目2-6,殺人
595,Chiyoda Ku,平成25年12月3日,東京都台東区上野三丁目28ビル建設現場,ブロック塀の下敷きで死亡
599,Chiyoda Ku,平成24年12月4日,東京都台東区東上野一丁目14タイムズ東上野第27,死体発見
607,Chiyoda Ku,2015年頃,東京都台東区東上野一丁目26-8,仮眠室にて病死
610,Chiyoda Ku,令和4年9月13日,東京都台東区上野三丁目4-2 エスティメゾン秋葉原,"1003号室
告知事項有"
611,Chiyoda Ku,2017年8月,東京都台東区台東四丁目14-1 峰マンション203,孤高死 発見まで二週間以上
614,Chiyoda Ku,令和4年5月14日,東京都台東区上野三丁目4-2 エスティメゾン秋葉原,"202号室
告知事項あり"
617,Chiyoda Ku,平成19年6月10日,東京都台東区上野五丁目13-4ウィンド上野ビル4F,絞殺
619,Chiyoda Ku,2010/5/15,東京都台東区小島二丁目4-5 センチュリハイツ御徒町モダニカ,転落死
620,Chiyoda Ku,平成28年2月27日,東京都台東区台東三丁目33-5藤和シティホームズ御徒町IIIパークサイド202,絞殺
623,Chiyoda Ku,平成24年1月5日,東京都台東区小島二丁目3-4プレールドゥーク新御徒町203,刺殺
624,Chiyoda Ku,平成24年1月5日,東京都台東区Taito3 Chome3-1,Two female students were found stabbed in room of the nearby language school's dormitory.
625,Chiyoda Ku,平成24年7月1～10日の間,東京都台東区台東二丁目17-1 スターハイツ台東402,不自然死
627,Chiyoda Ku,令和4年7月18日,東京都台東区小島二丁目4-5 センチュリハイツ御徒町モダニカ,転落死
632,Chiyoda Ku,2010年1月頃,東京都台東区台東二丁目22-3藤和シティホームズ台東御徒町ウェルブライト,"ニュースとかまで騒ぎにはなりませんでしたが、ここの4〜6階の階の部屋で殺人事件がありました。
暫く臭いがした為見に行った所、窓が開いており調べた後発覚。
部屋に遺体が無かった為犯人が何処かへ捨てたと思われます。
その後、何事も無かったかのように今は人が住んでるとか。"
652,Chiyoda Ku,平成28年3月12日,東京都千代田区神田練塀町2-1,年配のアルバイトが心臓発作で倒れ病院に搬送されるも死亡
654,Chiyoda Ku,令和3年7月2日,東京都千代田区神田佐久間町一丁目27石鍋ビル↓,転落死
662,Chiyoda Ku,平成31年3月,東京都台東区柳橋二丁目21,"プライムメゾン浅草橋
1301号室にて自殺"
663,Chiyoda Ku,2011年,東京都台東区柳橋二丁目19-7,飛び降り自殺
672,Chiyoda Ku,令和3年11月3日,東京都千代田区東神田二丁目8-9,死体発見
675,Chiyoda Ku,平成25年8月25日,東京都中央区日本橋馬喰町一丁目10-11コンフォートホテル東京東日本橋1023,硫化水素自殺
679,Chiyoda Ku,H２６年４月,東京都中央区東日本橋二丁目15-7,飛び降り自殺
684,Chiyoda Ku,令和4年8月20日,東京都中央区日本橋馬喰町二丁目4-7 パークフラッツ日本橋馬喰町,"202号室、1103号室
告知事項有"
685,Chiyoda Ku,2020年1月現在,東京都千代田区東神田三丁目5-13 プレサンスロジェ千代田東神田 1002号室,告知事項あり（不動産情報より）
686,Chiyoda Ku,令和元年7月7日,東京都台東区浅草橋一丁目16-2(ガード下),"転落死 ．
(店舗工事現場)"
689,Chiyoda Ku,平成19年2月17日,東京都千代田区東神田一丁目12-10誠心Ⅱビル301,→死体遺棄→
690,Chiyoda Ku,不明,東京都千代田区東神田三丁目6-6 アイル秋葉原イースト 501号室,告知事項が御座います
694,Chiyoda Ku,2017年以前,東京都中央区日本橋馬喰町一丁目12-2,9階の物件に告知事項あり。室内で自殺。
710,Chiyoda Ku,自殺,東京都中央区日本橋横山町7-15,家賃滞納して追い出された高齢者が自殺死
718,Chiyoda Ku,2017年冬,東京都中央区日本橋室町四丁目6-2菱華ビル,飛び降り
