,district,date,address,content
17,Taito Ku,平成26年12月6日,東京都千代田区神田和泉町一丁目2-24S.E.T神田和泉町ビル解体現場,壁の下敷きで死亡
18,Taito Ku,令和4年10月14日,東京都千代田区神田佐久間町四丁目19 スタイルヒルズ秋葉原,"601号室 角部屋 分譲賃貸
心理的瑕疵あり"
19,Taito Ku,2017年6月7日,東京都台東区浅草橋四丁目14-4,"リブラン今井303号
孤高死"
20,Taito Ku,2017,東京都台東区浅草橋五丁目6-10,集合で住んでいるがたまに階段に霊がいる。
21,Taito Ku,2018年6月下旬,東京都台東区浅草橋五丁目4-4,４０９号室にて生活保護を受けていた男性が衰弱死。
22,Taito Ku,平成28年3月12日,東京都千代田区神田練塀町2-1,年配のアルバイトが心臓発作で倒れ病院に搬送されるも死亡
23,Taito Ku,平成19年10月5日,東京都千代田区神田佐久間町一丁目26-2 第7砂川ビル,屋上より 飛び降り自殺
24,Taito Ku,令和3年7月2日,東京都千代田区神田佐久間町一丁目27石鍋ビル↓,転落死
25,Taito Ku,2015年,東京都文京区湯島三丁目39-3,スーツ姿のサラリーマン男性が飛び降り自殺。週末のお昼すぎの時間。救急車で運ばれて病院で死亡。
26,Taito Ku,2006年,東京都文京区湯島三丁目42-6,パシャ従業員自殺
27,Taito Ku,平成27年12月25日,東京都台東区上野二丁目13-1 萬壽山ビル,女性飛び降り自殺
28,Taito Ku,平成30年12月24日,東京都台東区上野六丁目2-6,殺人
29,Taito Ku,平成25年12月3日,東京都台東区上野三丁目28ビル建設現場,ブロック塀の下敷きで死亡
30,Taito Ku,平成24年1月6日,東京都台東区上野六丁目7スマイルパーキング上野六丁目駐車場,殺人
31,Taito Ku,平成20年12月27日,東京都台東区上野六丁目8-1 カプセルサウナセンチュリー,2階休息コーナー 脳内出血による死亡
32,Taito Ku,平成24年12月4日,東京都台東区東上野一丁目14タイムズ東上野第27,死体発見
33,Taito Ku,平成29年12月27日,東京都台東区上野六丁目2-11,自殺
34,Taito Ku,平成18年1月8日,東京都台東区上野一丁目18-11 山光堂ビル,9階より 飛び降り自殺
35,Taito Ku,平成20年9月12日,東京都台東区上野二丁目11-2SNテトラビル2C,刺殺
36,Taito Ku,令和5年4月28日,東京都文京区湯島三丁目37-1,自殺 風俗女が自殺
37,Taito Ku,平成21年8月30日,東京都台東区池之端二丁目2-9サンクレスト池之端9F↓,転落死
38,Taito Ku,平成23年9月20日,東京都台東区池之端二丁目4-20-202,ガス入りビニール袋を被り自殺
39,Taito Ku,2018年,東京都台東区東京都台東区谷中一丁目 7-7,"２回の座敷牢にて餓死
入居者は精神錯乱または1ヶ月以内の引越し"
40,Taito Ku,平成26年12月20日,東京都文京区根津一丁目1-18グレースマスダ101,死体発見
41,Taito Ku,令和2年10月27日,東京都台東区池之端三丁目3,自殺
42,Taito Ku,平成20年4月3日,東京都台東区上野公園8-36,縊死
43,Taito Ku,平成20年3月2日,東京都台東区上野公園8-43,病死
44,Taito Ku,不明,東京都文京区千駄木二丁目3,10年以上前だけど治療を受けていた暴力団の幹部？が乱入してきた別の暴力団関係者かなにかに殺される事件があった。テレビのニュースでも大きく報道されていた。
45,Taito Ku,平成24年11月21日,東京都文京区千駄木二丁目19-17,高校一年生男子生徒 校庭脇の吹き抜け → 地下３階 転落死
46,Taito Ku,平成27年12月21日,東京都文京区千駄木一丁目8-12,白骨死体
47,Taito Ku,平成19年2月3日,東京都文京区千駄木三丁目10-12,火災による死亡
48,Taito Ku,２０１２年７月１９日過ぎ,東京都文京区千駄木五丁目18-4,高齢女性の病死。腐敗臭により発見。
49,Taito Ku,2021/03/21頃,東京都文京区千駄木三丁目37-17 705号室,孤高死。死後3週間程度
50,Taito Ku,不明,東京都文京区千駄木三丁目37-20,"告知事項あり
プレジール千駄木201"
51,Taito Ku,不明,東京都文京区千駄木三丁目37-3 ソアブール千駄木駅前 2F,共用部分に告知事項が御座います
52,Taito Ku,2005年から2006年春前,東京都文京区千駄木三丁目37-3 ソアブール千駄木駅前,"2005年～2006年春前、早朝に階段から部外者男性が奇声を発しながら飛び降り自殺。
電線に引っかかり首が取れて不忍通りの車道に転がっていた。
駒込警察署の女性警察官が回収していた。"
53,Taito Ku,令和元年7月26日,東京都文京区千駄木二丁目34-8,都の空洞調査でツインパレス前の都道の道路上部に空洞部を確認
54,Taito Ku,平成22年12月31日,東京都文京区千駄木二丁目32-6,40代男性転落死
55,Taito Ku,令和4年6月11日,東京都文京区千駄木三丁目37-17 コスモ千駄木,"7階 東向き3LDK（ LDK13.6帖、洋室6.4帖、洋室5帖、洋室3.4帖） 専有面積64.69㎡ バルコニー面積7.7㎡ 価格6680万円 管理費等17,900円 修繕積立金14,000円
告知事項あり
2022年9月リフォーム・リノベーション実施予定"
56,Taito Ku,時期不明,東京都文京区千駄木三丁目22-11 シャルマン文京千駄木 5階/北向き住戸,心理的瑕疵有
57,Taito Ku,平成25年1月10日,東京都文京区千駄木三丁目12-14,火災による死亡
58,Taito Ku,2020年８月,東京都文京区千駄木三丁目48-8,飛び降り自殺？いずれにしても転落死。
59,Taito Ku,平成30年5月2日,東京都文京区千駄木三丁目44-9,部屋番号不明。ブルーシートにくるまれたご遺体が運び出され覆面パトカー？に乗せられてました。
60,Taito Ku,2014年くらい,東京都文京区千駄木三丁目48-8,何号室か忘れましたが、何年前かの賃貸募集で心理的瑕疵有り、告知事項有りと記載されていた気がします。
61,Taito Ku,平成29年2月25日,東京都荒川区西日暮里二丁目17-5,飛び降り
62,Taito Ku,平成29年2月9日,東京都荒川区西日暮里二丁目19-2,警官パワハラ受け自殺
63,Taito Ku,令和元年9月10日,東京都荒川区東日暮里五丁目45-10能美ビル402,火災による死亡
64,Taito Ku,2015/7/21,東京都台東区根岸二丁目21-5,第一水幸ビル202号室、70代男性ごみ部屋で、死後約一週間、死体に蛆が涌いていた。
65,Taito Ku,2020年1月現在,東京都荒川区東日暮里五丁目11-4 富田ビル401,告知事項あり（不動産情報より）
66,Taito Ku,2021/8月時点,東京都荒川区東日暮里五丁目7-3,Feeth001 7階 告知事項あり（賃貸不動産情報より）
67,Taito Ku,2001年頃,東京都荒川区東日暮里五丁目13-4,屋上へ侵入し飛び降り自殺
68,Taito Ku,平成29年2月10日,東京都台東区根岸二丁目20-5,首吊り
69,Taito Ku,平成27年5月11日,東京都荒川区東日暮里四丁目13-5,1F店舗の経営者が建物上層階から投身自殺
70,Taito Ku,令和4年10月21日,東京都荒川区東日暮里四丁目13-15 マンチェスター2,"605号室
告知事項あり"
71,Taito Ku,2020年,東京都荒川区東日暮里二丁目33-6,マリオン鶯谷2、8階住人孤高死
72,Taito Ku,平成23年11月28日,東京都荒川区東日暮里四丁目32-8,"平成２３年１１月２８日
東日暮里男性会社員刺殺事件"
73,Taito Ku,平成25年11月29日,東京都荒川区東日暮里三丁目9-12 404,練炭自殺
74,Taito Ku,令和2年6月2日,東京都荒川区東日暮里三丁目9-16,非常階段から飛び降り自殺
75,Taito Ku,不明,東京都台東区根岸五丁目8-32,孤独死した独居老人の父親は浴室で自殺
76,Taito Ku,平成26年,東京都荒川区東日暮里二丁目31-7アーヴァンエクセレンス701,死体発見
77,Taito Ku,令和2年11月21日,東京都荒川区東日暮里二丁目49-8,男性飛び降り自殺
78,Taito Ku,---,東京都荒川区東日暮里二丁目8-1,4階 短告知事項あり
79,Taito Ku,令和元年9月13日,東京都荒川区東日暮里二丁目39 ダイカンプラザ 東日暮里,飛び降り自殺
80,Taito Ku,不明,東京都荒川区東日暮里一丁目17-20,孤高死
81,Taito Ku,平成27年10月11日,東京都荒川区東日暮里一丁目17-20,17時過ぎに21号棟の13階から飛び降り男性死亡。年齢は30歳代とみられる。南千住署情報提供
82,Taito Ku,平成20年12月14日,東京都荒川区東日暮里一丁目16-5コーポ・ウィステリア202,殺人
83,Taito Ku,2021年,東京都荒川区東日暮里一丁目21-8メゾングリシン,"2021年1月頃4階通路で若い女性が首吊り自殺。
その二ヶ月後当時の彼氏もショックでその後を追って同じ場所で首吊り自殺。"
84,Taito Ku,平成26年9月28日,東京都荒川区東日暮里一丁目17-21,１２階在住の女性が早朝に、保育園の日庇へ飛び降り、脳挫傷及び、内臓破裂により即死。女性は、うつ病を患っていた。
85,Taito Ku,令和4年8月6日,東京都荒川区東日暮里二丁目2-10 ジーベック東日暮里ノース,"203号室 角部屋 分譲賃貸
告知事項あり"
86,Taito Ku,令和4年10月3日,東京都荒川区東日暮里二丁目25-13 ライオンズマンション東日暮里第2,"8階 角部屋 分譲賃貸
告知事項あり"
87,Taito Ku,不明,東京都荒川区東日暮里一丁目17-21,8階の部屋にて孤高死有
88,Taito Ku,不明,東京都台東区根岸五丁目18-5 ハーモニーレジデンス上野ノースフロント 1103号室,告知事項が御座います
89,Taito Ku,2007年10月,東京都荒川区東日暮里一丁目17-13,"14階の部屋で火災発生。
火災により男性死亡。"
90,Taito Ku,令和4年6月11日,東京都台東区日本堤二丁目39-4 ライオンズクオーレ東京三ノ輪シティゲート,"410号室 角部屋
告知事項有"
91,Taito Ku,平成25年5月8日,東京都台東区竜泉三丁目31-9,死体発見
92,Taito Ku,不明,東京都台東区三ノ輪1丁目17-10,ジュネスM３階305 心理的瑕疵有り
93,Taito Ku,平成21年2月4日,東京都台東区竜泉三丁目29-5,1階風呂場で遺体発見
94,Taito Ku,平成24年12月9日,東京都台東区三ノ輪一丁目15-7,死体発見
95,Taito Ku,2023/1,東京都台東区三ノ輪一丁目1-11,転落死
96,Taito Ku,令和5年7月5日,東京都台東区三ノ輪一丁目25-7,"一室で高齢女性死亡
同じ階から50代女性が飛び降り死亡
娘が母親を殺害した後に自殺したか"
97,Taito Ku,令和5年7月5日,東京都台東区三ノ輪一丁目24-10,"１１Fで親を首絞め殺害
娘は１１Fから飛び降り自殺"
98,Taito Ku,令和4年6月6日,東京都台東区日本堤二丁目39-4 ライオンズクオーレ東京三ノ輪シティゲート,"508号室 分譲賃貸
告知事項あり"
99,Taito Ku,平成22年5月12日,東京都荒川区南千住二丁目23-1 ベッドハウス豊荘,客室内 死体発見
100,Taito Ku,平成30年2月16日,東京都荒川区南千住二丁目33-5都営南千住二丁目アパート5階,火災による死亡
101,Taito Ku,令和元年10月26日,東京都荒川区南千住二丁目20-13,"3階住民が死後５時間後に発見
二階住民より"
102,Taito Ku,2014年頃,東京都台東区日本堤二丁目29-2,駐車場で男性遺体
103,Taito Ku,平成28年7月11日,東京都台東区清川二丁目31-1旅館つむら,死体発見
104,Taito Ku,令和2年7月23日,東京都台東区日本堤一丁目1-11ヴィータローザCQレジデンス南千住3階,保護責任者遺棄致死
105,Taito Ku,2019年,東京都台東区東浅草二丁目19-7,孤高死
106,Taito Ku,平成18年5月6日,東京都台東区日本堤一丁目37-2 長崎屋,23号室 死体発見
107,Taito Ku,平成9年11月29日,東京都台東区日本堤一丁目1-8 太陽荘,205号室 65歳位男性、病死
108,Taito Ku,平成23年3月28日,東京都台東区清川二丁目29-2ニュータムラヤ,死体発見
109,Taito Ku,平成22年8月8日,東京都台東区清川二丁目29-10 大林ホテル,29号室 栄養失調症による死亡
110,Taito Ku,平成21年12月28日,東京都台東区清川二丁目31-6パレスハウス2F娯楽室,殺人
111,Taito Ku,平成29年5月21日,東京都台東区清川二丁目16-5ビジネスホテル紅陽,死体発見
112,Taito Ku,平成24年3月20日,東京都墨田区堤通二丁目4-3 都営白鬚アパート3号棟,敷地内 年齢60～70歳位の男性、死体発見
113,Taito Ku,平成20年11月25日,東京都墨田区堤通二丁目4-3都営白鬚東アパート3号棟西側通路,死体発見
114,Taito Ku,平成30年7月2日,東京都墨田区墨田一丁目4-2,20代男性 飛び降り
115,Taito Ku,令和3年2月8日,東京都墨田区墨田一丁目4-3,飛び降り
116,Kodaira Shi,平成29年5月15日,東京都墨田区堤通二丁目3-1,飛び降り
117,Kodaira Shi,令和元年12月29日,東京都東久留米市柳窪二丁目6-4,"ビューハイム武蔵野11F
瑕疵担保免責／告知事項あり"
118,Kodaira Shi,平成30年6月1日,東京都小平市大沼町二丁目45-24,"グレイスA102
自殺"
119,Kodaira Shi,平成25年2月4日,東京都小平市大沼町二丁目831-4,火災による死亡
120,Kodaira Shi,平成23年10月27日,東京都東久留米市柳窪二丁目3-10,絞殺
121,Kodaira Shi,平成28年6月30日,東京都小平市花小金井五丁目17-35,火災による死亡
122,Kodaira Shi,平成19年8月25日,東京都東久留米市前沢四丁目32-5,"こちらは以前シダックス東久留米店でした。
当時、近所で滝山祭りが行われており、そこで知り合ったアベックが
シダックスに来店したが、男の方が女性を刺殺した。
その後、その部屋（たしか２Ｆ）に神棚が設置され、盛塩もされる
異様な空間だったが、その部屋も通常通り開放された。
幽霊の目撃談も数多く聞かれたが、
翌年2008年1月にシダックス東久留米店は閉店した。"
123,Kodaira Shi,平成26年8月,東京都小平市花小金井三丁目,自宅内にて70代の女性が孤高死 １か月後発見
124,Kodaira Shi,時期不明,東京都西東京市芝久保町五丁目10-7 コートサイド西原A 1階/102号室,心理的瑕疵有
125,Kodaira Shi,令和3年9月3日,東京都小平市花小金井一丁目26-24,男性遺体発見
126,Kodaira Shi,平成25年5月22日,東京都小平市花小金井一丁目36,40代男性が、首吊り自殺
127,Kodaira Shi,平成22年10月8日,東京都小平市花小金井二丁目13-8,住民でない中年男性 早朝マンションの階段５階から投身自殺 警察が聞き込みをするが普段電車でうるさい為、住民は誰も音を聞いていない 即死
128,Kodaira Shi,令和4年6月23日,東京都小平市花小金井南町三丁目32-32 グリーンハイム花小金井,"102号室、103号室
告知事項あり"
129,Kodaira Shi,2020年1月現在,東京都西東京市向台町六丁目18-11 グリーンコーポ 103号室,告知事項あり（不動産情報より）
130,Kodaira Shi,平成24年11月25日,東京都小平市御幸町228,死体発見
131,Kodaira Shi,2009年頃,東京都小金井市貫井北町三丁目31,火災による死亡
132,Kodaira Shi,2022年2月25日,東京都小金井市貫井北町三丁目21-14,"不動産屋 物件情報にて
告知事項ありの記載"
133,Kodaira Shi,1970,東京都小金井市貫井北町三丁目24-27,焼身自殺
134,Kodaira Shi,平成25年5月26日,東京都小金井市本町四丁目20-11,側溝内にて縊死
135,Kodaira Shi,令和4年8月26日,東京都小金井市貫井北町三丁目8-6,"賃貸一戸建て
RC2階建 主要採光面：南東向き3SLDK（1階-LDK14帖、和室6帖、2階-洋室7.5帖、洋室7帖、S4帖） 専有面積102.68㎡ 賃料15万円
告知事項有
定期借家（5年）"
136,Kodaira Shi,平成20年7月1日,東京都小平市上水本町四丁目14-2,"204号室
心理的瑕疵物件"
137,Kodaira Shi,平成29年8月17日,東京都小平市上水本町四丁目21-7,飛び降り自殺
138,Kodaira Shi,平成23年2月19日,東京都小平市上水本町五丁目12,火災による死亡
139,Kodaira Shi,不明,東京都国分寺市東恋ケ窪二丁目33-19,"ライオンズマンション国分寺けやき公園3F（部屋番号不明）
告知事項あり物件"
140,Kodaira Shi,令和4年7月25日,東京都国分寺市東恋ケ窪二丁目21-5 恋ヶ窪・壱番館,"113号室
告知事項あり"
141,Kodaira Shi,令和4年9月11日,東京都国分寺市東恋ケ窪四丁目26-3,402号室にて頭痛や耳鳴り、物が勝手に動く、ありえない落ち方をするなど心霊現象あり
142,Kodaira Shi,令和4年5月15日,東京都国分寺市東恋ケ窪五丁目7-21 ユーアイコーポ,"2階 西向きワンルーム 専有面積17.36㎡
告知事項あり
生活保護受給者相談可・高齢者相談可"
143,Kodaira Shi,平成24年1月7日,東京都小平市上水本町一丁目8-11,火災による死亡
144,Kodaira Shi,令和4年5月27日,東京都小平市上水本町一丁目28-7 ブルックリンハウス,"103号室 角部屋
告知事項あり
高齢者相談・二人入居可・事務所使用可・外国籍生活保護等相談可"
145,Kodaira Shi,令和4年5月26日,東京都小平市上水新町三丁目11-4 ホークヒルズ,"2階 南向き1K（洋室6帖、K2.5帖+ロフト3帖） 専有面積16.96㎡
告知事項有り"
146,Kodaira Shi,2018年ごろ,東京都小平市上水本町一丁目16,孤高死の模様
147,Kodaira Shi,2012,東京都立川市若葉町団地25-101,孤高死
148,Kodaira Shi,2010,東京都立川市若葉町団地17-303,孤高死
149,Kodaira Shi,平成25年9月15日,東京都立川市若葉町四丁目19-5レオパレスゴールドレジデンスコニファーガーデン307,殺人・死体遺棄→
150,Kodaira Shi,2013？,東京都立川市若葉町四丁目25-1,"1-308
特別募集住宅"
151,Kodaira Shi,令和3年2月21日,東京都小平市中島町34 4号棟,6階階段から飛び降り
152,Kodaira Shi,平成19年6月11日,東京都小平市中島町四丁目6-19,"都営幸町団地26号棟
男性飛び降り自殺"
153,Kodaira Shi,不明,東京都立川市幸町六丁目34-10,"立川幸町団地11号棟103号室
特別募集住宅"
154,Kodaira Shi,不明,東京都立川市幸町四丁目50-11ＵＲ立川幸町団地23号棟203号室,特別募集住宅
155,Kodaira Shi,不明,東京都立川市幸町六丁目34-10ＵＲ立川幸町団地12号棟203号室,特別募集住宅
156,Kodaira Shi,2017/12/1,東京都小平市中島町1-3 101,孤高死
157,Kodaira Shi,２０１４,東京都東大和市新堀三丁目11-20,２０２号室 心理的瑕疵物件
158,Kodaira Shi,平成20年9月4日,東京都東大和市新堀二丁目1097-37,"吉野荘201号室
高齢男性の遺体
孤高死"
159,Kodaira Shi,約20年前,東京都東大和市新堀二丁目1481-3,火災で住民焼死
160,Kodaira Shi,令和2年8月31日,東京都東大和市新堀二丁目1489-53,老人孤高死
161,Kodaira Shi,令和4年10月23日,東京都東大和市新堀一丁目1432-33,火災による死亡
162,Kodaira Shi,平成30年4月5日,東京都小平市小川東町二丁目3-都営小川東町二丁目アパート3号棟,飛び降り自殺 ．
163,Kodaira Shi,平成26年3月4日,東京都小平市小川東町二丁目3,９階から投身自殺
164,Kodaira Shi,令和5年7月2日,東京都小平市小川東町四丁目3,投身自殺
165,Kodaira Shi,平成23年1月8日,東京都小平市小川東町四丁目3-5UR萩山団地5号棟101,火災による死亡
166,Kodaira Shi,平成24年12月13日,東京都小平市小川東町四丁目3-2,投身自殺
167,Kodaira Shi,2020年,東京都小平市小川東町四丁目1,練炭自殺
168,Kodaira Shi,2005 3/24,東京都小平市小川東町四丁目6-3 ティムヴィレッヂ2 号室不明,"男性が火災によるCO中毒で死亡

ソース：朝日新聞 2005 3/26 朝刊多摩版"
169,Koganei Shi,2005 3/24,東京都小平市小川東町四丁目6-3 ティムヴィレッヂ2 号室不明,"男性が火災によるCO中毒で死亡

ソース：朝日新聞 2005 3/26 朝刊多摩版"
170,Koganei Shi,2021年7月,東京都武蔵野市桜堤三丁目36-10,老人の孤高死
171,Koganei Shi,2021年7月,東京都武蔵野市桜堤三丁目36-13,老人の孤高死
172,Koganei Shi,令和元年6月23日,東京都小金井市梶野町三丁目11-14,火災による死亡
173,Koganei Shi,2022年現在,東京都武蔵野市桜堤二丁目12-1,告知事項あり
174,Koganei Shi,平成30年9月24日,東京都武蔵野市桜堤一丁目8-6,火災による死亡
175,Koganei Shi,平成29年12月18日,東京都武蔵野市桜堤二丁目1-26 URサンヴァリエ桜堤26号棟10階↓,飛び降り自殺
176,Koganei Shi,令和2年12月20日,東京都武蔵野市桜堤一丁目4-16,火災による死亡
177,Koganei Shi,平成20年3月4日,東京都武蔵野市桜堤一丁目2-9URサンヴァリエ桜堤9号棟101,火災による死亡
178,Koganei Shi,平成29年5月25日,東京都武蔵野市境五丁目32-9都営境五丁目アパート9号棟201,火災による死亡
179,Koganei Shi,平成27年10月1日,東京都小金井市東町三丁目17-42,お風呂場で自，殺
180,Koganei Shi,2015年,東京都小金井市東町三丁目6-22,"腐敗した変死体が運び出された。
孤高死した居住男性。"
181,Koganei Shi,2015年頃,東京都武蔵野市境南町四丁目16-18,認知症の老人の孤高死
182,Koganei Shi,令和4年7月17日,東京都武蔵野市境南町四丁目22-4 サンホームズ,"202号室
容認事項有
2019年6月リフォーム済
和室→洋室シャワールーム洗濯機置場新設"
183,Koganei Shi,2018年9月,東京都武蔵野市境南町四丁目21-15アパートメントマコル,孤高死
184,Koganei Shi,2022年６月,東京都武蔵野市境南町五丁目13-34,孤高死
185,Koganei Shi,2018/2/28,東京都武蔵野市境南町五丁目3-28,102号室 死亡 原因不明
186,Koganei Shi,2009年以前,東京都武蔵野市境南町四丁目16-2武蔵野ハイム,"・池の横に生えている木で首吊り
・四階で自殺
どちらも住人の方から聞いた話です。"
187,Koganei Shi,2020年,東京都武蔵野市境南町五丁目6-23,"クレスト武蔵野
2階で男性が孤高死"
188,Koganei Shi,令和4年5月27日,東京都武蔵野市境南町三丁目21-9 ミートハイツ,"201号室 角部屋
告知事項あり"
189,Koganei Shi,2020年,東京都三鷹市井口五丁目3-17,孤高死
190,Koganei Shi,令和2年10月20日,東京都三鷹市井口五丁目3-17,自殺
191,Koganei Shi,2013～14年頃,東京都三鷹市井口三丁目18-34,3階で縊死
192,Koganei Shi,2000年以降,東京都三鷹市大沢三丁目10-20,トリニティホール、二階部室棟にて自殺。
193,Koganei Shi,令和3年2月,東京都三鷹市井口四丁目14-23 コーポ島田,20代男性が病死
194,Koganei Shi,2013年,東京都小金井市東町一丁目10-24,心理的瑕疵
195,Koganei Shi,2009年12月某日,東京都小金井市東町五丁目13-6,105号室 自殺 Twitterに予約投稿で告知 アカウント→ @_guee
196,Koganei Shi,2021以降,東京都小金井市前原町四丁目7-24,変死体あり
197,Koganei Shi,平成23年9月29日,東京都府中市浅間町3-5-63-103,発見日29日、新聞が２０日頃で止まっていた様子。独居の72歳男性が玄関先で仰向けで死亡しているところを発見されている。
198,Koganei Shi,平成28年5月1日,東京都府中市浅間町四丁目2-6-207,遺体発見
199,Koganei Shi,平成26年1月19日,東京都小金井市貫井南町一丁目7-5,火災による死亡
200,Koganei Shi,2014年7月21日以降,東京都小金井市貫井南町五丁目三丁目8-102,"老人男性孤高死 死後１週間から10日後に発見
建物の外壁工事中、工事関係者が強い異臭により管理者に通報"
201,Koganei Shi,2023年3月1~2日,東京都国分寺市東元町一丁目19-31スカイハイツ東元町101号室,病死
202,Koganei Shi,平成30年7月18日,東京都国分寺市東元町一丁目31-17,絞殺
203,Koganei Shi,平成25年5月9日,東京都国分寺市東元町一丁目30-16金子荘1階,火災による死亡
204,Koganei Shi,令和4年5月28日,東京都小金井市貫井南町四丁目26-17 ハイツみどり,"102号室
告知事項あり"
205,Koganei Shi,令和4年8月29日,東京都国分寺市南町一丁目2-13,"賃貸一戸建て
木造2階建 主要採光面：南向き4DK（1階-DK6帖、和室6帖、2階-和室6帖、洋室6帖、洋室5帖） 専有面積69.39㎡ 賃料14万円
告知事項有"
206,Koganei Shi,平成２４年7月ごろ,東京都国分寺市本町二丁目2-15 ビック武蔵野国分寺,"告知事項あり（自死）

◆告知事項について
平成２４年の６月２８日の入金が最後で、
その後の入金確認ができず、
平成２４年８月２日に発見されたそうです。"
207,Koganei Shi,2021,東京都国分寺市南町二丁目1-13 コーポむさしの1F,告知事項あり
208,Koganei Shi,令和4年8月26日,東京都小金井市貫井北町三丁目8-6,"賃貸一戸建て
RC2階建 主要採光面：南東向き3SLDK（1階-LDK14帖、和室6帖、2階-洋室7.5帖、洋室7帖、S4帖） 専有面積102.68㎡ 賃料15万円
告知事項有
定期借家（5年）"
209,Koganei Shi,2009年頃,東京都小金井市貫井北町三丁目31,火災による死亡
210,Koganei Shi,1970,東京都小金井市貫井北町三丁目24-27,焼身自殺
211,Koganei Shi,平成25年5月26日,東京都小金井市本町四丁目20-11,側溝内にて縊死
212,Koganei Shi,平成24年11月25日,東京都小平市御幸町228,死体発見
213,Higashimurayama Shi,2020年1月現在,東京都西東京市向台町六丁目18-11 グリーンコーポ 103号室,告知事項あり（不動産情報より）
214,Higashimurayama Shi,2005,東京都東村山市秋津町五丁目6-2,火事により亡くなる
215,Higashimurayama Shi,平成29年5月4日,東京都東村山市秋津町五丁目6-10,205号室/5月2日に人が頭から倒れた様な大きな物音がし、5月4日に男性の仕事場の人間からの連絡により救急車、警察が入り、鑑識による捜査が行われた。その後部屋に明かりがつく事も人が来る事も無く、5月23日に遺品回収の業者が入った。一人暮らしで未婚の中年男性だった為、親戚がいなかった可能性。
216,Higashimurayama Shi,不明,東京都清瀬市野塩一丁目300,"クリオ秋津壱番館 1階103号室
心理的瑕疵あり"
217,Higashimurayama Shi,不明,東京都清瀬市野塩一丁目172-1キャトルセゾン清瀬411号室,心理的瑕疵物件
218,Higashimurayama Shi,2016年夏,東京都清瀬市野塩一丁目167-1,2階ベランダで孤高死
219,Higashimurayama Shi,2007/3/1,東京都清瀬市野塩五丁目261,火災による死亡 高島良平さん(81)才方から出火。隣接する住宅も全焼しました。この火事で高島さんが全身やけどで死亡しました。
220,Higashimurayama Shi,2022年11-12月,東京都東久留米市下里七丁目5-7,２０２号室または２０３号室内にて孤独死
221,Higashimurayama Shi,不明,東京都東久留米市下里七丁目5-7,"2F 告知事項あり
MAST(株)ティーネットワーク東久留米店のHPより"
222,Higashimurayama Shi,平成30年2月3日,東京都東村山市恩多町一丁目28-53,死体発見
223,Higashimurayama Shi,2005 3/24,東京都小平市小川東町四丁目6-3 ティムヴィレッヂ2 号室不明,"男性が火災によるCO中毒で死亡

ソース：朝日新聞 2005 3/26 朝刊多摩版"
224,Higashimurayama Shi,令和5年7月2日,東京都小平市小川東町四丁目3,投身自殺
225,Higashimurayama Shi,平成23年1月8日,東京都小平市小川東町四丁目3-5UR萩山団地5号棟101,火災による死亡
226,Higashimurayama Shi,平成24年12月13日,東京都小平市小川東町四丁目3-2,投身自殺
227,Higashimurayama Shi,2020年,東京都小平市小川東町四丁目1,練炭自殺
228,Higashimurayama Shi,平成30年4月5日,東京都小平市小川東町二丁目3-都営小川東町二丁目アパート3号棟,飛び降り自殺 ．
229,Higashimurayama Shi,平成26年3月4日,東京都小平市小川東町二丁目3,９階から投身自殺
