,district,address,info,date
72,豊島区,東京都豊島区東池袋四丁目5-1エアライズタワー26階,"早朝、50代の女性が飼い犬を道連れに
26階の自室のベランダから飛び降り自殺。
日之出町公園の向かい側辺り、
ライズシティ池袋1階の店舗の前に、犬と共に落下し死亡。
夫と二人暮らしで、夫婦仲が悪かったのか、
夫の方は、すぐに同じ犬種の犬を飼い、
何喰わぬ顔で毎朝散歩させているらしい。",令和3年9月11日
74,豊島区,東京都豊島区東池袋四丁目32-15,女性の自殺あり,2005年頃？
75,豊島区,東京都豊島区東池袋四丁目27-10,2階 男性 病死,令和2年10月15日
76,豊島区,東京都豊島区東池袋四丁目27-5ライオンズプラザ池袋509,自殺,平成23年
77,豊島区,東京都豊島区東池袋四丁目18-15フラワーハイツ2階,火災による死亡,平成20年12月20日
78,渋谷区,東京都豊島区東池袋四丁目3-3東京計画ビル↓,飛び降り自殺,平成25年7月15日
79,渋谷区,東京都渋谷区神南二丁目2,過労死,不明
81,渋谷区,東京都渋谷区神山町9-17,ミイラ,平成18年4月15日
82,渋谷区,東京都渋谷区神南二丁目2-31,過労死,2014
83,渋谷区,東京都渋谷区神山町1-12,死体損壊・死体遺棄,平成18年12月28日
84,渋谷区,東京都渋谷区神山町2-3 メヌエットオマタ101,病死,2016年4月頃
85,渋谷区,東京都渋谷区神山町6-9,"パークフラッツ渋谷神山町
3階 告知事項有り",---
87,渋谷区,東京都渋谷区神山町10-2パークハビオ渋谷神山町602,自殺,平成24年
89,渋谷区,東京都渋谷区神南二丁目2-1NHK放送センター8Fトイレ,首吊り自殺,平成22年8月11日
90,渋谷区,東京都渋谷区神南一丁目4-17,死体発見,平成22年2月24日
91,港区,東京都渋谷区神南一丁目8-18クオリア神南フラッツ建設現場11階↓,転落死,平成19年8月5日
92,港区,愛知県名古屋市港区港楽一丁目1-10 市営港楽荘1棟 201,事故住宅,不明
93,港区,愛知県名古屋市港区港楽一丁目1-10 市営港楽荘1棟,2名の死体発見,令和4年11月3日
95,世田谷区,東京都世田谷区世田谷三丁目23-20,屋上より女性が飛び降り自殺,平成29年1月18日
96,世田谷区,東京都世田谷区世田谷三丁目11-8,１２階から若いカップル飛び降り（外部）,令和4年7月9日
97,世田谷区,東京都世田谷区世田谷四丁目17-3,男性が自殺,15年ほど前
98,大田区,東京都世田谷区若林四丁目21-11,"母屋隣のアパート（２階部分）で孤高死
強烈な臭いでした",令和３年７月頃
99,大田区,東京都大田区西蒲田八丁目20-11,死体発見,平成27年
100,大田区,東京都大田区蒲田五丁目48-10 ハイライフ蒲田,"10階 角部屋
告知事項あり",令和4年10月16日
101,大田区,東京都大田区蒲田五丁目50-2 スカイコート蒲田ガーデン,"7階 北向き1K（洋室6帖、K2帖） 専有面積21.00㎡
心理的瑕疵有",令和3年11月26日
103,中野区,東京都中野区中野五丁目37-15 201,老人の孤独死,令和4年3月
104,中野区,東京都中野区中野五丁目51-12 ザ・パークハウス中野タワー,共用部より飛び降り自殺,2021年4月
105,中野区,東京都中野区中野五丁目56-15,カウンターバー 店内で経営者首つり自殺,2014
106,中野区,東京都中野区中野五丁目67-7 プラザ中野,屋上から飛び降り自殺,平成30年6月2日
107,中野区,東京都中野区中野五丁目68-5ドン・キホーテ中野駅前店地下1階,エレベータと壁に挟まれ死亡,平成23年11月5日
109,中央区,福岡県福岡市中央区赤坂一丁目10-17しんくみ赤坂ビル5階↓,飛び降り自殺,平成27年11月17日
110,中央区,福岡県福岡市中央区大名二丁目2-8,901注意 制服の警官が何人か入っていった,2019年7月
111,中央区,福岡県福岡市中央区大名二丁目6-11 Fukuoka Growth Next 1階トイレ,刺殺,平成30年6月24日
112,北区,福岡県福岡市中央区大名一丁目14-13 ビジネスホテル「プラザホテルプルミエ」7階,同ホテル7階客室の浴室で、東京都に住む宿泊客の男性（20）が硫化水素による自殺。,平成20年7月30日
113,北区,大阪府堺市北区長曽根町545-1,飛び降り自殺,平成23年5月5日
114,北区,大阪府堺市北区新金岡町5丁1-3病院内,看護士から虐待を受けた老人が死亡,平成21年9月15日
115,葛飾区,大阪府堺市北区新金岡町5丁1-5,"アルティス新金岡
2000年に建築されたマンションですが、2000年〜2005年の間？に飛び降り自殺がありました。

飛び降り自殺",平成29年1月6日
116,葛飾区,東京都葛飾区立石五丁目23-12,告知事項あり,2021/04/26
117,葛飾区,東京都葛飾区立石五丁目9-11,刺殺,平成20年12月26日
118,葛飾区,東京都葛飾区立石五丁目5-24-504,40代男性首吊り,2014年12月
119,葛飾区,東京都葛飾区立石五丁目4-17,告知事項有り,平成30年10月10日
120,葛飾区,東京都葛飾区立石五丁目19-2平成マンション 205,自殺,2015
121,杉並区,東京都葛飾区白鳥一丁目4-3都営白鳥一丁目アパート3号棟402,溺死,平成27年4月9日
122,杉並区,東京都杉並区阿佐谷南三丁目6-20第一赤松荘,独居の老人が孤高死,2016年頃
123,杉並区,東京都杉並区成田東五丁目34-14 住友南阿佐ヶ谷シティハウス,"404号室 角部屋
告知事項有
2022年8月室内スケルトンリフォーム済",令和4年9月9日
124,杉並区,東京都杉並区阿佐谷南三丁目2-11 マナーテラス,"2階 201号室 角部屋 2018年12月21日 告知事項あり
2018年12月室内フルリフォーム システムキッチンや温水洗浄便座、お風呂など水回りの設備は新品です。",平成30年12月21日
125,杉並区,東京都杉並区成田東五丁目42-10 阿佐ケ谷陵雲閣マンション,10階 心理的瑕疵あり,不明
126,杉並区,東京都杉並区成田東四丁目35-18 メゾン中里,1階 心理的瑕疵あり,平成30年11月6日
127,杉並区,東京都杉並区阿佐谷南一丁目12-5,高層階から中庭に飛び降り自殺,2007年ごろ
128,杉並区,東京都杉並区阿佐谷南一丁目9-8 マンションアルファ,"3階 角部屋 東向きワンルーム（洋室6帖） 専有面積16㎡ 賃料5.4万円 管理費等2,000円
容認事項有",令和4年8月6日
129,杉並区,東京都杉並区阿佐谷南一丁目8-8 タウンコート阿佐ヶ谷,"406号室 角部屋
告知事項あり",令和4年6月14日
130,杉並区,東京都杉並区阿佐谷南一丁目14-6 3F,告知事項あり 詳細不明,２０１９年９月２７日
131,杉並区,東京都杉並区阿佐谷南一丁目20-22川染荘101,火災による死亡,平成24年3月22日
132,江東区,東京都杉並区阿佐谷南一丁目20-24,警察の立ち入りにて遺体発見,平成29年12月5日
133,江東区,東京都江東区東陽五丁目29,女性の飛び降り自殺,平成24年6月1日
134,江戸川区,東京都江東区東陽五丁目22-14,死体発見,平成30年8月2日
135,江戸川区,東京都江戸川区中央二丁目9-1,孤高死,平成20年ごろ
136,江戸川区,東京都江戸川区中央一丁目13-16 102,女性が亡くなられていた,令和元年7月12日
138,文京区,東京都文京区本郷一丁目33-3,805室 女性飛び降り自殺。,平成26年10月16日
139,文京区,東京都文京区後楽一丁目3 東京ドームシティ,ジオポリス北側トンネル通路 ペルー人男性、病死,平成20年10月15日
140,文京区,東京都文京区本郷一丁目33-2水道橋グランドホテル523,硫化水素自殺,平成22年3月26日
141,荒川区,東京都文京区本郷一丁目24-4 レジディア文京本郷,"旧名称：アルティス本郷

906号室 角部屋
告知事項有",令和4年7月28日
142,板橋区,東京都荒川区荒川三丁目30-4,火災による死亡,平成21年12月24日
143,板橋区,東京都板橋区板橋三丁目9-14,"グラスコート板橋 部屋番号不明
心理的瑕疵物件",2010年以降
144,板橋区,東京都板橋区板橋三丁目8-12,"ジュエル板橋区役所前7階
心理的瑕疵物件",令和3年2月22日
145,板橋区,東京都板橋区板橋三丁目9-13 野間ビル 4階/402,告知事項あり,2017年
146,板橋区,東京都板橋区仲宿36-10,原因不明の事故,2011
147,板橋区,東京都板橋区板橋三丁目11-3 グリーンパレス,"1階 角部屋 南向き1DK（洋室6帖、DK6.8帖） 専有面積23.8㎡
心理的瑕疵あり（同建物内の別室にて自殺及び自然死の瑕疵あり）",令和4年5月15日
148,板橋区,東京都板橋区仲宿39-1 須田ビル402,心理的瑕疵物件,5年前
149,板橋区,東京都板橋区仲宿43-8 ドミールジュネス 2階/203号室(南西角部屋),心理的瑕疵有,不明
150,品川区,東京都板橋区仲宿58-6 第三トキワコーポ,"https://suumo.jp/chintai/tokyo/sc_itabashi/bc_100039936988/
第三トキワコーポ 2階 部屋番号は不明
告知事項が御座います",2015年
151,品川区,東京都品川区二葉一丁目6-6,"青稜中学校三階から転落
その後死亡",2018年10月
152,品川区,東京都品川区広町二丁目1-19 JR広町アパート4号棟,飛び降り自殺,平成19年4月11日
153,品川区,東京都品川区二葉１丁目１７-１８ メゾン・ド・パナシェ 209,首吊り自殺,24年1月
154,品川区,東京都品川区二葉一丁目12-3,心理的瑕疵,平成30年10月1日
155,千代田区,東京都品川区二葉1丁目13-9 メゾンドアストル 203号室,病死がありました,不明
156,千代田区,東京都千代田区九段南一丁目3-1,飛び降り自殺,2021年05月初旬
157,千代田区,東京都千代田区神田神保町二丁目4-29 松本ビル,敷地内 死体発見,平成19年8月21日
158,千代田区,東京都千代田区神田神保町三丁目11-1 6階,自殺,2011年
159,千代田区,東京都千代田区神田神保町二丁目六丁目11-4,"メゾン・ド・ヴィレ神田神保町406号室
告知事項有り",不明
160,足立区,東京都千代田区神田神保町一丁目10柏水堂ビル4階,火災による死亡,平成21年7月3日
161,足立区,東京都足立区中央本町四丁目6-2 セントラルハイツ 1階,告知事項あり（不動産情報より）,2020年3月現在
162,足立区,東京都足立区中央本町四丁目6-2 セントラルハイツ,"102号室
告知事項有",令和4年5月10日
163,目黒区,東京都足立区中央本町一丁目18-12,604号室から女性が犬を抱き飛び降り。,2011年頃
164,目黒区,東京都目黒区上目黒二丁目37-12,3階。孤高死,2022/3
165,目黒区,東京都目黒区上目黒二丁目17-20,心理的瑕疵,2012
166,目黒区,東京都目黒区上目黒二丁目16-11,練炭自殺,2010〜2011
167,目黒区,東京都目黒区上目黒二丁目18-2,賃貸物件サイトに病死の部屋がある旨、記載あり,2014年？
168,目黒区,東京都目黒区上目黒二丁目15-4,"訂正して下さり、ありがとうございます。

東京都目黒区上目黒2-15-4 マスダビル 増田隆良 30.10.24.",平成30年10月24日
169,目黒区,東京都目黒区中目黒一丁目10-22中目黒ハイツ15階↓3階,転落死,平成23年10月21日
171,練馬区,東京都練馬区練馬一丁目6-8 ボナール縁,5階 504号室 心理的瑕疵あり,平成30年10月25日
172,練馬区,東京都練馬区練馬一丁目6-15,"サンパレス練馬105号室
告知事項あり",不明
173,練馬区,東京都練馬区練馬三丁目2-5,14階で自殺,平成30年11月29日
174,練馬区,東京都練馬区中村北一丁目11-3 フォーラムイン東京,"504号室、1309号室
告知事項あり",令和4年9月3日
175,府中市,東京都練馬区練馬三丁目2-8ライオンズマンション練馬403,絞殺,平成21年6月16日
176,府中市,東京都府中市宮西町五丁目5-1 アーバンオルム府中402号室,"孤独死。死後数ヶ月で発見。
死臭、蝿。",2022年11月頃
177,府中市,東京都府中市本町二丁目10-20,死体発見,令和2年8月19日
178,府中市,東京都府中市宮西町五丁目3-6,住民の自殺,過去14年の間
179,八王子市,東京都府中市宮西町五丁目6-5,男性の孤高死、病死。,令和3年8月6日
180,八王子市,東京都八王子市元本郷町一丁目22-6 メゾンドセリゼ 101号室,会社経営の30代男性が経営苦を理由に縊死。現在も実父が居住中。,平成29年12月
181,八王子市,東京都八王子市元本郷町二丁目12-4,同棟5階に住む60～70代の女性の腐乱した遺体を発見(死後数週間経過)。夫(67)を死体遺棄容疑で逮捕、「市営住宅元本郷団地」4号棟の外階段踊り場。,平成21年11月12日
182,八王子市,東京都八王子市元本郷町三丁目24-1,首吊り自殺,首吊り自殺
183,国分寺市,東京都八王子市元本郷町四丁目13-2都営元本郷町四丁目アパート2号棟108,刺殺,平成26年6月13日
184,国分寺市,東京都国分寺市戸倉一丁目8-25 プレイスK,"606号室
告知事項あり",令和4年7月30日
186,国分寺市,東京都国分寺市戸倉一丁目5-14,火災によりお亡くなり,30年前
188,町田市,東京都町田市森野二丁目1-4,死亡事故,平成24年10月12日
189,町田市,東京都町田市森野一丁目4-11都営森野住宅11号棟3階,火災による死亡,平成27年12月29日
190,青梅市,東京都町田市森野一丁目3-4,1F 孤高死,2020年3月
191,青梅市,東京都青梅市東青梅二丁目16-12,熱中症により孤高死,2014年か2015年の8月頃
192,青梅市,東京都青梅市東青梅三丁目8-5,告知事項あり。業者は全オーナーが病死と伝えてきたが、正確には前々オーナーが自殺、全オーナーが失踪とのこと。,2018年時点での情報
193,青梅市,東京都青梅市東青梅二丁目一六丁目3-501号室,自殺,平成29年10月8日
194,調布市,東京都青梅市東青梅三丁目12,心理的瑕疵物件,平成２０年頃
195,調布市,東京都調布市小島町二丁目12-1 ＡＬＰＩＮＥ ＣＯＵＲＴ １ 1階,告知事項あり（不動産情報より）,2020年1月現在
196,調布市,東京都調布市小島町二丁目14-26ユマニテ調布103,傷害致死,平成24年9月18日～平成24年9月20日
197,調布市,東京都調布市小島町二丁目19-5,"ファミール小島町2F（部屋番号不明）
心理的瑕疵物件あり",不明
198,調布市,東京都調布市小島町二丁目12,"◆エスター調布B203号室◆
死亡している70代くらいの女性と50代くらいの男性発見。外傷なし。連絡が取れず施錠されていたので、消防がベランダの窓を割って部屋に入り発見。いずれもあおむけの状態で倒れていた。
https://www.tokyo-np.co.jp/article/150176
https://www.sankei.com/article/20211221-JCD34JMV4FJB5KUT54ME6VEQEY/",令和4年1月20日
199,武蔵野市,東京都調布市小島町二丁目12-1 アルパイン・コートⅡ,"201号室 角部屋
告知事項有",令和4年5月27日
200,三鷹市,東京都武蔵野市緑町二丁目6-4 都営武蔵野緑町2丁目第3アパート4号棟,死体発見,平成17年12月28日
201,小金井市,東京都三鷹市下連雀九丁目5-40 アケボノマンション 202号室,告知事項が御座います,不明
202,小金井市,東京都小金井市本町六丁目5-3,シャトー小金井10階 火災で1人死亡,平成15年5月10日
203,小金井市,東京都小金井市前原町三丁目40-1,"11階 61.05㎡
10階 63.47㎡
告知事項あり",不明
204,東村山市,東京都小金井市本町六丁目1-15,"ＩＲＩＥ武蔵野4F407号室
心理的瑕疵物件",不明
205,東村山市,東京都東村山市本町一丁目4-45エミュー久米川,103号室 亡くなって3日ほどたって独居男性発見,平成27年7月29日
206,東村山市,東京都東村山市本町一丁目13-24 ワコーレ東村山,"112号室
告知事項有",令和4年5月27日
207,東村山市,東京都東村山市本町一丁目6-1,孤高死男性発見。知人による発見。,2016年
208,東村山市,東京都東村山市本町一丁目13-24,室内で入居者の方が病死。,昨年
209,東村山市,東京都東村山市栄町三丁目1-28 久米川マンション 5階,告知事項あり（不動産情報より）,2020年2月現在
210,東村山市,東京都東村山市本町一丁目3-21,独居高齢者の不審死（事件と事故双方の可能性）,2021年夏
211,東村山市,東京都東村山市本町四丁目4都営東村山本町アパート9号棟4階東から5番目の部屋,死体発見,令和元年11月29日
212,東村山市,東京都東村山市本町四丁目13−３９ エミネンス,エントランスにて殺人事件あり,不明
213,東村山市,東京都東村山市栄町一丁目25-9,202号室で50～60代の男性が死亡。（令和4年3月3日官報）,令和2年9月上旬
214,多摩市,東京都東村山市栄町一丁目28-1,toirenaidekodokusi sumimasenn ro majinyuuryokumuridesu,平成25年3月13日
215,多摩市,東京都多摩市貝取1493,208号 64.40㎡ 角部屋 告知事項あり,不明
216,国立市,東京都多摩市貝取六丁目10-10,心理的瑕疵,2015年頃
217,国立市,東京都国立市富士見台二丁目31-5,"2階孤高死
発見は早かった",2018年前後
218,国立市,東京都国立市富士見台一丁目6-3,211号室 特別募集住宅,不明
219,国立市,東京都国立市富士見台二丁目8-4,飛び降り,平成27年11月25日
220,国立市,東京都国立市富士見台二丁目9-9,老人男性の孤高死。夫婦で暮らしていたが、妻は認知症のため夫の死に気付かず。,2007年ごろ
221,国立市,東京都国立市富士見台二丁目9-14,病死,平成27年6月14日
222,国立市,東京都国立市富士見台一丁目11-7,孤高死 数週間発見されず腐乱,2010年秋頃
223,国立市,東京都国立市富士見台一丁目10-3,1階 孤高死,2017年夏
224,国立市,東京都国立市富士見台二丁目9-10,老婆の孤高死。死後1カ月程で腐乱がかなり進んだ状態で、異臭による通報で発覚。全ての窓、扉が施錠してあり、警察立会いのもと消防士が窓を壊し侵入。部屋の中から窓と雨戸を開けると、辺り一面に異臭とハエが蔓延。,平成27年9月15日
226,狛江市,東京都狛江市和泉本町一丁目36-3 狛江セントラルハイツ３号棟 8階,"心理的瑕疵有
内装リフォーム済：2018年01月",時期不明
227,狛江市,東京都狛江市岩戸北一丁目12-10,205号室 過労死,平成30年3月25日
228,狛江市,東京都狛江市和泉本町一丁目13-16,遺体発見,平成30年1月28日
229,狛江市,東京都狛江市岩戸北一丁目8-13 スカイハイツI 2階,告知事項あり（不動産情報より）,2020年3月現在
230,狛江市,東京都狛江市一中通り,"部屋番号不明 7階
告知事項あり(前の住人が洗面所で病死されてます)

ホームズ、SUUMOにて掲載中",2022.3.31日現在
231,狛江市,東京都狛江市岩戸北二丁目11-1,703号室告知事項ありでの不動産賃貸募集,2022年3月頃
232,狛江市,東京都狛江市岩戸北二丁目11-1 プレイスガーデン喜多見,"703号室
※告知事項あり【洗面台にて病死】（SUUMOより）",令和4年5月1日
233,西東京市,東京都狛江市岩戸北三丁目5-14,"ライオンズ喜多見ガーデンテラス2階
自殺",2020
234,西東京市,東京都西東京市南町三丁目3-12,男性遺体発見,平成19年2月2日
235,西東京市,東京都西東京市田無町二丁目12-21,"シェア田無
告知事項あり",2018
237,小平市,東京都立川市泉町1156-4,"薬使用後に７階位の踊り場から飛び降り自殺。
１８歳位の男性",８年位前
238,小平市,東京都小平市仲町628-64,奥様が自殺。今は取り壊されている,20年くらい前
239,羽村市,東京都小平市小川町二丁目1356-31みゆき荘2階,死体発見,約2年前
240,羽村市,東京都羽村市緑ヶ丘五丁目1-50,駐車スペース横の部屋で住民男性が首吊り自殺,2005
241,武蔵村山市,東京都羽村市羽中一丁目3-37,告知事項,不明
242,昭島市,東京都武蔵村山市中央一丁目24-3ハウスオブブーケA 1階,死体発見,平成24年
243,福生市,東京都昭島市田中町一丁目34-9,火災による死亡,令和2年9月7日
244,福生市,東京都福生市志茂156-1,通路から駐車場へ男性が飛び下り自殺,2016年
245,新宿区,東京都新宿区歌舞伎町一丁目202,819号室で女性死亡,平成30年5月23日
246,新宿区,東京都新宿区歌舞伎町一丁目202アパホテル新宿歌舞伎町タワー↓,飛び降り自殺,令和3年5月18日
247,新宿区,東京都新宿区西新宿七丁目1813,"告知事項あり
※管理会社に直接確認済み

ハイム大成ビル 403号室
賃料¥78000 管理費¥2000
前入居者が室内で自殺",1年以内
248,新宿区,東京都新宿区西新宿七丁目1713パレステュディオ新宿WEST,１４Ｆから女性が飛び降り自殺,令和元年9月23日
249,新宿区,東京都新宿区西新宿七丁目2231,事故死,2016
250,新宿区,東京都新宿区西新宿一丁目38,病死,令和3年
251,新宿区,東京都新宿区新宿三丁目227指田ビル地下1階,死体発見,平成24年11月5日
252,新宿区,東京都新宿区西新宿七丁目59,20階で飛び降り自殺,不明
253,新宿区,東京都新宿区歌舞伎町二丁目4514,2F 男性死亡 心霊現象あり,平成30年頃
254,新宿区,東京都新宿区歌舞伎町二丁目4514 ホテルボン,客室浴槽内 死体発見,平成24年12月24日
255,新宿区,東京都新宿区西新宿一丁目39,飛び降り自殺,令和4年
256,新宿区,東京都新宿区西新宿七丁目59ファーストリアルタワー31階,飛び降り自殺,2018年
257,新宿区,東京都新宿区西新宿七丁目310山京ビル,飛び降り自殺,平成27年2月20日
258,新宿区,東京都新宿区歌舞伎町一丁目202アパホテル新宿歌舞伎町タワー23階非常階段↓,転落させて殺害,令和3年12月29日
259,新宿区,東京都新宿区西新宿七丁目1610,1Fにて女性自殺,平成19年頃
260,新宿区,東京都新宿区歌舞伎町一丁目145 ハクタカビル,屋上より 飛び降り自殺,平成21年8月20日
261,新宿区,東京都新宿区西新宿七丁目59 ファーストリアルタワー808,首吊り自殺,令和2年2月29日
262,新宿区,東京都新宿区歌舞伎町二丁目441東京都健康プラザハイジアB2F駐車場,死体発見,平成22年3月16日
263,新宿区,東京都新宿区歌舞伎町一丁目275 中台ビル,2階サウナロイヤル 死体発見,平成20年1月5日
264,新宿区,東京都新宿区歌舞伎町二丁目396,1F 首吊り,2010年頃
