,district,date,address,content
96,Akishima Shi,平成22年5月25日,東京都昭島市美堀町五丁目16-10,独身居住者が病死し、遺体で発見された
97,Akishima Shi,平成20年3月24日,東京都昭島市美堀町五丁目3-2エステートサンヒル5-302号室,孤高死(病死)
98,Akishima Shi,平成24年1月9日,東京都昭島市拝島町3927-7東京ロジファクトリー昭島物流センター,エレベーター籠と天井に挟まれ死亡
103,Arakawa Ku,平成22年7月頃,東京都福生市熊川1628-1,独居老人が室内で孤高死
104,Arakawa Ku,2020年1月現在,東京都荒川区南千住八丁目11-1 けやき通り北九番館 2階,告知事項あり（不動産情報より）
105,Arakawa Ku,平成20年1月17日,東京都荒川区南千住八丁目11-8都営南千住八丁目第2アパート8号棟はなみずき通り南5番館103,火災による死亡
107,Arakawa Ku,平成20年11月25日,東京都墨田区堤通二丁目4-3都営白鬚東アパート3号棟西側通路,死体発見
108,Arakawa Ku,平成30年7月2日,東京都墨田区墨田一丁目4-2,20代男性 飛び降り
109,Arakawa Ku,令和3年2月8日,東京都墨田区墨田一丁目4-3,飛び降り
111,Arakawa Ku,平成29年5月15日,東京都墨田区堤通二丁目3-1,飛び降り
113,Arakawa Ku,平成18年9月13日,東京都墨田区東向島四丁目22-3,保護責任者遺棄致死
117,Arakawa Ku,不明,東京都荒川区東日暮里一丁目17-21,8階の部屋にて孤高死有
120,Arakawa Ku,不明,東京都荒川区東日暮里一丁目17-20,孤高死
121,Arakawa Ku,平成27年10月11日,東京都荒川区東日暮里一丁目17-20,17時過ぎに21号棟の13階から飛び降り男性死亡。年齢は30歳代とみられる。南千住署情報提供
124,Arakawa Ku,不明,東京都台東区根岸五丁目8-32,孤独死した独居老人の父親は浴室で自殺
125,Arakawa Ku,平成26年,東京都荒川区東日暮里二丁目31-7アーヴァンエクセレンス701,死体発見
127,Arakawa Ku,平成20年1月5日,東京都荒川区南千住二丁目1-4昌和荘201,火災による死亡
128,Arakawa Ku,令和4年6月11日,東京都台東区日本堤二丁目39-4 ライオンズクオーレ東京三ノ輪シティゲート,"410号室 角部屋
告知事項有"
129,Arakawa Ku,2015年8月頃,東京都台東区竜泉三丁目29-5,古い一軒家で孤高死。現在は建物が壊され更地。
130,Arakawa Ku,20021年,東京都台東区竜泉三丁目38-8,孤高死。
131,Arakawa Ku,平成18年2月4日,東京都台東区竜泉三丁目42-2,火災による死亡
132,Arakawa Ku,平成25年5月8日,東京都台東区竜泉三丁目31-9,死体発見
133,Arakawa Ku,不明,東京都台東区三ノ輪1丁目17-10,ジュネスM３階305 心理的瑕疵有り
134,Arakawa Ku,平成21年2月4日,東京都台東区竜泉三丁目29-5,1階風呂場で遺体発見
135,Arakawa Ku,平成24年12月9日,東京都台東区三ノ輪一丁目15-7,死体発見
137,Arakawa Ku,2023/1,東京都台東区三ノ輪一丁目1-11,転落死
139,Arakawa Ku,令和5年7月5日,東京都台東区三ノ輪一丁目25-7,"一室で高齢女性死亡
同じ階から50代女性が飛び降り死亡
娘が母親を殺害した後に自殺したか"
140,Arakawa Ku,令和5年7月5日,東京都台東区三ノ輪一丁目24-10,"１１Fで親を首絞め殺害
娘は１１Fから飛び降り自殺"
142,Arakawa Ku,令和4年6月6日,東京都台東区日本堤二丁目39-4 ライオンズクオーレ東京三ノ輪シティゲート,"508号室 分譲賃貸
告知事項あり"
144,Arakawa Ku,平成20年12月14日,東京都荒川区東日暮里一丁目16-5コーポ・ウィステリア202,殺人
145,Arakawa Ku,2021年,東京都荒川区東日暮里一丁目21-8メゾングリシン,"2021年1月頃4階通路で若い女性が首吊り自殺。
その二ヶ月後当時の彼氏もショックでその後を追って同じ場所で首吊り自殺。"
146,Arakawa Ku,平成26年9月28日,東京都荒川区東日暮里一丁目17-21,１２階在住の女性が早朝に、保育園の日庇へ飛び降り、脳挫傷及び、内臓破裂により即死。女性は、うつ病を患っていた。
147,Arakawa Ku,令和4年8月6日,東京都荒川区東日暮里二丁目2-10 ジーベック東日暮里ノース,"203号室 角部屋 分譲賃貸
告知事項あり"
148,Arakawa Ku,令和4年10月3日,東京都荒川区東日暮里二丁目25-13 ライオンズマンション東日暮里第2,"8階 角部屋 分譲賃貸
告知事項あり"
149,Arakawa Ku,2007年10月,東京都荒川区東日暮里一丁目17-13,"14階の部屋で火災発生。
火災により男性死亡。"
151,Arakawa Ku,令和4年10月20日,東京都荒川区東日暮里二丁目10-7,第ニコーポ嶋田201
153,Arakawa Ku,令和元年9月13日,東京都荒川区東日暮里二丁目39 ダイカンプラザ 東日暮里,飛び降り自殺
157,Arakawa Ku,---,東京都荒川区東日暮里二丁目8-1,4階 短告知事項あり
160,Arakawa Ku,不明,東京都台東区根岸五丁目18-5 ハーモニーレジデンス上野ノースフロント 1103号室,告知事項が御座います
247,Arakawa Ku,2019年8月ごろ,東京都台東区竜泉二丁目7-7 東京ビューマークス,告知事項あり
251,Arakawa Ku,令和2年11月21日,東京都荒川区東日暮里二丁目49-8,男性飛び降り自殺
252,Arakawa Ku,2020年,東京都荒川区東日暮里二丁目33-6,マリオン鶯谷2、8階住人孤高死
253,Arakawa Ku,平成27年5月11日,東京都荒川区東日暮里四丁目13-5,1F店舗の経営者が建物上層階から投身自殺
254,Arakawa Ku,令和4年10月21日,東京都荒川区東日暮里四丁目13-15 マンチェスター2,"605号室
告知事項あり"
257,Arakawa Ku,平成23年11月28日,東京都荒川区東日暮里四丁目32-8,"平成２３年１１月２８日
東日暮里男性会社員刺殺事件"
259,Arakawa Ku,平成25年11月29日,東京都荒川区東日暮里三丁目9-12 404,練炭自殺
260,Arakawa Ku,令和2年6月2日,東京都荒川区東日暮里三丁目9-16,非常階段から飛び降り自殺
276,Arakawa Ku,---,東京都荒川区東日暮里六丁目17-11,告知事項有り
277,Arakawa Ku,令和元年9月10日,東京都荒川区東日暮里五丁目45-10能美ビル402,火災による死亡
279,Arakawa Ku,2015/7/21,東京都台東区根岸二丁目21-5,第一水幸ビル202号室、70代男性ごみ部屋で、死後約一週間、死体に蛆が涌いていた。
280,Arakawa Ku,2020年1月現在,東京都荒川区東日暮里五丁目11-4 富田ビル401,告知事項あり（不動産情報より）
281,Arakawa Ku,平成20年7月11日,東京都台東区根岸二丁目21-5,水幸ビル101号室、闇金仲間の内輪もめで、代表格の青年が絞殺後頸部を切られ、その後千葉県中央港に遺棄、室内は血しぶきが天井にまで飛び散っていた。隣に住んでいたので、６名の顔は覚えていた、約２か月ほどで全員が捕まり解決、その後この部屋は、人妻デリヘルや気の振れた女に占拠されるなど、ろくでもないことになってしまった。この水幸ビルと隣の第二水幸ビルは大家が一緒だが、近年は大家が痴ほう気味で、不動産屋の言いなりで、両ビルとも、中国・韓国の巣窟と化している。私がいたころは日本人が７割ほどいたのに、因みにこの両物件は曰くつきの事件が多い。殺人や孤高死の情報を隠蔽しまくっている。現在は長女が仕切っているらしい。
282,Arakawa Ku,平成31年2月5日,東京都荒川区東日暮里五丁目23-9 ラ・ミアカーサ,屋上より飛び降り自殺
283,Arakawa Ku,2021/8月時点,東京都荒川区東日暮里五丁目7-3,Feeth001 7階 告知事項あり（賃貸不動産情報より）
284,Arakawa Ku,2001年頃,東京都荒川区東日暮里五丁目13-4,屋上へ侵入し飛び降り自殺
285,Arakawa Ku,平成29年2月10日,東京都台東区根岸二丁目20-5,首吊り
295,Arakawa Ku,平成29年2月9日,東京都荒川区西日暮里二丁目19-2,警官パワハラ受け自殺
300,Arakawa Ku,2012年,東京都荒川区西日暮里二丁目38-6,"アメニティー西日暮里 2階
自殺"
301,Arakawa Ku,詳細不明,東京都荒川区西日暮里二丁目40-9,変死
303,Arakawa Ku,2020年８月,東京都文京区千駄木三丁目48-8,飛び降り自殺？いずれにしても転落死。
304,Arakawa Ku,平成30年5月2日,東京都文京区千駄木三丁目44-9,部屋番号不明。ブルーシートにくるまれたご遺体が運び出され覆面パトカー？に乗せられてました。
305,Arakawa Ku,2014年くらい,東京都文京区千駄木三丁目48-8,何号室か忘れましたが、何年前かの賃貸募集で心理的瑕疵有り、告知事項有りと記載されていた気がします。
308,Arakawa Ku,平成25年12月18日,東京都荒川区西日暮里二丁目38−１4階,白骨死体 (正確な死亡は7月らしいです)
309,Arakawa Ku,5年前,東京都荒川区西日暮里二丁目31-5,202号室で首吊り自殺
310,Arakawa Ku,平成15年8月27日,東京都荒川区西日暮里五丁目18-4,"ホテルミロード（現ホテルEi）201号室
強盗殺人"
312,Arakawa Ku,平成29年2月25日,東京都荒川区西日暮里二丁目17-5,飛び降り
319,Arakawa Ku,2018年8月10日,東京都荒川区西日暮里三丁目22-4西日暮里アパート,病死？自殺？死後日数が経った腐乱遺体が発見される。
324,Arakawa Ku,令和5年2月14日,東京都文京区千駄木五丁目41-11,飛び降り自殺
325,Arakawa Ku,時期不明,東京都文京区千駄木三丁目22-11 シャルマン文京千駄木 5階/北向き住戸,心理的瑕疵有
326,Arakawa Ku,令和4年8月14日,東京都北区田端二丁目1-22 メインステージ田端壱番館,"1002号室
告知事項有"
328,Arakawa Ku,2006-2010年の間,東京都文京区本駒込四丁目40-3,当マンションに住む中学生が西側非常階段の10階あたりから飛び降り自殺
330,Arakawa Ku,令和元年8月4日,東京都文京区本駒込四丁目19-18,201 告知事項有り 本部屋入居者が2人連続して亡くなられているとのこと。
334,Arakawa Ku,平成29年7月1日,東京都北区田端一丁目9-14,アパート1階
338,Arakawa Ku,平成27年,東京都文京区本駒込三丁目16-7アーバイル文京本駒込404,自殺
339,Arakawa Ku,令和4年6月3日,東京都文京区本駒込三丁目29-1 レジディア文京本駒込,"401号室 角部屋、603号室
告知事項有"
340,Arakawa Ku,令和4年7月1日,東京都文京区本駒込三丁目29-1 レジディア文京本駒込,"1301号室 角部屋
告知事項有"
342,Arakawa Ku,令和4年6月1日,東京都北区田端新町一丁目12-2 第一藤田ビル,"301号室 角部屋
告知事項有り"
343,Arakawa Ku,不明,東京都荒川区西日暮里六丁目13-12 6階,告知事項あり
344,Arakawa Ku,令和3年4月13日,東京都荒川区東尾久一丁目22-14,火災による死亡
345,Arakawa Ku,2013年夏頃,東京都荒川区東尾久一丁目5-22,老人男性の孤高死
346,Arakawa Ku,令和4年7月13日,東京都北区田端新町一丁目31-6 さかえビル,"3階 南西向き1DK（洋室6帖、DK6帖） 専有面積25㎡ 賃料5.9万円 管理費等3,000円
告知事項あり"
348,Arakawa Ku,令和4年8月10日,東京都北区田端新町一丁目7-5 星野荘,"203号室 角部屋
告知事項有"
349,Arakawa Ku,令和元年7月7日,東京都北区田端新町一丁目2-10,孤高死
350,Arakawa Ku,2022年8月,東京都北区田端新町一丁目2-10,孤独死
351,Arakawa Ku,平成25年10月頃,東京都荒川区西日暮里六丁目31-2ヒログチレジデンス202,死体発見
352,Arakawa Ku,2020年1月現在,東京都荒川区西日暮里六丁目29-11 エル・アルカサル西日暮里 5階,告知事項あり（不動産情報より）
353,Arakawa Ku,2011年3月頃,東京都荒川区西日暮里六丁目13-5,4Fが値引きされていたので理由を聞いた所、年配の方が部屋で亡くなったからとのことでした。
354,Arakawa Ku,平成18年1月1日,東京都荒川区西日暮里一丁目57-7日明荘10号室（外階段のある２階の部屋）,"東京都台東区役所に勤務する親を持つ息子が、首吊り自殺をした。
荒川警察署が現場検証を実施したが自殺があったことを家主が隠したため知られていない。"
365,Arakawa Ku,明確な時期は不明,東京都北区田端新町三丁目36-1,首吊り自殺
366,Arakawa Ku,平成20年5月2日,東京都荒川区西尾久四丁目7-13,転落死
367,Arakawa Ku,2012年7月,東京都荒川区西尾久四丁目8-9,自殺
368,Arakawa Ku,平成18年位,東京都荒川区西尾久四丁目29-6,殺人事件
369,Arakawa Ku,不明,東京都荒川区西尾久四丁目8-9 アーバンキャッスル田端 5階 角部屋,心理的瑕疵あり物件
370,Arakawa Ku,2006年位,東京都荒川区西尾久四丁目28-4,自殺 賃貸マンションが建つ前ですが印刷屋さんが自殺してました
371,Arakawa Ku,2012年,東京都荒川区西尾久一丁目14-16 202号室,焼身自殺
372,Arakawa Ku,2018年9月,東京都荒川区東尾久四丁目29-17 メゾン正栄,告知事項有・短期違約金有
373,Arakawa Ku,2005,東京都荒川区西尾久一丁目21-14,屋上から飛び降り自殺
375,Arakawa Ku,平成26年12月29日,東京都荒川区西尾久四丁目25-10日神パレステージ田端1302↓,落として殺人
376,Arakawa Ku,平成19年7月2日,東京都荒川区西尾久四丁目27,自殺
398,Arakawa Ku,2021年7月,東京都荒川区西尾久七丁目14-2,不動産サイトにて、7階告知事項あり
400,Arakawa Ku,2022年3月以前,東京都北区昭和町二丁目1,アネシア東京尾久 14階、不動産情報に告知事項ありの記載
401,Arakawa Ku,令和4年7月17日,東京都北区昭和町一丁目9-1 関口マンション,本物件建物内精神的瑕疵があります。
402,Arakawa Ku,平成23年1月9日,東京都荒川区西尾久二丁目35-7,303号室 刃物による自殺 バスルームにて
404,Arakawa Ku,令和4年5月16日,東京都北区昭和町三丁目10-1 ステージグランデ尾久,"215号室 角部屋
告知事項有"
406,Arakawa Ku,平成25年8月3日,東京都北区上中里二丁目24-3,刺殺
408,Arakawa Ku,令和4年2月20日,東京都北区堀船一丁目29-13,自殺
409,Arakawa Ku,令和3年5月10日,東京都北区栄町49-4,病死? 1週間ほど 放置
410,Arakawa Ku,令和元年12月23日,東京都北区堀船一丁目26-10 アレットK 1階北東端の部屋,火災による死亡
411,Arakawa Ku,2020年6月頃,東京都北区堀船二丁目19-3 ライオンズマンション402号室,男性孤高死
412,Arakawa Ku,2018年7月,東京都北区堀船一丁目11-16,孤高死
413,Arakawa Ku,令和4年6月18日,東京都北区堀船一丁目11-12 アルバハイム堀船,"2階 角部屋 東向きワンルーム（洋室6帖） 専有面積16㎡ 賃料5万円
告知事項あり"
414,Arakawa Ku,2020年2月現在,東京都北区堀船二丁目12-5 ハーモニーテラス堀船 2階,告知事項あり（不動産情報より）
415,Arakawa Ku,平成20年8月13日,東京都荒川区西尾久八丁目12-32,無理心中
416,Arakawa Ku,2019年6月頃,東京都荒川区西尾久八丁目17,首吊り自殺
417,Arakawa Ku,平成24年1月21日頃～平成24年1月31日頃,東京都荒川区西尾久八丁目30-1コスモステージ荒川遊園ノースリッジ1507,死体発見
418,Arakawa Ku,2003,東京都足立区小台二丁目5-1ダイアパレスラ・セーヌ小台公園,1階練炭自殺
419,Arakawa Ku,平成27年4月30日,東京都足立区小台二丁目13-5,男性 孤高死
420,Arakawa Ku,令和元年9月27日,東京都足立区小台二丁目7-14,従業員転落死亡事故
421,Arakawa Ku,令和4年,東京都足立区小台二丁目26-12第二コーポコイズミ301,風呂場で男性が死亡
422,Arakawa Ku,令和2年8月21日,東京都足立区小台二丁目12-3,死体発見
423,Arakawa Ku,平成20年11月29日,東京都足立区小台二丁目2-16ニューライフマンション小台橋406,火災による死亡
424,Arakawa Ku,令和4年5月11日,東京都荒川区西尾久六丁目6-9 レオネクストレジデント西尾久,"103号室
告知事項あり"
425,Arakawa Ku,2014年9月,東京都荒川区東尾久八丁目45-31,研修医自殺
431,Arakawa Ku,不明,東京都荒川区西尾久二丁目11-12 クレスト西尾久101号室,心理的瑕疵あり
432,Arakawa Ku,平成25年6月12日,東京都荒川区西尾久二丁目21-6 葵荘,2階1号室 うっ血性心不全による病死
433,Arakawa Ku,----,東京都荒川区東尾久五丁目16-12,1階 告知事項がございます。
434,Arakawa Ku,2019年,東京都荒川区東尾久五丁目38-7,自殺
435,Arakawa Ku,時期不明,東京都荒川区東尾久八丁目41-9 ユースハイム東尾久 3階,"心理的瑕疵物件
不動産情報に記載あり"
439,Arakawa Ku,平成30年3月29日,東京都荒川区町屋七丁目14-4,死体遺棄
440,Arakawa Ku,2010-2015年あたり,東京都荒川区町屋七丁目9-20,都営アパート。息子が首吊り、厳しかった母親はノイローゼ気味に。未だ空室。
441,Arakawa Ku,数年前,東京都荒川区町屋七丁目19,"新築物件なのに告知事項あり。数年前、この土地で自殺があった様子。
https://suumo.jp/ikkodate/tokyo/sc_arakawa/nc_93224777/bukkengaiyo/?fmlg=t001"
445,Arakawa Ku,令和4年9月12日,東京都荒川区町屋七丁目1-14 マンション高喜,"3階 角部屋 南向き1LDK（LDK11帖、洋室6帖） 専有面積39.26㎡
賃料7.5万円
告知事項有"
448,Arakawa Ku,平成27年10月8日,東京都足立区千住宮元町20-9レーベン北千住1202,ガス自殺
449,Arakawa Ku,2014年9月上旬発見,東京都荒川区町屋七丁目10-15,101号室、トラック運転手孤高死。発見は死後１〜２週間。リフォーム済。
450,Arakawa Ku,令和4年7月22日,東京都荒川区町屋八丁目2-3 アルコート,"106号室
告知事項あり"
451,Arakawa Ku,平成21年12月4日,東京都荒川区町屋七丁目8-3,業務上過失致死
457,Arakawa Ku,令和3年4月27日,東京都荒川区町屋八丁目14-13,2021年4月、303室孤独死
459,Arakawa Ku,2022年8月,東京都荒川区町屋八丁目11-10,精神的瑕疵
461,Arakawa Ku,令和2年8月19日,東京都足立区千住緑町三丁目23-16 一すじ荘 303号室,室内で不審死。
462,Arakawa Ku,令和2年6月13日,東京都足立区千住桜木一丁目2,自宅の中で孤高死。異臭。ごみ屋敷
479,Arakawa Ku,令和4年9月9日,東京都足立区千住緑町二丁目3-18 清山荘,"1階 東向き2K（洋室6帖、洋室4.5帖、K4帖） 専有面積28.46㎡
賃料5.5万円
告知事項あり
定期借家（2年）"
480,Arakawa Ku,平成16年1月26日,東京都足立区千住緑町二丁目3-7,女性遺体発見
481,Arakawa Ku,2019,東京都足立区千住緑町二丁目,22-4
482,Arakawa Ku,2020年1月14時点,東京都足立区千住橋戸町1-20 AQUA VISTA,5F 告知事項有り(不動産販売情報)
483,Arakawa Ku,---,東京都荒川区南千住七丁目20-9,"南千住レジデンス
7階
告知事項有り"
484,Arakawa Ku,平成10年8月14日,東京都荒川区南千住七丁目19-5,"男性遺体発見
死亡時期、死因等不詳"
485,Arakawa Ku,令和4年5月20日,東京都足立区千住曙町5-2 白沢フラッツ,"2階 角部屋 南向き1K（洋室9帖、K4帖） 専有面積20㎡
告知事項あり
2019年3月室内フルリノベーション済"
486,Arakawa Ku,2017年頃,東京都足立区千住曙町21-3,アパートの一室にて介護者が先に亡くなり、要介護者がその後誰にも気付かれず孤高死。
487,Arakawa Ku,平成17年11月30日,東京都足立区千住曙町5-4,工場１階部分で首つり自殺
488,Arakawa Ku,令和5年2月21日,東京都足立区千住曙町35-11橘ハイツ1階,火災による死亡
490,Arakawa Ku,2019年,東京都足立区柳原一丁目24-12,告知事項が御座います
492,Arakawa Ku,不明,東京都足立区千住関屋町17-47,都営住宅募集情報に不詳の死4日後発見の記載有り
495,Arakawa Ku,およそ2年前とそれ以前,東京都荒川区南千住八丁目2-6,複数回の飛び降り
496,Machida Shi,2020年1月現在,東京都荒川区南千住八丁目11-1 けやき通り北九番館 2階,告知事項あり（不動産情報より）
497,Machida Shi,令和5年4月6日,東京都町田市真光寺町217-2,火災による死亡
498,Machida Shi,不明,東京都町田市真光寺町293-7,心理的瑕疵物件
499,Machida Shi,2008年頃,東京都町田市真光寺一丁目8-6,心理的瑕疵物件
503,Machida Shi,平成24年9月10日,神奈川県川崎市麻生区栗木三丁目12-1桐光学園高校↓,５階建ての校舎の１階付近のコンクリートの地面で生徒が倒れているのが発見されました。 生徒は、この学校に通う２年生の男子生徒で病院に運ばれましたが午後１時頃、死亡が確認されました。
505,Machida Shi,2年以上前,神奈川県川崎市麻生区片平四丁目11-14さくらハイツ,死体発見
507,Machida Shi,平成27年10月14日,神奈川県川崎市麻生区片平四丁目4-10,サンシャイン。異臭（不審死）
509,Machida Shi,令和4年6月22日,神奈川県川崎市麻生区片平三丁目6-8 サンクレスト寺台,"110号室 角部屋
告知事項あり"
510,Machida Shi,平成29年6月7日,神奈川県川崎市麻生区片平三丁目1-6小泉屋ビル1階床下,白骨死体
513,Machida Shi,平成27年3月31日,神奈川県川崎市麻生区上麻生五丁目37-22,女性 薬物の大量摂取で死亡
514,Machida Shi,2011以前まで告知事項あり,神奈川県川崎市麻生区上麻生五丁目14−１１,アパート一階部屋番号不明
519,Machida Shi,2008,神奈川県川崎市麻生区上麻生六丁目5-12,自殺
521,Machida Shi,2014年冬,東京都町田市三輪町５８-３６,火災死亡
522,Machida Shi,2020年2月現在,神奈川県川崎市麻生区上麻生六丁目23-34 エクシード柿生 2階,告知事項あり（不動産情報より）
523,Machida Shi,2015,神奈川県川崎市麻生区上麻生六丁目一八丁目5-103,住宅情報サイト ホームズ検索より、告知事項有り物件
527,Machida Shi,令和4年5月24日,東京都町田市三輪町435-3 パークハイム斉藤,"201号室
告知事項あり"
528,Machida Shi,平成30年2月10日,神奈川県川崎市麻生区上麻生七丁目20-16エクセル柿生206,死体発見
530,Machida Shi,平成31年4月22日,東京都町田市三輪町1065,放火による死亡
531,Machida Shi,令和4年5月27日,東京都町田市三輪町1532 ドミール斎藤,"213号室
告知事項有"
532,Machida Shi,1983年8月26日,神奈川県横浜市青葉区緑山2100,スタジオ５階の窓から女優が飛び降り自殺を図る。
534,Machida Shi,平成28年,東京都町田市三輪緑山一丁目3コープ野村ヒルズ４０６,自殺後販売時 告知義務ありで募集。
535,Machida Shi,2019年3月,東京都町田市三輪緑山一丁目2-3,練炭自殺
536,Machida Shi,1980年代,神奈川県川崎市麻生区岡上336-9,ＯＬが絞殺される
537,Machida Shi,令和4年6月22日,神奈川県川崎市麻生区岡上三丁目16-3 シャトー英B号,"102号室
告知事項有"
540,Machida Shi,7～８年前,東京都町田市三輪町１７７４,孤高死
546,Machida Shi,令和5年1月10日,東京都町田市能ヶ谷二丁目4-6,"日産自動車販売店の駐車場内に、対面する道路を猛スピードで走行していた乗用車が歩道を乗り越え突っ込み大破する事故が発生。
この事故で、歩道を自転車で通行していた男性(49)が死亡。"
547,Machida Shi,令和4年5月30日,東京都町田市能ヶ谷一丁目15-22 コーポ神蔵,"202号室
告知事項あり"
548,Machida Shi,2015年,東京都町田市能ヶ谷一丁目1-5,1104号室にて自殺あり。かなりの日数が経過後発見されるという痛ましい事件。
553,Machida Shi,2010年から,東京都町田市大蔵町197-4,"心理的瑕疵物件
101号室"
557,Machida Shi,平成20年,東京都町田市鶴川一丁目3-3,自殺
