listing_id,host_id,host_name,host_is_superhost,neighbourhood_cleansed,accommodates,bedrooms,beds,price,minimum_nights,first_review,last_review,review_scores_rating,reviewer_id,date,comments
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,29313301,2019-09-11,Good location if you like to stay in a quiet street near train station
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,36012140,2019-09-13,First very thank for Yoshio Sans picking me up at the JR station and give me details instructions about how to use the room The rooms location is good only 5min walking near the JR station So the price is reasonable As for some parts which can be improved the room is on the first floor and near the street so it will be a little bit noisy and can not open the window And the house was made by wood so it is easier to hear the sounds from other rooms The bath room is on the third floor will be a little bit inconvenience for the first floor people But totally speaking this room is ok
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,132431487,2019-09-15,It was nice lacation very close to abrstationbrThe host is great i was late for checkin because of my flight but he was flexible as he picked me up at the station Also he provided me helpful information a lot
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,52728250,2019-09-22,What impressed me is that the house is very smart inside The lights turn on and turn off automatically with peoples movements I do appreciate the design to save energy The place was also clean and welldecorated Mr Yoshio let me to check in very early which is really convenient to me Thank you so much
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,130022159,2019-10-10,Have a very pleasant stay at Mr Yoshios place The house located at a very strategic place which is very near to the train station and also various of shops convenience shop restaurant coin laundry etc He picked me up from the station explained the functionality of the house introduced the attractions and even prepared drinks and snacks The house is sparkling clean and comfortable to stay I would highly recommend this stay and definitely will come back again if have the chance in future Thank you Mr Yoshio for the kind hospitality
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,223437730,2019-10-16,Friendly  caring host in a very convenient location in Tokyo  There is no lift or escalator at the north exit at the train station Yamanoteline so if you have a heavy luggage use the south exit
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,153766674,2019-11-02,Mr Yoshios place is very good especially if you come with JRPass since Uguisudani Station is pretty near only 5 minutes walking with lot of good stuff around The house is very clean especially the bathroom The room is enough quiet for a good rest Recommended
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,214528840,2019-11-10,this place is clean and the location is near the jr station by walk only 3 minute  also near the convenience store lawson family mart and 711
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,38324891,2019-11-24,Staying at Yoshiosans house is highly recommended He is incredibly warm and generous and hospitable His house is located close to JR Uguisudani Station and convenient to the city centre The facilities were outstanding  clean organised and accessible Would come back again
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,20863690,2019-12-22,Jai passé deux nuits chez Yoshio Et tout sest très bien passé brVoici quelques détails brTout dabord au niveau de la communication  brYoshio parle anglais ce qui est une aide appréciable Il a toujours répondu très rapidement à mes questions en amont de mon arrivée il donc aussi été possible de discuter avec lui sur place Ce qui fut très plaisant brAu niveau de laccueil  brparfait  Les logements au Japon ne sont pas toujours évident à trouver Cest pourquoi Yoshio sest proposé de venir me chercher à la sortie du métro Il a été parfaitement ponctuel dautant plus que jai changé à la dernière minute mon heure darrivée brAu niveau du logement  brla chambre dont jai bénéficié ma largement suffit puisque je navais pas lintention dy passer du temps autre que pour stocker mes bagages et dormir Yoshio a plusieurs chambres Jai eu celles au rez de chaussée Si vous êtes sensibles aux bruits de la rue ou des allers et venues la chambre est à côté de la porte dentrée prévoyez des boules quies pour être certain de ne pas être dérangé Quand je ne suis pas chez moi je dors toujours avec des boules quies donc cela na pas été un problème Pour les frileux comme moi sachez que le lit est recouvert dune couverture chauffante que lon peut gérer avec une télécommande Très agréable mais il faut apprendre à doser lintensitébrAu niveau équipement  brje nai pas profité de tout ce qui était proposé Mais il y a tout ce quil faut  toilettes à la japonaise dont ultra perfectionnés mini salle de bain douche cuisine petit salon À noter que tout est équipé de multiples boutons pour faire fonctionner la lumière à distance la clim leau chaude etcil faut un peu dattention mais cest marrant brLemplacement  brle logement est à 3mn à pied de la station Uguisudani Qui est elle même à une station de Ueno Le quartier à une ambiance un peu bizarre avec des hôtels un peu  louche mais on est au Japon donc aucun souci pour rentrer le soir même tard brLes petits   brle dernier jour je devais partir très tôt pour prendre un train pour Nikko Je devais me lever à 7h et partir à 7h30 Heureusement Yoshio est un lève tôt Il ma réveillé 2 minutes avant mon réveil que javais mis à 7h05 ma préparé une soupe miso et ma permis de faire le check out rapidement brCétait mon premier airbnb au Japon et cela ma donné une bonne impression pour démarrer mon voyage
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,220473841,2019-12-25,1地理位置很满意房子离鶯谷站很近鶯谷站到成田机场50分钟左右到东蛋25分钟离上野只有一站换乘方便br2设施齐全淋浴洗衣机暖风机空调吹风机冰箱电视等等都有设施附近也会有多语言的使用说明br3房子周边有餐馆便利店澡堂洗衣房等等附近景点上野公园上野动物园浅草寺天空树等等yoshiosan会介绍屋里也有相关资料br4适合3人以内入住有1楼和3楼的房间2楼是客厅和厨房浴室在3楼yoshiosan住在一楼楼梯道不宽如果带大件行李最好放一楼的房间br5露台可以烧烤br6室内不能吸烟有烟雾报警器br7yoshiosan很热情会到车站接送会详细介绍民宿周边的设施和屋内使用说明注意事项交流得很愉快得到了圣诞礼物感谢虽然时间很短感觉成为了朋友有机会的话还会来的
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,115252499,2020-01-28,5 stars for sure YoshioSan is very thoughtful he has those guide books covering everything you want to visit You can ask him any questions and he definitely know all the answers He actually Took me to Haginoyu  sento place that is very near to his house it was really relaxing experience
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,221719493,2023-03-24,チェックインの前から色々気つかってくださってすごく助かりましたbr駅からの距離も近いし近所にコンピニやスーパなど色々あって凄く便利でしたbrほんとに親切な方だし日本のオススメスポットなども教えてくださって楽しい旅行になりました
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,46520351,2023-03-29,nice and friendly host clean and very convenient place
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,507575621,2023-04-15,자세하게 설명도 해주시고 너무 좋았습니다
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,108202095,2023-04-17,늦은 저녁에 도착했음에도 불구하고br마중까지 나와주셔서 친절히 설명도 꼼꼼히 잘 주셨어요  덕분에 제 집처럼 편하게 묵고 갑니다br너무너무 좋았어요 주변에 추천하려구요
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,4440233,2023-04-24,Yoshios place is a great one to stay My trip started in Tokyo for two days and I booked this cozy place The neighborhood was a quite one But very accessible to local convenient stores and restaurants brI drove a car There are plenty of parking spots that cost around 1000 yen for overnight parking which is  not bad brYoshio provided instructions on nearby merchants supermarket and othersbrNot to mention I have another stay in this cozy location in couple days when I am back in Tokyo
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,440044822,2023-04-25,yoshio is super nice and its right by a train station
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,4440233,2023-04-30,Another nice and comfortable staybrThank you Yoshio
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,495253862,2023-05-02,Yoshio est un hôte très serviable et disponible Il sest déplacé à la station de métro pour me conduire chez lui Le logement est proche de différents points dinterêt notamment le parc dUeno situé à un quart dheure à pied
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,243441950,2023-05-09,Yoshio is cool he will help you even if he dont speak english very well by usine his phone to translate the room is very well located i totaly recommand à journey in Yoshio Airbnb
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,14236076,2023-05-16,From the minute I arrived until I said goodbye YoshioSan was the consummate host and Ill definitely stay here again on my next Tokyo trip
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,377134630,2023-05-25,Guests are not allowed to use the kitchen Host gets agitated if you leave the lights on for more than a minute  The host will also enter your room when you are not in the house on multiple occasions No privacy and no outside lock on bedroom doors
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,434807631,2023-05-31,Yoshio its always helpful and friendly He answered to every question that I had and made sure that I was ok I can recommend stay here without a doubt
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,64451640,2023-06-03,Yoshio san is very friendly and heartwarming to help me with my luggage and guide me the way to his place We didnt manage to talk a lot since my Japanese is poor but Yoshio san tried his best to introduce me his place and assist my request I was living at 1st floor and is right next to the street Sometimes you can here noise from the street even with the window is closed so I suggest prepare a pair of earplugs if you concern about it I enjoyed staying in Yoshio sans place where I can experience a Japanese local household I will strongly recommend this place to the others
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,59331210,2023-06-06,YoshioSan à été très accueillant il est venu mattendre à larrêt de métro le logement facile à trouver est à 3mn à pied du métro Uguisudani sur la Yamanote line 1 arret audessus de Ueno où se trouvent des dizaines de bons restaurants et plein de lignes dont le Shinkansen Le logement était très calme et propre YoshioSan vous fait une visite de toute la maison avec toutes les consignes et explications On a accès quasiment partout sauf à la cuisine mais il y à un microondes et une bouilloire pour thés et soupesbrOn a sa propre clé donc on peut aller et venir quand on veut même en pleine nuit Jai fait mon checkout pour laéroport à 5h30 du matin et YoshioSan était là pour me dire chaleureusement aurevoir Même si la chambre du bas donne sur la rue au RDC cela reste vraiment calme  Lautre chambre se trouve au deuxième étage là où se trouve la salle de bain Jai pu faire une machine à laver YoshioSan est super réactif pour la communication sur Airbnb Super hôte
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,35355981,2023-06-09,
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,431164448,2023-06-19,Yoshio has a beautiful home that is well maintained He has specific rules that need to be respected for the well being of his housebrHes caring  despite his difficulty with english He will do is best to be present
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,399505075,2023-06-22,일본 가정집을 느끼고 싶다면 sato 집으로 편안하게 잘 있다가 갑니다 재방문하겠습니다
6749824,35340956,Yoshio,,Taito Ku,1,,1.0,"$5,000.00",2,2016-05-02,2023-06-26,4.87,259745202,2023-06-26,일본 가정집 느낌을 원하신다면 여기만한곳이 없어요 최고최고
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,16341779,2015-08-10,Absolutely amazing experience Mika was the nicest person anyone could ever meet and consequently the best host She met us as we were lost in Tokyo showed us to our room in a typically friendly and helpful Japanese way The apartment was spotless traditionally Japanese and in a great spot Right on the doorstep of everything and in my opinion the nicest district of Tokyo We even got given a gift Mika helped us with any question we had and also provided maps and other helpful information Couldnt recommend more 
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,36685424,2015-08-20,It was an amazing experience Mika was friendly  nice the apartment was clean comfortable and organized Facilities were well prepared with English explanation notes Travel around Tokyo was easy since train stations were nearby Love to stay here  definite a recommended host
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,12794976,2015-08-25,非常感谢美香小姐提供的住所 下了机场快线 上野换乘浅草线只要2站 房子位置对出行 购物 和观光都非常便利 房子周边布满了美食餐厅 和大型电器店 超市 步行10分钟以内可以去浅草寺 还有三条地铁电车线路 楼下就是去sky tree的巴士站br房子室内也是可爱至极 从厨房碗筷 到浴室用品 完美 最想说的是床垫和枕头是这么的舒服 还有一个小阳台 洗衣服晒衣服都很方便 br下次有机会 还会选择美香小姐的住所 赞br谢谢美香
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,25732461,2015-08-28,Best spot in asakusa Love the neigbourhood Mika is vert kind and helpful I would like i stayed there more I highly recomend this place Everything is perfect 
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,19560123,2015-08-30,Mikas place is really nice Very near restaurants and other shops It is also walking distance to the sensoji shrine and near the skytree too The room is clean and would comfortably fit 3 persons  The host gave us welcome treats  noodle soup and coffee She likewise provided for room slippers toiletries and a few maps  Overall my friends and i really liked this room and we definitely recommend staying at mikas room 
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,31015565,2015-09-01,조용하고 깨끗함전철역에서 도보로  10분정도 거리임
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,29511023,2015-09-02,She is a nice host with warm and helpful support Even we came late due to flight delay in midnight she guide and give useful advice to us The location of the room is good
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,40803934,2015-09-05,房东会中文所以去之前沟通无障碍地方在TX浅草站房间很干净各种设备很全浴室也够大楼下小路里就有全东京烧肉店长选出来的最好烤肉店此外楼下还有其他好吃的大马路对面就有唐吉诃德走去浅草寺和朝日黄金大便大概510分钟总之100分的选择
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,41462151,2015-09-14,Even before we arrived in Tokyo our host Mika was already very accommodating replying to my queries and giving suggestions on what trains to take She also offered to pick us up from the train station That was a relief especially since we were carrying our big luggages and it would have been difficult to look for her house She welcomed us with noodle soups bottled water and she even gave us a gift It was a pleasant surprise and we truly appreciate it Her house is just enough for the 3 of us And the location is near the supermarket convenience stores train stations and shopping areas We will definitely stay in her house again when we come back to Tokyo Thank you Mika for making our stay in Tokyo a very pleasant one Maraming salamat Thank you very much Mika
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,41025091,2015-09-17,The room is clean spacious for 2 pax 3mins walking distance to TX line Asakusa station pocket Wifi is provided as well The room looks exactly same as all the photos In addition 美香 is the best host ever She refused to take my money when I asked her to help me reserve a cake in the fridge before I check in in order to give a surprise to my boy friend on his birthday I couldnt be more thankful to meet a friendly host like this It has definitely made us a very pleasant stay Her response was very quick every time I asked her questions I will definitely recommend to all and I will certainly come back again if I travel to Tokyo 
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,41878872,2015-09-19,This is the nice place We liked this place so much The location is good and the host is so  nice and so helpful if u come here u should try to stay here u will never regret
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,40334222,2015-09-24,房間很好設備也都很齊全離車站很近很方便附近也很多餐廳到淺草寺走路10分鐘就到了來到淺草住這裡是很棒的選擇
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,40875909,2015-09-29,Mika is very nice host she has picked up to her hostel Mikas hostel is not far from Sensoji temple just walk about 4 minute across the road and near from Asakusa Station both of Toei metro line and Tsusuba express line Around the hostel have a lot of cheap price restaurant cheap but very delicious and shopping center such as Donki is open 24hour  In the hostel room is quite big and have many facilities such as air con TV heater hair dryer cooking and dinner equipment microwave refrigerator pocket wifi room wifi washing machine and more that make guest dont wanna go outside LOL what a very nice place I highly recommended to who come to Tokyo to go to relax there
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,43392035,2015-10-01,非常整洁温馨的公寓各种设施一应俱全一看就是精心装修准备的出门就是地铁超市各种餐厅很方便美香还准备了瓶装水和冰淇淋很贴心我们后来还住了月岛和浅草寺附近另一家但是美香家是最好的
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,41432120,2015-10-06,感觉非常好房间很温馨设备很齐全超有家的感觉美香人超级给我们提供各种帮助凌晨两点多还在等我们到达同时还很贴心为我们准备杯面冰淇淋
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,32162360,2015-10-08,It is a lovely house warm and cosy The bed is especially good It eased me a lot after taking the red eye flight the night before Its 10 minutes away from the subway station and there are lot of restaurant around br美香家的床实在太舒服了坐了一晚红眼航班以后在床上睡得特别香地理位置很好离浅草寺大概只有5分钟附近很多餐厅和超市
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,34331321,2015-10-13,この度は大変お世話になりましたとても細やかにサポート連絡頂きありがとうございましたお部屋もとても綺麗で広く静かでした場所は浅草まんなんかで交通機関へのアクセスも良くコンンビニもすぐ側東京浅草観光には最適の場所ですまたお世話になりたいと思いますありがとうございました
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,35623310,2015-10-22,Lappartement est très bien placé il est propre cosy et Mika est très agréable Le pocket WiFi fonctionne très bienLe quartier est très agréable Beaucoup de luminosité dans lappartement on est très vite réveillé par la lumière le matin surtout quil fait jour très tôt au Japon
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,16461060,2015-10-26,Un appartement très agréable propre et bien aménagé idéalement situé pour profiter de Tokyo Mika est très serviable et à lécoute Le wifi dans lappartement est très pratique tout comme la machine à laver Nous reviendrons avec plaisir ici pour un prochain séjour à Tokyo Merci 
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,15717683,2015-11-01,Mika is very helpful Although we never met but she was a good and responsive host When I got the deal of the place she immediately ask for my LINE id to make everything easier And she also gave us a welcome ice cream Thank you _The place is clean and so close with the station So close with Asakusa Sensoji Many good places for FB Totally in love the place The heater was a good one during our stay in Tokyo because Im not good for cold weatherI will rent her apt again for sure in the future _
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,42556375,2015-11-03,位置距離築波淺草站真的很近711跟超市和淺草商店街也都很快可以到達房間雖然沒有很大但是展開兩個行李箱也沒問題喔浴室有點小如果不在意的話是個很好的住宿選擇
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,35712953,2015-11-08,The room so clean not far from metro station and have many convenience store around 
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,41963377,2015-11-19,房间不错交通非常方便房间也很干净舒适
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,45707035,2015-11-25,Here is a list of the pros and cons of my stay in the apartment of MikaPositive points Mika is really nice and easy to communicate with She really tried her best to answer to all of my questionsgood locationa washing machine is availablepocket wifi  room wifi It was really appreciate thanks Mikathe place is clean and has a lot of space well decorated We really feel like being in her apartment and not in a random placelots of instructions about the apartmenttheres a table where you can eatNegative pointsa little noisy in the morning and late at nightyou can heard the neighbor upstairs walking He is like an elephantYou may also hear people slamming their door
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,31594906,2015-12-18,房間跟照片一樣漂亮乾淨房東人非常好 有旅遊問題都會幫忙解決 還教我們怎麼搭車比較快美中不足的是廁所非常小 還有離淺草站有點距離 要走十分鐘左右但附近蠻熱鬧的非常方便的地方總之是個物超所值的房間
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,13769233,2015-12-21,美香真的特别特别好人每次都是不厌其烦的及时回答我们的问题到东京的那天因为看我们还有两个孩子和许多行李还特地派老公开车去车站接我们谢谢美香公寓很干净位置很好离浅草寺走路也就56分钟周围许多饭店和商店坐地铁去银座坐水上bus去台场均在一部车内我推荐美香的公寓
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,38409007,2016-01-01,This room is very good location and niceMika always quick responses and excellent service 
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,39422836,2016-01-03,Thanks Mika for nice place The room is very nice It cleans and suits for a couple It is very close to Sensoji Temple You can use google map to find her place easily Mika is a good host because she prepares everything for us
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,43898449,2016-01-07,除了英文美香能夠用普通話溝通對不會日文的人來說是一大優點另外十分感謝美香讓我們提早入住好讓我們先放下行李再輕便的步行去雷門逛逛房間樓下有很多推介的食店及便利店地理不錯
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,43327985,2016-01-15,美香是個非常親切的房東為我們的東京旅行幫了很多忙我們提出的所有問題她都為我們解決了到達的當天美香還請她先生到車站接我們房間雖然不大但五臟俱全三個人輪著洗澡泡澡熱水也很穩定有小廚房能開伙各項備品也都準備的相當齊全還有洗衣機可以洗衣服以這樣的價格在東京實在太物超所值了
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,46818779,2016-01-19,美香是個親切熱心又負責的好房東不僅事前詢問許多問题都且快速回覆房內設備也很俱全方便住起來相當舒適非常推薦大家去東京時多參考美香的房子做為首選
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,44258281,2016-01-22,鄰近淺草寺附近交通方便生活也很便利有超市有便利商店有24小時的唐吉軻德任何生活上需要的協助都能快速滿足民宿內設備齊全有烤箱冰箱洗衣機能提供旅客家的舒適感超級推薦的好房間
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,46098435,2016-01-24,Very comfortable and relatively spacious flat
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,40781885,2016-01-28,美香的房間很棒讓我們有個美好回憶跟舒適空間休息住宿附近鄰近許多商店跟淺草寺地點交通餐飲等都很便利唷下次旅途還是會繼續考慮入住喔
6750472,30828383,美香,f,Taito Ku,6,,4.0,"$14,286.00",3,2015-08-10,2020-02-06,4.84,49157823,2016-02-01,第一次到日本自助旅行雖然美香有告訴我們如何到達但第一天入住時因為太晚還是發生找不路而繞了很久不過第二天對周邊熟悉後才知道實在太方便了原來路口就有快线可搭房間很舒適美香也很親切的関心我們
