Unnamed: 0,district,address,info,date,full name,latitude,longitude,translated
19,新宿区,東京都新宿区歌舞伎町二丁目8-6,ホテルD-WAVE308号室にて男性が不審死,令和2年1月30日,東京都 新宿区 歌舞伎町 二丁目 8番 6号,35.69516372680664,139.70559692382812,호텔 D-WAVE 308호실에서 남성이 수상사.
20,新宿区,東京都新宿区歌舞伎町二丁目22-1ホテルシェーナ504,死体発見,平成22年6月24日,東京都 新宿区 歌舞伎町 二丁目 22番 1号,35.695838928222656,139.70436096191406,시체 발견
21,新宿区,東京都新宿区歌舞伎町二丁目33-11ホテル大松,死体発見,平成24年4月3日,東京都 新宿区 歌舞伎町 二丁目 33番 11号,35.697288513183594,139.7030792236328,시체 발견
22,新宿区,東京都新宿区歌舞伎町二丁目14-8 メトロプラザ4F,傷害致死,令和元年9月21日,東京都 新宿区 歌舞伎町 二丁目 14番 8号,35.696929931640625,139.7049102783203,상해치사
23,新宿区,東京都新宿区歌舞伎町二丁目21-5,8階から飛び降り自殺,平成30年10月26日,東京都 新宿区 歌舞伎町 二丁目 21番 5号,35.696327209472656,139.7037811279297,8층에서 뛰어내리고 자살
24,新宿区,東京都新宿区歌舞伎町二丁目10-12,ホテルパシャ702号室にて20～30代の男性が死亡しているのを発見。(官報より),令和3年7月13日,東京都 新宿区 歌舞伎町 二丁目 10番 12号,35.6956901550293,139.7050018310547,호텔파샤 722호실에서 70대 남성이 사망하는 것을 발견. (관보
25,新宿区,東京都新宿区歌舞伎町二丁目2-6,2012.飛降り,平成24年10月1日,東京都 新宿区 歌舞伎町 二丁目 2番 6号,35.6959228515625,139.70640563964844,2012. 비옷
26,新宿区,東京都新宿区新宿六丁目27-19金光コーポ新宿805,絞殺,平成19年5月31日,東京都 新宿区 新宿 六丁目 27番 19号,35.69521713256836,139.70745849609375,컷살
27,新宿区,東京都新宿区歌舞伎町二丁目2-21ライオンズマンション歌舞伎町,刺殺,令和5年5月29日,東京都 新宿区 歌舞伎町 二丁目 2番 21号,35.695518493652344,139.70681762695312,사시미
28,新宿区,東京都新宿区新宿五丁目18-10,飛び降り自殺,令和4年12月12日,東京都 新宿区 新宿 五丁目 18番 10号,35.69475555419922,139.70602416992188,뛰어내리 자살
29,新宿区,東京都新宿区歌舞伎町二丁目29-2,転落死の可能性有。,分かりません。,東京都 新宿区 歌舞伎町 二丁目 29番 2号,35.69664001464844,139.70343017578125,전 낙사 가능성이 있다.
30,新宿区,東京都新宿区歌舞伎町二丁目21-2ソフィア2 8階↓,転落死,平成20年11月28日,東京都 新宿区 歌舞伎町 二丁目 21番 2号,35.69624710083008,139.70428466796875,회전사
31,新宿区,東京都新宿区歌舞伎町一丁目12-3 5階,射殺,平成31年1月21日,東京都 新宿区 歌舞伎町 一丁目 12番 3号,35.6948356628418,139.70228576660156,사살
32,新宿区,東京都新宿区歌舞伎町二丁目35-9コインロッカー,死体発見,平成30年5月29日,東京都 新宿区 歌舞伎町 二丁目 35番 9号,35.69669342041016,139.70274353027344,시체 발견
33,新宿区,東京都新宿区歌舞伎町二丁目18,不動産業者より告知物件との報告有,2022年5月頃,東京都 新宿区 歌舞伎町 二丁目 18番,35.69724655151367,139.7051544189453,부동산 업체로부터 공지사항이라는 보고유
34,新宿区,東京都新宿区歌舞伎町二丁目18-5 プラ－ズタワ－東新宿 ［14階/1410号室］，16階,告知事項あり,不明,東京都 新宿区 歌舞伎町 二丁目 18番 5号,35.6972770690918,139.70492553710938,공고사항
35,新宿区,東京都新宿区歌舞伎町二丁目5パークネット歌舞伎町第3駐車場,死体遺棄,平成29年2月15日,東京都 新宿区 歌舞伎町 二丁目 5番,35.69697570800781,139.70628356933594,시체유채
36,新宿区,東京都新宿区歌舞伎町二丁目28-8ホテルアランド,死体発見,平成29年12月5日,東京都 新宿区 歌舞伎町 二丁目 28番 8号,35.696571350097656,139.70298767089844,시체 발견
37,新宿区,東京都新宿区歌舞伎町二丁目2-6 ライオンズマンション歌舞伎町第2-701,転落死,平成25年2月10日,東京都 新宿区 歌舞伎町 二丁目 2番 6号,35.6959228515625,139.70640563964844,회전사
38,新宿区,東京都新宿区歌舞伎町二丁目9−１５,401号、病死,26年5月,東京都 新宿区 歌舞伎町 二丁目 9番 15号,35.69561767578125,139.7056427001953,"401호, 병살"
39,新宿区,東京都新宿区歌舞伎町二丁目22-10,自殺,平成30年10月2日,東京都 新宿区 歌舞伎町 二丁目 22番 10号,35.69622039794922,139.70408630371094,자살
40,新宿区,東京都新宿区歌舞伎町二丁目8,"ホテルから飛び降り自殺
最上ビルとホテルの間で死亡。",平成25年1月15日,東京都 新宿区 歌舞伎町 二丁目 8番,35.695068359375,139.7058563232422,호텔에서 뛰어내리며 자살 최고 빌딩과 호텔 사이에 사망.
41,新宿区,東京都新宿区歌舞伎町二丁目11-15ホテルイマージュ506,硫化水素自殺,平成20年5月19日,東京都 新宿区 歌舞伎町 二丁目 11番 15号,35.69586563110352,139.7051239013672,유황수소 자살
42,新宿区,東京都新宿区歌舞伎町二丁目20-17朝日新宿館5F,湊□クリニック手術ミスによる患者死亡（現在は閉院）,2012年某月,東京都 新宿区 歌舞伎町 二丁目 20番 17号,35.69733047485352,139.7045135498047,미나토 쿄토 클리닉 수술 실수로 인한 환자 사망! 현재는 폐원!
43,新宿区,東京都新宿区歌舞伎町二丁目40-1レディース510,死体発見,平成23年3月1日,東京都 新宿区 歌舞伎町 二丁目 40番 1号,35.69716262817383,139.702392578125,시체 발견
44,新宿区,東京都新宿区歌舞伎町二丁目27-4,前のホテルだった頃、女性の遺体発見,7年前ぐらい？,東京都 新宿区 歌舞伎町 二丁目 27番 4号,35.695762634277344,139.702880859375,전 호텔이었을 때 여성 시신 발견
45,新宿区,東京都新宿区歌舞伎町二丁目28-11ホテルまつき1階-2階間踊り場,火災による死亡,平成28年1月7日,東京都 新宿区 歌舞伎町 二丁目 28番 11号,35.696590423583984,139.70343017578125,화재로 인한 사망
46,新宿区,東京都新宿区歌舞伎町二丁目1-11,無理心中 ．,令和3年4月16日,東京都 新宿区 歌舞伎町 二丁目 1番 11号,35.69517135620117,139.7067413330078,무리한 것 같아~
47,新宿区,東京都新宿区歌舞伎町二丁目9-17,車両事故死,平成29年8月19日,東京都 新宿区 歌舞伎町 二丁目 9番 17号,35.69535446166992,139.70558166503906,차량사고
48,新宿区,東京都新宿区新宿六丁目27-20 ダイヤモンドレジデンス新宿,1階 101号室 2018年11月10日 告知事項有り,平成30年11月10日,東京都 新宿区 新宿 六丁目 27番 20号,35.69534683227539,139.7074737548828,1층 101호실 2018년 11월 10일 공고사항
49,台東区,東京都台東区東上野三丁目15-12,告知事项あり,2019年,東京都 台東区 東上野 三丁目 15番 12号,35.71076583862305,139.77871704101562,공고도 있네요~
50,台東区,東京都台東区東上野二丁目21-11上野ターミナルホテル2階,絞殺,平成21年6月24日,東京都 台東区 東上野 二丁目 21番 11号,35.71021270751953,139.77845764160156,컷살
51,台東区,東京都台東区上野六丁目8-1 カプセルサウナセンチュリー,2階休息コーナー 脳内出血による死亡,平成20年12月27日,東京都 台東区 上野 六丁目 8番 1号,35.70896530151367,139.77569580078125,2층 휴식코너 뇌내출혈로 사망
52,台東区,東京都台東区東上野一丁目14タイムズ東上野第27,死体発見,平成24年12月4日,東京都 台東区 東上野 一丁目 14番,35.70797348022461,139.7768096923828,시체 발견
53,台東区,東京都台東区上野六丁目2-11,自殺,平成29年12月27日,東京都 台東区 上野 六丁目 2番 11号,35.7084846496582,139.77572631835938,자살
54,台東区,東京都台東区台東四丁目29-15 ４０２号室,脳梗塞による孤高死。単身赴任中に死去,平成26年6月23日,東京都 台東区 台東 四丁目 29番 15号,35.707157135009766,139.7791748046875,뇌경색으로 인한 고공 사망. 단신 부임 중에 사망
55,台東区,東京都台東区東上野二丁目6-2パーク・キューブ上野705,殺人,平成21年2月25日,東京都 台東区 東上野 二丁目 6番 2号,35.70874786376953,139.7807159423828,살인사
56,台東区,東京都台東区元浅草二丁目2-12,302の住民が死亡,2020年10月,東京都 台東区 元浅草 二丁目 2番 12号,35.7100944519043,139.78428649902344,282명의 주민이 사망.
57,台東区,東京都台東区東上野二丁目25-12,飛び降り,平成31年2月12日,東京都 台東区 東上野 二丁目 25番 12号,35.70961380004883,139.78152465820312,비옷
58,墨田区,東京都台東区元浅草二丁目7-8ツクバホテル713,硫化水素自殺,平成21年5月10日,東京都 台東区 元浅草 二丁目 7番 8号,35.71049499511719,139.7828826904297,유황수소 자살
59,墨田区,東京都台東区花川戸一丁目3-6 花川戸ビル,首吊り自殺,平成19年1月27日,東京都 台東区 花川戸 一丁目 3番 6号,35.71213150024414,139.79905700683594,목살 자살
60,墨田区,東京都墨田区吾妻橋一丁目23-30 URリバーピア吾妻橋ライフタワー1907↓,飛び降りて死亡,平成30年10月4日,東京都 墨田区 吾妻橋 一丁目 23番 30号,35.70941162109375,139.8013153076172,뛰어내려서 사망
61,墨田区,東京都墨田区吾妻橋二丁目5-1,詳細の日付は不明だが5階の部屋で住人が孤高死してる,令和元年10月1日,東京都 墨田区 吾妻橋 二丁目 5番 1号,35.709041595458984,139.80230712890625,자세한 날짜는 알 수 없지만 5층 방에서 주민이 고독사하고 있다.
62,豊島区,東京都豊島区南池袋二丁目30-16,心理的瑕疵物件,令和3年11月,東京都 豊島区 南池袋 二丁目 30番 16号,35.7269401550293,139.7161865234375,심리적 하자물건
63,豊島区,東京都豊島区南池袋二丁目9-17,"11階あたりの部屋から飛び降り自殺
1階の裏口に落下",2013年1月ごろ,東京都 豊島区 南池袋 二丁目 9番 17号,35.72530746459961,139.7146759033203,11층쯤 방에서 뛰어내리고 자살 1층 뒷문으로 추락
64,豊島区,東京都豊島区南池袋二丁目9-17ニッシンパレステージ池袋804,男性の変死体発見,2018年６月,東京都 豊島区 南池袋 二丁目 9番 17号,35.72530746459961,139.7146759033203,남성의 변사체 발견
65,豊島区,東京都豊島区南池袋二丁目8-18,飛び降り自殺,平成27年8月30日,東京都 豊島区 南池袋 二丁目 8番 18号,35.72500228881836,139.71517944335938,뛰어내리 자살
66,豊島区,東京都豊島区南池袋二丁目8-6,心理的瑕疵物件あり8階,不明,東京都 豊島区 南池袋 二丁目 8番 6号,35.72523880004883,139.71484375,심리적 하자물건이 8층
67,豊島区,東京都豊島区南池袋二丁目43-21,三階の一室にて自殺,2012年前後,東京都 豊島区 南池袋 二丁目 43番 21号,35.7259407043457,139.7183074951172,3층 한실에서 자살
68,豊島区,東京都豊島区東池袋四丁目5-1エアライズタワー↓,飛び降り自殺,令和4年6月5日,東京都 豊島区 東池袋 四丁目 5番 1号,35.7261848449707,139.71900939941406,뛰어내리 자살
69,豊島区,東京都豊島区東池袋四丁目21-1,飛び降り,平成29年12月15日,東京都 豊島区 東池袋 四丁目 21番 1号,35.72700119018555,139.71969604492188,비옷
70,豊島区,東京都豊島区東池袋四丁目5-1エアライズタワー26階,"早朝、50代の女性が飼い犬を道連れに
26階の自室のベランダから飛び降り自殺。
日之出町公園の向かい側辺り、
ライズシティ池袋1階の店舗の前に、犬と共に落下し死亡。
夫と二人暮らしで、夫婦仲が悪かったのか、
夫の方は、すぐに同じ犬種の犬を飼い、
何喰わぬ顔で毎朝散歩させているらしい。",令和3年9月11日,東京都 豊島区 東池袋 四丁目 5番 1号,35.7261848449707,139.71900939941406,"이른 아침, 50대 여성이 개를 데리고 26층 자취방에서 뛰어내렸다가 26"
71,豊島区,東京都豊島区東池袋四丁目32-15,女性の自殺あり,2005年頃？,東京都 豊島区 東池袋 四丁目 32番 15号,35.726341247558594,139.7220458984375,여성의 자살
72,豊島区,東京都豊島区東池袋四丁目27-10,2階 男性 病死,令和2年10月15日,東京都 豊島区 東池袋 四丁目 27番 10号,35.72823715209961,139.71902465820312,2층 남성병살
73,豊島区,東京都豊島区東池袋四丁目27-5ライオンズプラザ池袋509,自殺,平成23年,東京都 豊島区 東池袋 四丁目 27番 5号,35.7277717590332,139.71913146972656,자살
74,豊島区,東京都豊島区東池袋四丁目18-15フラワーハイツ2階,火災による死亡,平成20年12月20日,東京都 豊島区 東池袋 四丁目 18番 15号,35.72653579711914,139.7207489013672,화재로 인한 사망
75,渋谷区,東京都豊島区東池袋四丁目3-3東京計画ビル↓,飛び降り自殺,平成25年7月15日,東京都 豊島区 東池袋 四丁目 3番 3号,35.72575378417969,139.71961975097656,뛰어내리 자살
76,渋谷区,東京都渋谷区神南二丁目2,過労死,不明,東京都 渋谷区 神南 二丁目 2番,35.66600799560547,139.69644165039062,과로사
77,渋谷区,東京都渋谷区神山町9-17,ミイラ,平成18年4月15日,東京都 渋谷区 神山町 9番 17号,35.663902282714844,139.69412231445312,미라
78,渋谷区,東京都渋谷区神南二丁目2-31,過労死,2014,東京都 渋谷区 神南 二丁目 2番 31号,35.664329528808594,139.69639587402344,과로사
79,渋谷区,東京都渋谷区神山町1-12,死体損壊・死体遺棄,平成18年12月28日,東京都 渋谷区 神山町 1番 12号,35.66594696044922,139.69293212890625,사체손상・사체유기
80,渋谷区,東京都渋谷区神山町2-3 メヌエットオマタ101,病死,2016年4月頃,東京都 渋谷区 神山町 2番 3号,35.66585922241211,139.69281005859375,병살
81,渋谷区,東京都渋谷区神山町6-9,"パークフラッツ渋谷神山町
3階 告知事項有り",---,東京都 渋谷区 神山町 6番 9号,35.66490936279297,139.6936798095703,파크 플라츠 시부야 고마야마치 3층 공지사항 있어.
82,渋谷区,東京都渋谷区神山町10-2パークハビオ渋谷神山町602,自殺,平成24年,東京都 渋谷区 神山町 10番 2号,35.66382598876953,139.69517517089844,자살
83,渋谷区,東京都渋谷区神南二丁目2-1NHK放送センター8Fトイレ,首吊り自殺,平成22年8月11日,東京都 渋谷区 神南 二丁目 2番 1号,35.66709899902344,139.69735717773438,목살 자살
84,渋谷区,東京都渋谷区神南一丁目4-17,死体発見,平成22年2月24日,東京都 渋谷区 神南 一丁目 4番 17号,35.665557861328125,139.699951171875,시체 발견
85,港区,東京都渋谷区神南一丁目8-18クオリア神南フラッツ建設現場11階↓,転落死,平成19年8月5日,東京都 渋谷区 神南 一丁目 8番 18号,35.664608001708984,139.70053100585938,회전사
86,港区,愛知県名古屋市港区港楽一丁目1-10 市営港楽荘1棟 201,事故住宅,不明,愛知県 名古屋市 港区 港楽 一丁目 1番 10号,35.10519027709961,136.88845825195312,사고주택
87,港区,愛知県名古屋市港区港楽一丁目1-10 市営港楽荘1棟,2名の死体発見,令和4年11月3日,愛知県 名古屋市 港区 港楽 一丁目 1番 10号,35.10519027709961,136.88845825195312,2명의 시체 발견
88,世田谷区,東京都世田谷区世田谷三丁目23-20,屋上より女性が飛び降り自殺,平成29年1月18日,東京都 世田谷区 世田谷 三丁目 23番 20号,35.6454963684082,139.65066528320312,옥상에서 여자가 뛰어내리고 자살
89,世田谷区,東京都世田谷区世田谷三丁目11-8,１２階から若いカップル飛び降り（外部）,令和4年7月9日,東京都 世田谷区 世田谷 三丁目 11番 8号,35.644020080566406,139.6473388671875,2층에서 젊은 커플이 뛰어내리는... 외부?
90,世田谷区,東京都世田谷区世田谷四丁目17-3,男性が自殺,15年ほど前,東京都 世田谷区 世田谷 四丁目 17番 3号,35.645267486572266,139.6511688232422,남자가 자살
91,大田区,東京都世田谷区若林四丁目21-11,"母屋隣のアパート（２階部分）で孤高死
強烈な臭いでした",令和３年７月頃,東京都 世田谷区 若林 四丁目 21番 11号,35.64447784423828,139.65492248535156,마루 옆 아파트(층) 에서 고공사격 냄새였어요.
92,大田区,東京都大田区西蒲田八丁目20-11,死体発見,平成27年,東京都 大田区 西蒲田 八丁目 20番 11号,35.55966567993164,139.71388244628906,시체 발견
93,大田区,東京都大田区蒲田五丁目48-10 ハイライフ蒲田,"10階 角部屋
告知事項あり",令和4年10月16日,東京都 大田区 蒲田 五丁目 48番 10号,35.55946731567383,139.71681213378906,10층 각 방 고지사항 있음.
94,大田区,東京都大田区蒲田五丁目50-2 スカイコート蒲田ガーデン,"7階 北向き1K（洋室6帖、K2帖） 専有面積21.00㎡
心理的瑕疵有",令和3年11月26日,東京都 大田区 蒲田 五丁目 50番 2号,35.55934143066406,139.71824645996094,"7층 북쪽 방향 1K-룸 6칸, 2층 1K-룸 21:0"
95,中野区,東京都中野区中野五丁目37-15 201,老人の孤独死,令和4年3月,東京都 中野区 中野 五丁目 37番 15号,35.70797348022461,139.66748046875,노인의 고독사
96,中野区,東京都中野区中野五丁目51-12 ザ・パークハウス中野タワー,共用部より飛び降り自殺,2021年4月,東京都 中野区 中野 五丁目 51番 12号,35.709598541259766,139.66616821289062,공용부대에서 뛰어내리고 자살
97,中野区,東京都中野区中野五丁目56-15,カウンターバー 店内で経営者首つり自殺,2014,東京都 中野区 中野 五丁目 56番 15号,35.70829391479492,139.66648864746094,카운터 바에서 경영자 수당 자살
98,中野区,東京都中野区中野五丁目67-7 プラザ中野,屋上から飛び降り自殺,平成30年6月2日,東京都 中野区 中野 五丁目 67番 7号,35.708473205566406,139.665283203125,옥상에서 뛰어내리고 자살
99,中野区,東京都中野区中野五丁目68-5ドン・キホーテ中野駅前店地下1階,エレベータと壁に挟まれ死亡,平成23年11月5日,東京都 中野区 中野 五丁目 68番 5号,35.708980560302734,139.66514587402344,엘리베이터와 벽에 끼여 사망
100,中央区,福岡県福岡市中央区赤坂一丁目10-17しんくみ赤坂ビル5階↓,飛び降り自殺,平成27年11月17日,福岡県 福岡市 中央区 赤坂 一丁目 10番 17号,33.588897705078125,130.39036560058594,뛰어내리 자살
101,中央区,福岡県福岡市中央区大名二丁目2-8,901注意 制服の警官が何人か入っていった,2019年7月,福岡県 福岡市 中央区 大名 二丁目 2番 8号,33.587833404541016,130.39300537109375,901 주의 복장 경찰관이 몇 명 들어왔다.
102,中央区,福岡県福岡市中央区大名二丁目6-11 Fukuoka Growth Next 1階トイレ,刺殺,平成30年6月24日,福岡県 福岡市 中央区 大名 二丁目 6番 11号,33.58889389038086,130.39505004882812,사시미
103,北区,福岡県福岡市中央区大名一丁目14-13 ビジネスホテル「プラザホテルプルミエ」7階,同ホテル7階客室の浴室で、東京都に住む宿泊客の男性（20）が硫化水素による自殺。,平成20年7月30日,福岡県 福岡市 中央区 大名 一丁目 14番 13号,33.587242126464844,130.3956756591797,이 호텔 7층 객실 욕실에서 도쿄도에 사는 투숙객 남성 (20)가
104,北区,大阪府堺市北区長曽根町545-1,飛び降り自殺,平成23年5月5日,大阪府 堺市 北区 長曽根町 545番地,34.56355285644531,135.51417541503906,뛰어내리 자살
105,北区,大阪府堺市北区新金岡町5丁1-3病院内,看護士から虐待を受けた老人が死亡,平成21年9月15日,大阪府 堺市 北区 新金岡町 五丁 1番,34.565650939941406,135.515380859375,간호사로부터 학대를 받은 노인이 사망
106,葛飾区,大阪府堺市北区新金岡町5丁1-5,"アルティス新金岡
2000年に建築されたマンションですが、2000年〜2005年の間？に飛び降り自殺がありました。

飛び降り自殺",平成29年1月6日,大阪府 堺市 北区 新金岡町 五丁 1番,34.565650939941406,135.515380859375,알티스카 신카네카 2000년에 지어진 아파트인데 2000년~2005년 사이에 1층으로 뛰어
107,葛飾区,東京都葛飾区立石五丁目23-12,告知事項あり,2021/04/26,東京都 葛飾区 立石 五丁目 23番 12号,35.744564056396484,139.84701538085938,공고사항
108,葛飾区,東京都葛飾区立石五丁目9-11,刺殺,平成20年12月26日,東京都 葛飾区 立石 五丁目 9番 11号,35.7430419921875,139.8447723388672,사시미
109,葛飾区,東京都葛飾区立石五丁目5-24-504,40代男性首吊り,2014年12月,東京都 葛飾区 立石 五丁目 5番 24号,35.7430534362793,139.8445281982422,40대 남성 목살
110,葛飾区,東京都葛飾区立石五丁目4-17,告知事項有り,平成30年10月10日,東京都 葛飾区 立石 五丁目 4番 17号,35.74357986450195,139.84384155273438,공고사항 있음
111,葛飾区,東京都葛飾区立石五丁目19-2平成マンション 205,自殺,2015,東京都 葛飾区 立石 五丁目 19番 2号,35.74468231201172,139.84474182128906,자살
112,杉並区,東京都葛飾区白鳥一丁目4-3都営白鳥一丁目アパート3号棟402,溺死,平成27年4月9日,東京都 葛飾区 白鳥 一丁目 4番 3号,35.74692153930664,139.8419647216797,수육
113,杉並区,東京都杉並区阿佐谷南三丁目6-20第一赤松荘,独居の老人が孤高死,2016年頃,東京都 杉並区 阿佐谷 南三丁目 6番 20号,35.70124435424805,139.63320922851562,독거 노인이 고독사
114,杉並区,東京都杉並区成田東五丁目34-14 住友南阿佐ヶ谷シティハウス,"404号室 角部屋
告知事項有
2022年8月室内スケルトンリフォーム済",令和4年9月9日,東京都 杉並区 成田 東五丁目 34番 14号,35.70094680786133,139.6316375732422,440호실 각 방안내사항유니화이트 2022년 8월 실내스켈
115,杉並区,東京都杉並区阿佐谷南三丁目2-11 マナーテラス,"2階 201号室 角部屋 2018年12月21日 告知事項あり
2018年12月室内フルリフォーム システムキッチンや温水洗浄便座、お風呂など水回りの設備は新品です。",平成30年12月21日,東京都 杉並区 阿佐谷 南三丁目 2番 11号,35.7009391784668,139.63499450683594,2층 205호실 가방콕 2018년 12월 21일 공지사항 있음 2018년
116,杉並区,東京都杉並区成田東五丁目42-10 阿佐ケ谷陵雲閣マンション,10階 心理的瑕疵あり,不明,東京都 杉並区 成田 東五丁目 42番 10号,35.69935607910156,139.63491821289062,10층 심리적 하자 있음.
117,杉並区,東京都杉並区成田東四丁目35-18 メゾン中里,1階 心理的瑕疵あり,平成30年11月6日,東京都 杉並区 成田 東四丁目 35番 18号,35.69786834716797,139.63812255859375,1층 심리적 하자 있음.
118,杉並区,東京都杉並区阿佐谷南一丁目12-5,高層階から中庭に飛び降り自殺,2007年ごろ,東京都 杉並区 阿佐谷 南一丁目 12番 5号,35.69905090332031,139.6371307373047,고층층에서 중당으로 뛰어내리고 자살
119,杉並区,東京都杉並区阿佐谷南一丁目9-8 マンションアルファ,"3階 角部屋 東向きワンルーム（洋室6帖） 専有面積16㎡ 賃料5.4万円 管理費等2,000円
容認事項有",令和4年8月6日,東京都 杉並区 阿佐谷 南一丁目 9番 8号,35.698909759521484,139.6383056640625,3층 각 방 건너편 원룸(양로 6종/전월면적) 임대
120,杉並区,東京都杉並区阿佐谷南一丁目8-8 タウンコート阿佐ヶ谷,"406号室 角部屋
告知事項あり",令和4年6月14日,東京都 杉並区 阿佐谷 南一丁目 8番 8号,35.69850540161133,139.63925170898438,406호실 각 방안내사항
121,杉並区,東京都杉並区阿佐谷南一丁目14-6 3F,告知事項あり 詳細不明,２０１９年９月２７日,東京都 杉並区 阿佐谷 南一丁目 14番 6号,35.69947052001953,139.63677978515625,공고사항 및 상세불명
122,杉並区,東京都杉並区阿佐谷南一丁目20-22川染荘101,火災による死亡,平成24年3月22日,東京都 杉並区 阿佐谷 南一丁目 20番 22号,35.70021057128906,139.64010620117188,화재로 인한 사망
123,江東区,東京都杉並区阿佐谷南一丁目20-24,警察の立ち入りにて遺体発見,平成29年12月5日,東京都 杉並区 阿佐谷 南一丁目 20番 24号,35.70024490356445,139.6404266357422,경찰이 들어서자 시신 발견
124,江東区,東京都江東区東陽五丁目29,女性の飛び降り自殺,平成24年6月1日,東京都 江東区 東陽 五丁目 29番,35.67279815673828,139.8130645751953,여성의 비명 자살
125,江戸川区,東京都江東区東陽五丁目22-14,死体発見,平成30年8月2日,東京都 江東区 東陽 五丁目 22番 14号,35.67174530029297,139.81243896484375,시체 발견
126,江戸川区,東京都江戸川区中央二丁目9-1,孤高死,平成20年ごろ,東京都 江戸川区 中央 二丁目 9番 1号,35.705345153808594,139.87193298339844,고고사
