,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
16,窃盗,オートバイ盗,高輪,白金三光町交番,131032,東京都,港区,白金台５丁目,2018-10-10,18,その他,キーあり,なし,自動二輪（50cc超）
17,窃盗,オートバイ盗,麻布,一之橋交番,131032,東京都,港区,東麻布２丁目,2018-10-21,21,４階建て以上共同住宅,キーあり,あり,原動機付自転車（50cc以下）
18,窃盗,オートバイ盗,麻布,盛岡町交番,131032,東京都,港区,南麻布５丁目,2018-08-17,03,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
19,窃盗,オートバイ盗,麻布,六本木交番,131032,東京都,港区,六本木４丁目,2018-11-03,22,道路上,キーあり,あり,自動二輪（50cc超）
20,窃盗,オートバイ盗,東京湾岸,お台場海浜公園駅前交番,131032,東京都,港区,台場１丁目,2018-03-06,06,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
21,窃盗,オートバイ盗,東京湾岸,都橋交番,131083,東京都,江東区,東雲１丁目,2014-10-17,19,道路上,キーあり,なし,原動機付自転車（50cc以下）
22,窃盗,オートバイ盗,東京湾岸,辰巳交番,131083,東京都,江東区,辰巳１丁目,2017-12-22,20,道路上,キーあり,なし,自動二輪（50cc超）
23,窃盗,オートバイ盗,東京湾岸,新木場駅前交番,131083,東京都,江東区,新木場１丁目,2018-06-25,17,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
24,窃盗,オートバイ盗,品川,青物横丁駅前交番,131091,東京都,品川区,東品川４丁目,2018-06-21,15,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
25,窃盗,オートバイ盗,大井,大井町駅前交番,131091,東京都,品川区,大井１丁目,2018-06-15,21,その他,キーあり,なし,原動機付自転車（50cc以下）
26,窃盗,オートバイ盗,大井,八潮団地交番,131091,東京都,品川区,八潮５丁目,2017-07-01,18,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
27,窃盗,オートバイ盗,荏原,旗の台交番,131091,東京都,品川区,旗の台４丁目,2016-11-01,00,道路上,キーあり,なし,自動二輪（50cc超）
28,窃盗,オートバイ盗,荏原,旗の台交番,131091,東京都,品川区,旗の台４丁目,2018-01-10,18,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
29,窃盗,オートバイ盗,大森,森ケ崎交番,131113,東京都,大田区,大森東２丁目,2018-05-24,03,道路上,キーあり,あり,自動二輪（50cc超）
30,窃盗,オートバイ盗,大森,森ケ崎交番,131113,東京都,大田区,大森東５丁目,2018-08-07,19,一戸建住宅,キーあり,あり,自動二輪（50cc超）
31,窃盗,オートバイ盗,大森,森ケ崎交番,131113,東京都,大田区,大森南２丁目,2018-09-21,22,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
32,窃盗,オートバイ盗,大森,森ケ崎交番,131113,東京都,大田区,大森南５丁目,2018-10-08,01,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
33,窃盗,オートバイ盗,大森,谷戸交番,131113,東京都,大田区,大森中３丁目,2018-09-25,19,一戸建住宅,キーあり,あり,自動二輪（50cc超）
34,窃盗,オートバイ盗,大森,大森西交番,131113,東京都,大田区,大森西７丁目,2018-03-03,22,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
35,窃盗,オートバイ盗,大森,大森西交番,131113,東京都,大田区,大森東３丁目,2017-12-27,02,一戸建住宅,キーあり,なし,自動二輪（50cc超）
36,窃盗,オートバイ盗,大森,大森海岸交番,131113,東京都,大田区,大森北３丁目,2018-09-17,04,一戸建住宅,キーあり,なし,自動二輪（50cc超）
37,窃盗,オートバイ盗,大森,大森海岸交番,131113,東京都,大田区,大森北６丁目,2018-01-25,20,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
38,窃盗,オートバイ盗,大森,大森海岸交番,131113,東京都,大田区,大森東１丁目,2018-02-24,22,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
39,窃盗,オートバイ盗,大森,大森海岸交番,131113,東京都,大田区,大森東１丁目,2018-03-04,19,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
40,窃盗,オートバイ盗,大森,大森海岸交番,131113,東京都,大田区,大森東１丁目,2018-10-08,19,４階建て以上共同住宅,キーあり,あり,自動二輪（50cc超）
41,窃盗,オートバイ盗,大森,大森海岸交番,131113,東京都,大田区,昭和島２丁目,2018-10-01,07,道路上,キーあり,なし,自動二輪（50cc超）
42,窃盗,オートバイ盗,大森,大森海岸交番,131113,東京都,大田区,平和島１丁目,2018-10-16,09,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
43,窃盗,オートバイ盗,大森,大森駅前交番,131113,東京都,大田区,大森北１丁目,2018-05-05,04,道路上,キーあり,なし,原動機付自転車（50cc以下）
44,窃盗,オートバイ盗,大森,山王交番,131113,東京都,大田区,山王３丁目,2017-12-22,22,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
45,窃盗,オートバイ盗,田園調布,洗足池交番,131113,東京都,大田区,上池台１丁目,2018-04-03,11,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
46,窃盗,オートバイ盗,田園調布,小池駐在所,131113,東京都,大田区,上池台４丁目,2018-01-01,13,その他,キーあり,なし,自動二輪（50cc超）
47,窃盗,オートバイ盗,蒲田,蒲田駅西口交番,131113,東京都,大田区,西蒲田８丁目,2018-02-26,22,道路上,キーあり,なし,自動二輪（50cc超）
48,窃盗,オートバイ盗,蒲田,西六郷交番,131113,東京都,大田区,新蒲田３丁目,2018-03-24,21,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
49,窃盗,オートバイ盗,蒲田,西六郷交番,131113,東京都,大田区,西六郷４丁目,2018-05-11,22,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
50,窃盗,オートバイ盗,蒲田,雑色交番,131113,東京都,大田区,仲六郷１丁目,2018-11-26,19,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
51,窃盗,オートバイ盗,蒲田,日の出通交番,131113,東京都,大田区,南蒲田２丁目,2018-06-28,10,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
52,窃盗,オートバイ盗,蒲田,本羽田交番,131113,東京都,大田区,萩中１丁目,2018-03-11,19,道路上,キーあり,なし,原動機付自転車（50cc以下）
53,窃盗,オートバイ盗,蒲田,北糀谷交番,131113,東京都,大田区,西糀谷２丁目,2018-06-29,18,一戸建住宅,キーあり,なし,自動二輪（50cc超）
54,窃盗,オートバイ盗,池上,池上駅前交番,131113,東京都,大田区,池上６丁目,2018-12-17,16,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
55,窃盗,オートバイ盗,池上,蓮沼交番,131113,東京都,大田区,西蒲田３丁目,2018-10-05,21,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
56,窃盗,オートバイ盗,池上,多摩川大橋交番,131113,東京都,大田区,多摩川２丁目,2018-12-03,17,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
57,窃盗,オートバイ盗,池上,千鳥交番,131113,東京都,大田区,下丸子３丁目,2018-05-05,14,その他,キーあり,なし,自動二輪（50cc超）
58,窃盗,オートバイ盗,世田谷,三軒茶屋交番,131121,東京都,世田谷区,太子堂４丁目,2018-03-15,01,道路上,キーあり,なし,自動二輪（50cc超）
59,窃盗,オートバイ盗,世田谷,下馬四丁目交番,131121,東京都,世田谷区,下馬１丁目,2017-06-04,09,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
60,窃盗,オートバイ盗,世田谷,下馬四丁目交番,131121,東京都,世田谷区,下馬２丁目,2017-11-01,00,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
61,窃盗,オートバイ盗,世田谷,上馬交番,131121,東京都,世田谷区,駒沢２丁目,2018-07-15,05,一戸建住宅,キーあり,なし,自動二輪（50cc超）
62,窃盗,オートバイ盗,世田谷,上馬交番,131121,東京都,世田谷区,弦巻２丁目,2018-09-29,15,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
63,窃盗,オートバイ盗,世田谷,世田谷交番,131121,東京都,世田谷区,世田谷４丁目,2017-10-01,17,道路上,キーあり,なし,原動機付自転車（50cc以下）
64,窃盗,オートバイ盗,北沢,宮前橋交番,131121,東京都,世田谷区,代田２丁目,2018-10-17,18,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
65,窃盗,オートバイ盗,玉川,二子玉川交番,131121,東京都,世田谷区,玉川３丁目,2018-04-18,16,道路上,キーあり,なし,自動二輪（50cc超）
66,窃盗,オートバイ盗,玉川,用賀交番,131121,東京都,世田谷区,用賀４丁目,2018-02-24,21,道路上,キーあり,なし,自動二輪（50cc超）
67,窃盗,オートバイ盗,玉川,深沢交番,131121,東京都,世田谷区,駒沢公園,2018-03-13,18,その他,キーあり,なし,自動二輪（50cc超）
68,窃盗,オートバイ盗,成城,上祖師谷駐在所,131121,東京都,世田谷区,上祖師谷５丁目,2018-06-11,19,一戸建住宅,キーあり,あり,自動二輪（50cc超）
69,窃盗,オートバイ盗,目黒,中目黒駅前交番,131105,東京都,目黒区,上目黒２丁目,2018-12-01,10,道路上,キーあり,なし,自動二輪（50cc超）
70,窃盗,オートバイ盗,碑文谷,原町交番,131105,東京都,目黒区,原町１丁目,2018-09-05,17,その他,キーあり,なし,原動機付自転車（50cc以下）
71,窃盗,オートバイ盗,碑文谷,原町交番,131105,東京都,目黒区,南１丁目,2018-07-05,22,道路上,キーあり,なし,原動機付自転車（50cc以下）
72,窃盗,オートバイ盗,碑文谷,本町二丁目交番,131105,東京都,目黒区,目黒本町３丁目,2018-01-07,00,その他,キーあり,なし,自動二輪（50cc超）
73,窃盗,オートバイ盗,碑文谷,本町二丁目交番,131105,東京都,目黒区,目黒本町５丁目,2018-06-17,15,一戸建住宅,キーあり,あり,自動二輪（50cc超）
74,窃盗,オートバイ盗,渋谷,宇田川交番,131130,東京都,渋谷区,宇田川町,2018-05-06,01,道路上,キーあり,なし,原動機付自転車（50cc以下）
75,窃盗,オートバイ盗,渋谷,宇田川交番,131130,東京都,渋谷区,神南１丁目,2018-03-16,12,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
76,窃盗,オートバイ盗,代々木,幡ケ谷駅前交番,131130,東京都,渋谷区,幡ヶ谷２丁目,2018-07-02,18,道路上,キーあり,なし,原動機付自転車（50cc以下）
77,窃盗,オートバイ盗,代々木,代々木上原駅前交番,131130,東京都,渋谷区,上原１丁目,2018-06-30,03,道路上,キーあり,なし,原動機付自転車（50cc以下）
78,窃盗,オートバイ盗,代々木,初台二丁目交番,131130,東京都,渋谷区,初台１丁目,2018-08-03,19,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
79,窃盗,オートバイ盗,牛込,柳町交番,131041,東京都,新宿区,市谷加賀町２丁目,2017-09-08,13,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
80,窃盗,オートバイ盗,牛込,神楽坂上交番,131041,東京都,新宿区,神楽河岸,2018-02-05,09,道路上,キーあり,なし,自動二輪（50cc超）
81,窃盗,オートバイ盗,新宿,北新宿一丁目交番,131041,東京都,新宿区,北新宿１丁目,2018-03-03,10,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
82,窃盗,オートバイ盗,新宿,百人町交番,131041,東京都,新宿区,北新宿１丁目,2018-04-06,16,道路上,キーあり,なし,原動機付自転車（50cc以下）
83,窃盗,オートバイ盗,新宿,大久保交番,131041,東京都,新宿区,大久保１丁目,2018-08-14,23,道路上,キーあり,なし,原動機付自転車（50cc以下）
84,窃盗,オートバイ盗,新宿,歌舞伎町交番,131041,東京都,新宿区,歌舞伎町２丁目,2018-03-08,23,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
85,窃盗,オートバイ盗,戸塚,高田馬場駅前交番,131041,東京都,新宿区,高田馬場３丁目,2018-09-09,21,道路上,キーあり,あり,自動二輪（50cc超）
86,窃盗,オートバイ盗,戸塚,上落合交番,131041,東京都,新宿区,上落合２丁目,2018-02-11,00,道路上,キーあり,なし,原動機付自転車（50cc以下）
87,窃盗,オートバイ盗,四谷,花園交番,131041,東京都,新宿区,歌舞伎町１丁目,2012-02-13,13,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
88,窃盗,オートバイ盗,中野,鍋屋横丁交番,131148,東京都,中野区,中央４丁目,2018-10-23,23,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
89,窃盗,オートバイ盗,中野,南台交番,131148,東京都,中野区,南台２丁目,2018-02-15,不明,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
90,窃盗,オートバイ盗,野方,薬師駅前交番,131148,東京都,中野区,新井５丁目,2018-05-20,04,道路上,キーあり,なし,原動機付自転車（50cc以下）
91,窃盗,オートバイ盗,野方,江古田四丁目交番,131148,東京都,中野区,江古田３丁目,2018-08-11,08,道路上,キーあり,なし,原動機付自転車（50cc以下）
92,窃盗,オートバイ盗,杉並,堀ノ内交番,131156,東京都,杉並区,梅里１丁目,2018-10-26,03,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
93,窃盗,オートバイ盗,杉並,高円寺交番,131156,東京都,杉並区,梅里１丁目,2018-01-31,02,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
94,窃盗,オートバイ盗,杉並,高円寺交番,131156,東京都,杉並区,梅里１丁目,2018-10-14,16,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
95,窃盗,オートバイ盗,杉並,高円寺駅前交番,131156,東京都,杉並区,高円寺南３丁目,2018-06-08,08,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
96,窃盗,オートバイ盗,杉並,阿佐谷駅前交番,131156,東京都,杉並区,阿佐谷北１丁目,2018-07-10,14,その他,キーあり,なし,自動二輪（50cc超）
97,窃盗,オートバイ盗,高井戸,泉南交番,131156,東京都,杉並区,方南１丁目,2016-07-15,09,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
98,窃盗,オートバイ盗,高井戸,下高井戸交番,131156,東京都,杉並区,下高井戸２丁目,2018-09-30,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
99,窃盗,オートバイ盗,荻窪,荻窪駅北口交番,131156,東京都,杉並区,天沼２丁目,2018-06-21,14,その他,キーあり,なし,原動機付自転車（50cc以下）
100,窃盗,オートバイ盗,大塚,大塚六丁目交番,131059,東京都,文京区,大塚５丁目,2018-01-27,03,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
101,窃盗,オートバイ盗,巣鴨,大塚駅前交番,131164,東京都,豊島区,南大塚３丁目,2018-02-24,18,道路上,キーあり,なし,自動二輪（50cc超）
102,窃盗,オートバイ盗,池袋,池袋二又交番,131164,東京都,豊島区,西池袋５丁目,2015-03-20,18,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
103,窃盗,オートバイ盗,池袋,池袋二又交番,131164,東京都,豊島区,西池袋５丁目,2015-12-31,08,４階建て以上共同住宅,キーあり,あり,自動二輪（50cc超）
104,窃盗,オートバイ盗,池袋,池袋二又交番,131164,東京都,豊島区,西池袋５丁目,2015-12-31,08,４階建て以上共同住宅,キーあり,あり,自動二輪（50cc超）
105,窃盗,オートバイ盗,滝野川,尾久駅前交番,131172,東京都,北区,昭和町２丁目,2018-08-20,17,道路上,キーあり,なし,原動機付自転車（50cc以下）
106,窃盗,オートバイ盗,王子,王子五丁目交番,131172,東京都,北区,王子５丁目,2018-03-08,09,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
107,窃盗,オートバイ盗,王子,東十条交番,131172,東京都,北区,王子５丁目,2017-06-01,12,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
108,窃盗,オートバイ盗,王子,王子本町交番,131172,東京都,北区,岸町１丁目,2018-03-03,08,道路上,キーあり,なし,自動二輪（50cc超）
109,窃盗,オートバイ盗,赤羽,宮堀交番,131172,東京都,北区,神谷３丁目,2018-08-12,03,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
110,窃盗,オートバイ盗,赤羽,西が丘交番,131172,東京都,北区,赤羽西１丁目,2018-04-13,19,道路上,キーあり,なし,原動機付自転車（50cc以下）
111,窃盗,オートバイ盗,赤羽,西が丘交番,131172,東京都,北区,赤羽西６丁目,2018-02-20,20,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
112,窃盗,オートバイ盗,赤羽,赤羽北交番,131172,東京都,北区,赤羽北２丁目,2018-01-27,16,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
113,窃盗,オートバイ盗,赤羽,赤羽北交番,131172,東京都,北区,赤羽北３丁目,2018-03-01,22,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
114,窃盗,オートバイ盗,板橋,平尾交番,131199,東京都,板橋区,板橋３丁目,2018-06-25,05,道路上,キーあり,なし,原動機付自転車（50cc以下）
115,窃盗,オートバイ盗,板橋,茂呂交番,131199,東京都,板橋区,小茂根１丁目,2017-06-21,18,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
116,窃盗,オートバイ盗,志村,前野町交番,131199,東京都,板橋区,前野町２丁目,2018-07-09,14,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
117,窃盗,オートバイ盗,志村,前野町交番,131199,東京都,板橋区,前野町２丁目,2018-10-05,17,一戸建住宅,キーあり,なし,自動二輪（50cc超）
118,窃盗,オートバイ盗,志村,前野町交番,131199,東京都,板橋区,前野町３丁目,2017-07-01,19,一戸建住宅,キーあり,なし,自動二輪（50cc超）
119,窃盗,オートバイ盗,練馬,練馬駅前交番,131202,東京都,練馬区,豊玉北５丁目,2018-04-26,06,道路上,キーあり,あり,自動二輪（50cc超）
120,窃盗,オートバイ盗,練馬,氷川台駐在所,131202,東京都,練馬区,氷川台１丁目,2018-10-19,19,一戸建住宅,キーあり,なし,自動二輪（50cc超）
121,窃盗,オートバイ盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-10-22,22,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
122,窃盗,オートバイ盗,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉３丁目,2018-06-17,13,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
123,窃盗,オートバイ盗,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2018-02-24,17,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
124,窃盗,オートバイ盗,高島平,西台駅前交番,131199,東京都,板橋区,徳丸２丁目,2018-11-10,08,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
125,窃盗,オートバイ盗,高島平,北野交番,131199,東京都,板橋区,徳丸２丁目,2018-04-04,18,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
126,窃盗,オートバイ盗,高島平,北野交番,131199,東京都,板橋区,徳丸２丁目,2018-11-02,19,その他,キーあり,なし,自動二輪（50cc超）
127,窃盗,オートバイ盗,高島平,北野交番,131199,東京都,板橋区,徳丸７丁目,2018-10-27,18,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
128,窃盗,オートバイ盗,高島平,下赤塚交番,131199,東京都,板橋区,赤塚新町１丁目,2018-10-07,01,道路上,キーあり,なし,原動機付自転車（50cc以下）
129,窃盗,オートバイ盗,高島平,下赤塚交番,131199,東京都,板橋区,赤塚新町３丁目,2018-11-16,20,道路上,キーあり,なし,原動機付自転車（50cc以下）
130,窃盗,オートバイ盗,高島平,上赤塚交番,131199,東京都,板橋区,成増５丁目,2018-02-07,23,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
131,窃盗,オートバイ盗,高島平,松月院前交番,131199,東京都,板橋区,徳丸８丁目,2016-03-18,20,道路上,キーあり,あり,原動機付自転車（50cc以下）
132,窃盗,オートバイ盗,光が丘,北町交番,131202,東京都,練馬区,北町６丁目,2018-05-24,06,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
133,窃盗,オートバイ盗,光が丘,光が丘三丁目交番,131202,東京都,練馬区,高松４丁目,2018-09-07,01,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
134,窃盗,オートバイ盗,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘７丁目,2017-10-04,18,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
135,窃盗,オートバイ盗,上野,公園前交番,131067,東京都,台東区,上野２丁目,2018-10-27,10,道路上,キーあり,なし,原動機付自転車（50cc以下）
136,窃盗,オートバイ盗,下谷,入谷東交番,131067,東京都,台東区,根岸４丁目,2018-06-20,03,道路上,キーあり,あり,自動二輪（50cc超）
137,窃盗,オートバイ盗,下谷,入谷東交番,131067,東京都,台東区,松が谷４丁目,2017-04-21,00,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
138,窃盗,オートバイ盗,下谷,鶯谷駅前交番,131067,東京都,台東区,根岸３丁目,2018-06-07,02,道路上,キーあり,なし,自動二輪（50cc超）
139,窃盗,オートバイ盗,浅草,,131075,東京都,墨田区,吾妻橋１丁目,2018-11-24,08,道路上,キーあり,なし,原動機付自転車（50cc以下）
140,窃盗,オートバイ盗,浅草,日本堤交番,131067,東京都,台東区,清川２丁目,2018-04-16,19,道路上,キーあり,なし,原動機付自転車（50cc以下）
141,窃盗,オートバイ盗,浅草,吉原交番,131067,東京都,台東区,千束３丁目,2018-04-18,11,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
142,窃盗,オートバイ盗,浅草,西浅草三丁目交番,131067,東京都,台東区,千束１丁目,2018-07-09,22,道路上,キーあり,なし,自動二輪（50cc超）
143,窃盗,オートバイ盗,浅草,西浅草三丁目交番,131067,東京都,台東区,西浅草３丁目,2018-05-12,20,道路上,キーあり,なし,原動機付自転車（50cc以下）
144,窃盗,オートバイ盗,浅草,聖天町交番,131067,東京都,台東区,浅草６丁目,2018-01-13,21,道路上,キーあり,なし,自動二輪（50cc超）
145,窃盗,オートバイ盗,蔵前,菊屋橋交番,131067,東京都,台東区,東上野６丁目,2018-11-30,02,道路上,キーあり,なし,自動二輪（50cc超）
146,窃盗,オートバイ盗,蔵前,須賀橋交番,131067,東京都,台東区,柳橋２丁目,2018-01-27,08,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
147,窃盗,オートバイ盗,尾久,尾竹橋交番,131181,東京都,荒川区,町屋７丁目,2018-09-27,17,その他,キーあり,なし,自動二輪（50cc超）
148,窃盗,オートバイ盗,南千住,南千住一丁目交番,131181,東京都,荒川区,南千住１丁目,2018-04-19,17,道路上,キーあり,あり,自動二輪（50cc超）
149,窃盗,オートバイ盗,荒川,町屋交番,131181,東京都,荒川区,町屋３丁目,2018-02-09,15,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
150,窃盗,オートバイ盗,荒川,日暮里駅前交番,131181,東京都,荒川区,東日暮里４丁目,2018-06-13,15,一戸建住宅,キーあり,なし,自動二輪（50cc超）
151,窃盗,オートバイ盗,荒川,日暮里駅前交番,131181,東京都,荒川区,東日暮里４丁目,2018-06-13,15,一戸建住宅,キーあり,なし,自動二輪（50cc超）
152,窃盗,オートバイ盗,荒川,日暮里駅前交番,131181,東京都,荒川区,東日暮里５丁目,2018-05-24,17,道路上,キーあり,なし,原動機付自転車（50cc以下）
153,窃盗,オートバイ盗,荒川,西日暮里駅前交番,131181,東京都,荒川区,西日暮里５丁目,2018-03-07,03,道路上,キーあり,なし,原動機付自転車（50cc以下）
154,窃盗,オートバイ盗,千住,北千住駅西口交番,131211,東京都,足立区,千住仲町,2018-02-04,19,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
155,窃盗,オートバイ盗,千住,桜木町交番,131211,東京都,足立区,千住元町,2018-03-20,00,一戸建住宅,キーあり,なし,自動二輪（50cc超）
156,窃盗,オートバイ盗,千住,大橋交番,131211,東京都,足立区,千住仲町,2017-12-09,13,道路上,キーあり,なし,自動二輪（50cc超）
157,窃盗,オートバイ盗,千住,北千住駅東口交番,131211,東京都,足立区,柳原１丁目,2017-03-10,23,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
158,窃盗,オートバイ盗,千住,曙町交番,131211,東京都,足立区,千住曙町,2018-05-17,00,道路上,キーあり,なし,原動機付自転車（50cc以下）
159,窃盗,オートバイ盗,西新井,大師前交番,131211,東京都,足立区,西新井本町２丁目,2017-12-10,17,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
