,罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
60,窃盗,自動車盗,町田,鶴間交番,132098.0,東京都,町田市,小川７丁目,2018-07-05,19,駐車（輪）場,キーあり,なし,乗用自動車
61,窃盗,自動車盗,町田,成瀬駐在所,132098.0,東京都,町田市,成瀬５丁目,2018-03-01,20,駐車（輪）場,キーあり,なし,乗用自動車
62,窃盗,自動車盗,町田,野津田駐在所,132098.0,東京都,町田市,野津田町,2018-11-15,12,その他,キーあり,なし,乗用自動車
63,窃盗,自動車盗,町田,常盤駐在所,132098.0,東京都,町田市,常盤町,2018-11-22,19,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,貨物自動車
64,窃盗,自動車盗,町田,藤の台団地交番,132098.0,東京都,町田市,金井１丁目,2017-12-29,19,駐車（輪）場,キーあり,なし,乗用自動車
65,窃盗,自動車盗,町田,成瀬台駐在所,132098.0,東京都,町田市,成瀬台１丁目,2018-08-03,22,駐車（輪）場,キーあり,なし,貨物自動車
66,窃盗,自動車盗,昭島,昭島駅前交番,132071.0,東京都,昭島市,昭和町４丁目,2018-04-14,18,その他,キーあり,なし,特殊自動車
67,窃盗,自動車盗,昭島,拝島駅前交番,132071.0,東京都,昭島市,緑町２丁目,2018-12-08,03,駐車（輪）場,キーあり,あり,乗用自動車
68,窃盗,自動車盗,府中,西原町交番,132063.0,東京都,府中市,西原町２丁目,2017-11-29,09,駐車（輪）場,キーあり,あり,乗用自動車
69,窃盗,自動車盗,府中,本宿交番,132063.0,東京都,府中市,本宿町３丁目,2018-11-16,19,４階建て以上共同住宅,キーあり,なし,貨物自動車
70,窃盗,自動車盗,小金井,前原交番,132101.0,東京都,小金井市,前原町４丁目,2018-09-16,00,一戸建住宅,キーあり,なし,貨物自動車
71,窃盗,自動車盗,東村山,清瀬駅前交番,132217.0,東京都,清瀬市,元町１丁目,2018-03-29,13,その他,キーあり,なし,乗用自動車
72,窃盗,自動車盗,東村山,下清戸駐在所,132217.0,東京都,清瀬市,中清戸５丁目,2018-04-30,不明,その他,キーあり,なし,乗用自動車
73,窃盗,自動車盗,三鷹,東野交番,132047.0,東京都,三鷹市,井口１丁目,2018-01-29,23,その他,キーあり,なし,貨物自動車
74,窃盗,自動車盗,深川,住吉交番,131083.0,東京都,江東区,毛利１丁目,2018-06-19,17,４階建て以上共同住宅,キーなし,なし,乗用自動車
75,窃盗,自動車盗,深川,東陽交番,131083.0,東京都,江東区,木場６丁目,2018-07-21,20,駐車（輪）場,キーなし,あり,なし
76,窃盗,自動車盗,深川,東陽交番,131083.0,東京都,江東区,東陽４丁目,2018-07-21,04,４階建て以上共同住宅,キーなし,なし,乗用自動車
77,窃盗,自動車盗,深川,豊洲交番,131083.0,東京都,江東区,豊洲６丁目,2018-10-11,03,駐車（輪）場,キーなし,なし,乗用自動車
78,窃盗,自動車盗,久松,浜町交番,131024.0,東京都,中央区,日本橋中洲,2018-06-23,21,その他,キーなし,なし,その他
79,窃盗,自動車盗,赤坂,表参道交番,131032.0,東京都,港区,北青山２丁目,2018-07-05,07,駐車（輪）場,キーなし,なし,貨物自動車
80,窃盗,自動車盗,大井,南大井交番,131091.0,東京都,品川区,南大井６丁目,2018-07-22,19,４階建て以上共同住宅,キーなし,なし,乗用自動車
81,窃盗,自動車盗,大森,森ケ崎交番,131113.0,東京都,大田区,大森東２丁目,2018-01-14,12,駐車（輪）場,キーなし,あり,乗用自動車
82,窃盗,自動車盗,渋谷,渋谷駅前交番,131130.0,東京都,渋谷区,桜丘町,2018-06-08,00,その他,キーなし,なし,乗用自動車
83,窃盗,自動車盗,池袋,池袋本町交番,131164.0,東京都,豊島区,池袋本町２丁目,2018-12-28,20,駐車（輪）場,キーなし,なし,乗用自動車
84,窃盗,自動車盗,高島平,高島平駅前交番,131199.0,東京都,板橋区,高島平２丁目,2018-06-10,12,駐車（輪）場,キーなし,なし,なし
85,窃盗,自動車盗,高島平,西台駅前交番,131199.0,東京都,板橋区,高島平１丁目,2018-02-08,18,駐車（輪）場,キーなし,なし,乗用自動車
86,窃盗,自動車盗,高島平,徳丸駐在所,131199.0,東京都,板橋区,徳丸６丁目,2018-05-15,20,駐車（輪）場,キーなし,なし,乗用自動車
87,窃盗,自動車盗,荒川,荒川五丁目交番,131181.0,東京都,荒川区,荒川１丁目,2018-06-14,20,駐車（輪）場,キーなし,あり,乗用自動車
88,窃盗,自動車盗,西新井,島根交番,131211.0,東京都,足立区,栗原２丁目,2018-09-24,21,駐車（輪）場,キーなし,あり,乗用自動車
89,窃盗,自動車盗,西新井,皿沼交番,131211.0,東京都,足立区,加賀２丁目,2018-02-08,21,一戸建住宅,キーなし,なし,乗用自動車
90,窃盗,自動車盗,西新井,西新井五丁目交番,131211.0,東京都,足立区,西新井３丁目,2018-04-06,20,駐車（輪）場,キーなし,あり,乗用自動車
91,窃盗,自動車盗,綾瀬,大谷田交番,131211.0,東京都,足立区,佐野１丁目,2018-02-23,19,駐車（輪）場,キーなし,なし,貨物自動車
92,窃盗,自動車盗,綾瀬,大谷田交番,131211.0,東京都,足立区,佐野１丁目,2018-05-07,18,駐車（輪）場,キーなし,なし,乗用自動車
93,窃盗,自動車盗,綾瀬,神明交番,131211.0,東京都,足立区,六木３丁目,2018-10-19,07,駐車（輪）場,キーなし,なし,乗用自動車
94,窃盗,自動車盗,竹の塚,花畑交番,131211.0,東京都,足立区,南花畑３丁目,2018-02-16,19,駐車（輪）場,キーなし,なし,貨物自動車
95,窃盗,自動車盗,竹の塚,保木間交番,131211.0,東京都,足立区,保木間５丁目,2018-05-06,19,駐車（輪）場,キーなし,なし,乗用自動車
96,窃盗,自動車盗,竹の塚,西保木間交番,131211.0,東京都,足立区,西保木間３丁目,2018-05-03,03,駐車（輪）場,キーなし,あり,乗用自動車
97,窃盗,自動車盗,竹の塚,西保木間交番,131211.0,東京都,足立区,花畑４丁目,2018-05-17,21,駐車（輪）場,キーなし,なし,貨物自動車
98,窃盗,自動車盗,竹の塚,伊興町交番,131211.0,東京都,足立区,伊興４丁目,2018-05-12,00,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,乗用自動車
99,窃盗,自動車盗,竹の塚,伊興町交番,131211.0,東京都,足立区,東伊興３丁目,2018-05-10,18,駐車（輪）場,キーなし,あり,乗用自動車
100,窃盗,自動車盗,竹の塚,見沼代親水公園駅前交番,131211.0,東京都,足立区,舎人５丁目,2018-06-14,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,なし
101,窃盗,自動車盗,城東,葛西橋西交番,131083.0,東京都,江東区,北砂７丁目,2018-11-19,06,駐車（輪）場,キーなし,あり,乗用自動車
102,窃盗,自動車盗,城東,天神橋交番,131083.0,東京都,江東区,亀戸２丁目,2018-07-05,18,駐車（輪）場,キーなし,なし,乗用自動車
103,窃盗,自動車盗,本所,菊川二丁目交番,131075.0,東京都,墨田区,江東橋５丁目,2018-01-30,18,駐車（輪）場,キーなし,なし,乗用自動車
104,窃盗,自動車盗,本所,江東橋交番,131075.0,東京都,墨田区,江東橋５丁目,2018-07-12,13,一戸建住宅,キーなし,なし,乗用自動車
105,窃盗,自動車盗,本所,江東橋交番,131075.0,東京都,墨田区,緑３丁目,2018-07-04,18,駐車（輪）場,キーなし,なし,乗用自動車
106,窃盗,自動車盗,亀有,東金町交番,131229.0,東京都,葛飾区,東金町５丁目,2018-01-15,14,駐車（輪）場,キーなし,あり,乗用自動車
107,窃盗,自動車盗,小松川,八蔵橋交番,131237.0,東京都,江戸川区,大杉５丁目,2018-06-12,18,一戸建住宅,キーなし,なし,乗用自動車
108,窃盗,自動車盗,小松川,松江交番,131237.0,東京都,江戸川区,松江１丁目,2018-06-26,18,駐車（輪）場,キーなし,なし,乗用自動車
109,窃盗,自動車盗,小岩,鹿骨交番,131237.0,東京都,江戸川区,鹿骨５丁目,2018-06-21,20,駐車（輪）場,キーなし,なし,乗用自動車
110,窃盗,自動車盗,小岩,鹿骨交番,131237.0,東京都,江戸川区,上篠崎４丁目,2018-10-04,20,駐車（輪）場,キーなし,なし,乗用自動車
111,窃盗,自動車盗,葛西,船堀駅前交番,131237.0,東京都,江戸川区,二之江町,2018-06-03,22,駐車（輪）場,キーなし,あり,乗用自動車
112,窃盗,自動車盗,南大沢,下柚木交番,132012.0,東京都,八王子市,下柚木,2018-12-23,11,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,乗用自動車
113,窃盗,自動車盗,南大沢,みなみ野交番,132012.0,東京都,八王子市,片倉町,2018-11-01,09,４階建て以上共同住宅,キーなし,なし,なし
114,窃盗,自動車盗,南大沢,相原駅前交番,132098.0,東京都,町田市,相原町,2018-06-23,18,その他,キーなし,なし,特殊自動車
115,窃盗,自動車盗,南大沢,上柚木駐在所,132012.0,東京都,八王子市,上柚木,2018-10-14,16,一戸建住宅,キーなし,なし,乗用自動車
116,窃盗,自動車盗,南大沢,上柚木駐在所,132012.0,東京都,八王子市,上柚木,2018-12-09,12,駐車（輪）場,キーなし,なし,貨物自動車
117,窃盗,自動車盗,南大沢,小山駐在所,132098.0,東京都,町田市,小山町,2018-11-07,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,貨物自動車
118,窃盗,自動車盗,南大沢,小山駐在所,132098.0,東京都,町田市,小山町,2018-11-16,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,貨物自動車
119,窃盗,自動車盗,多摩中央,坂浜駐在所,132250.0,東京都,稲城市,坂浜,2018-03-17,18,その他,キーなし,なし,特殊自動車
120,窃盗,自動車盗,東大和,村山交番,132233.0,東京都,武蔵村山市,学園３丁目,2018-04-11,02,駐車（輪）場,キーなし,あり,乗用自動車
121,窃盗,自動車盗,五日市,坂本駐在所,133051.0,東京都,日の出町,大字大久野,2018-03-23,15,その他,キーなし,なし,特殊自動車
122,窃盗,自動車盗,五日市,坂本駐在所,133051.0,東京都,日の出町,大字大久野,2018-05-17,17,駐車（輪）場,キーなし,なし,貨物自動車
123,窃盗,自動車盗,福生,福生駅前交番,132187.0,東京都,福生市,大字福生,2018-12-13,12,駐車（輪）場,キーなし,なし,乗用自動車
124,窃盗,自動車盗,福生,羽村駅前交番,132276.0,東京都,羽村市,緑ヶ丘１丁目,2018-08-15,00,一戸建住宅,キーなし,なし,乗用自動車
125,窃盗,自動車盗,八王子,丹木駐在所,132012.0,東京都,八王子市,子安町１丁目,2018-05-23,13,その他,キーなし,なし,貨物自動車
126,窃盗,自動車盗,八王子,丹木駐在所,132012.0,東京都,八王子市,滝山町２丁目,2018-02-22,16,駐車（輪）場,キーなし,なし,乗用自動車
127,窃盗,自動車盗,町田,成瀬駐在所,132098.0,東京都,町田市,成瀬２丁目,2018-04-03,18,４階建て以上共同住宅,キーなし,なし,貨物自動車
128,窃盗,自動車盗,町田,忠生地区交番,132098.0,東京都,町田市,根岸２丁目,2018-10-03,00,駐車（輪）場,キーなし,あり,貨物自動車
129,窃盗,自動車盗,日野,豊田駅前交番,132128.0,東京都,日野市,旭が丘１丁目,2018-01-15,23,駐車（輪）場,キーなし,あり,乗用自動車
130,窃盗,自動車盗,東村山,東村山駅前交番,132136.0,東京都,東村山市,本町２丁目,2018-11-21,21,駐車（輪）場,キーなし,なし,乗用自動車
131,窃盗,自動車盗,小平,喜平橋駐在所,132110.0,東京都,小平市,上水南町２丁目,2018-02-21,18,一戸建住宅,キーなし,なし,乗用自動車
